N	pheno	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance
10000	pheno_545	0.0	0.5	0.2356	0.088897	0.119925	1e-06	0.12086	1e-06	0.121143	0.042787	0.122086	0.043121	0.117046	0.045421	0.117957	0.045775	0.115783	1e-06	0.116685	1e-06	0.23403	0.904059	0.014033	0.992269	1.0	-4966.142	-4966.055	10000.0
10000	pheno_546	2.712	0.049794	0.230042	0.261	0.119789	0.187996	0.120533	0.189303	0.1178	0.014605	0.118618	0.014706	0.116344	1e-06	0.117153	1e-06	0.117298	0.056596	0.118107	0.056989	0.228525	0.733899	0.014049	0.993096	1.0	-4967.962	-4969.318	10000.0
5000	pheno_546	1.779	0.091134	0.461868	0.335405	0.239268	0.157265	0.233251	0.153346	0.243751	0.003261	0.237676	0.003179	0.241516	0.183451	0.235427	0.178879	0.241421	1e-06	0.235404	1e-06	0.473686	0.681582	0.020745	1.02556	1.0	-2511.454	-2512.343	5000.0
1000	pheno_548	51.439	3.6926e-13	2.311358	0.999999	1.19311	0.576818	1.177622	0.569286	1.246864	0.253101	1.230844	0.249796	1.185493	0.18331	1.170249	0.180916	1.150909	1e-06	1.13588	1e-06	2.34194	1e-06	0.045334	1.013231	1.0	-510.872	-536.592	1000.0
10000	pheno_548	3.208	0.036648	0.23348	0.058883	0.119553	0.046457	0.121037	0.047036	0.122872	1e-06	0.124401	1e-06	0.116097	0.0117	0.117542	0.011846	0.11599	1e-06	0.117433	1e-06	0.230918	0.929548	0.01414	0.987708	1.0	-4822.112	-4823.716	10000.0
5000	pheno_548	0.0	0.5	0.46818	0.332219	0.235225	1e-06	0.239424	1e-06	0.233638	0.016983	0.237809	0.017286	0.230083	0.093839	0.234172	0.095514	0.22859	0.215568	0.232562	0.219417	0.459989	0.656069	0.019654	0.982461	1.0	-2459.131	-2459.124	5000.0
10000	pheno_549	0.383	0.26799	0.229384	0.474973	0.120305	0.074469	0.120284	0.074465	0.120975	0.152814	0.120912	0.152805	0.117504	0.07423	0.117485	0.074225	0.116926	0.173487	0.116843	0.173477	0.229309	0.525058	0.01415	1.000059	1.0	-5002.141	-5002.333	10000.0
10000	pheno_550	0.0	0.5	0.23509	0.274896	0.128479	0.000566	0.121754	0.000537	0.131451	0.068123	0.124566	0.064557	0.127536	1e-06	0.12086	1e-06	0.126885	0.22139	0.120148	0.209802	0.248092	0.765154	0.01526	1.055234	1.0	-5056.808	-5052.134	10000.0
5000	pheno_550	0.0	0.49277	0.461506	0.999999	0.233434	1e-06	0.232126	1e-06	0.241393	0.264525	0.239935	0.263043	0.237858	0.11922	0.236524	0.118552	0.234236	0.621886	0.232119	0.618403	0.464106	1e-06	0.020136	1.005633	1.0	-2512.668	-2512.668	5000.0
5000	pheno_551	0.0	0.5	0.487029	0.131166	0.266369	0.038359	0.248083	0.035727	0.269085	0.102471	0.250615	0.095438	0.262411	1e-06	0.2444	1e-06	0.26051	1e-06	0.24263	1e-06	0.523059	0.932862	0.022687	1.073694	1.0	-2422.454	-2408.151	5000.0
10000	pheno_552	0.0	0.5	0.2348	0.098922	0.12129	1e-06	0.121403	1e-06	0.121181	0.078982	0.121291	0.079056	0.117609	0.019845	0.117722	0.019864	0.117331	1e-06	0.117441	1e-06	0.234789	0.900237	0.01413	0.999067	1.0	-5004.043	-5003.512	10000.0
1000	pheno_552	0.24	0.31205	2.269107	0.999999	1.069049	0.532925	1.122639	0.559059	1.081722	1e-06	1.134768	1e-06	1.053842	0.091861	1.105853	0.096365	1.08422	0.328467	1.138309	0.344574	2.163036	1e-06	0.042641	0.953254	1.0	-488.189	-488.309	1000.0
5000	pheno_552	0.08	0.38843	0.462434	0.724069	0.226835	0.040834	0.23315	0.041972	0.233743	1e-06	0.240254	1e-06	0.22878	0.337105	0.234866	0.346495	0.222919	0.326507	0.228862	0.335601	0.449776	0.268453	0.019474	0.972901	1.0	-2433.005	-2433.045	5000.0
10000	pheno_553	0.0	0.5	0.234426	0.225993	0.12625	1e-06	0.123616	1e-06	0.123896	0.011096	0.121311	0.010865	0.123059	0.219711	0.120387	0.215126	0.12031	1e-06	0.1178	1e-06	0.23951	0.790503	0.014647	1.021312	1.0	-4972.691	-4971.595	10000.0
5000	pheno_553	0.0	0.5	0.551643	0.077571	0.401756	0.073367	0.281972	0.051494	0.407756	1e-06	0.28619	1e-06	0.397176	0.037152	0.278763	0.026076	0.396346	1e-06	0.278182	1e-06	0.785998	1.314253	0.033849	1.424774	1.0	-2662.006	-2598.053	5000.0
1000	pheno_554	0.0	0.5	2.425577	0.999999	1.170677	0.112734	1.207711	0.116275	1.152047	1e-06	1.188239	1e-06	1.137884	0.439933	1.174358	0.453754	1.118017	0.416873	1.153832	0.429969	2.351698	1e-06	0.043384	0.969542	1.0	-490.598	-490.593	1000.0
10000	pheno_555	0.0	0.5	0.231041	0.247105	0.118113	1e-06	0.118843	1e-06	0.120297	0.008843	0.121041	0.008898	0.117911	0.021299	0.118639	0.02143	0.116514	0.215445	0.117119	0.216776	0.229701	0.74827	0.01406	0.993857	1.0	-4971.668	-4971.65	10000.0
10000	pheno_556	0.0	0.5	0.232009	0.303705	0.123002	1e-06	0.11973	1e-06	0.125284	0.037108	0.121948	0.036121	0.121406	0.049047	0.118172	0.047742	0.119921	0.225848	0.116609	0.219841	0.238385	0.715322	0.014535	1.027327	1.0	-5137.063	-5137.063	10000.0
10000	pheno_557	2.367	0.061982	0.231899	0.333578	0.120783	0.174781	0.121606	0.17608	0.118499	1e-06	0.11938	1e-06	0.118312	0.14351	0.119144	0.144577	0.114354	0.012825	0.115204	0.01292	0.230181	0.661506	0.014043	0.992623	1.0	-4965.258	-4966.442	10000.0
5000	pheno_557	0.0	0.5	0.472241	0.186501	0.258259	0.013731	0.242126	0.012873	0.26168	0.155948	0.2453	0.146207	0.258244	1e-06	0.242113	1e-06	0.255245	0.029246	0.239303	0.027419	0.503839	0.867701	0.021973	1.066628	1.0	-2522.646	-2518.477	5000.0
5000	pheno_558	0.0	0.5	0.451277	0.493874	0.232545	1e-06	0.235258	1e-06	0.237645	0.19406	0.240341	0.196325	0.232683	0.060863	0.235394	0.061573	0.230119	0.233254	0.232687	0.235975	0.44598	0.500288	0.019776	0.988466	1.0	-2474.263	-2474.23	5000.0
10000	pheno_558	0.194	0.32991	0.233052	0.154364	0.123499	0.023493	0.120285	0.022881	0.124733	1e-06	0.121488	1e-06	0.12336	0.023791	0.12015	0.023172	0.11944	0.111204	0.116308	0.108311	0.239465	0.868227	0.014521	1.026715	1.0	-5136.204	-5136.301	10000.0
10000	pheno_560	0.164	0.34266	0.230835	0.357379	0.117331	0.045384	0.119512	0.04623	0.118602	0.185178	0.120727	0.18863	0.114676	1e-06	0.116814	1e-06	0.113514	0.120277	0.115592	0.122518	0.226597	0.630863	0.013889	0.981703	1.0	-4909.948	-4910.03	10000.0
5000	pheno_560	4.555	0.01641	0.448786	0.768129	0.24217	0.519436	0.237792	0.511476	0.23823	0.032085	0.234578	0.031593	0.23903	0.16383	0.23531	0.16132	0.232136	0.064732	0.228571	0.06374	0.455649	0.235479	0.020334	1.015562	1.0	-2539.751	-2542.029	5000.0
5000	pheno_561	0.538	0.23158	0.463138	0.128834	0.240401	0.092946	0.234218	0.090563	0.246645	0.030946	0.24032	0.030152	0.24524	0.008331	0.238952	0.008117	0.243157	1e-06	0.236922	1e-06	0.475591	0.894092	0.020672	1.026316	1.0	-2534.022	-2534.291	5000.0
10000	pheno_561	0.0	0.5	0.240022	0.230888	0.128433	1e-06	0.124086	1e-06	0.129864	0.053816	0.125463	0.051994	0.127203	1e-06	0.122898	1e-06	0.12391	0.185158	0.119653	0.178891	0.248476	0.796052	0.015058	1.035027	1.0	-4902.429	-4894.589	10000.0
5000	pheno_562	0.037	0.42332	0.459055	0.482734	0.236638	0.041067	0.234872	0.040761	0.238385	0.225661	0.236494	0.223981	0.238144	1e-06	0.236371	1e-06	0.233792	0.219626	0.23194	0.217991	0.462422	0.521145	0.020158	1.0075	1.0	-2521.669	-2521.688	5000.0
10000	pheno_562	0.0	0.5	0.230895	0.7027	0.12438	1e-06	0.119877	1e-06	0.126949	0.010643	0.122352	0.010257	0.125177	0.634714	0.119739	0.611733	0.121265	0.083741	0.116862	0.080709	0.239417	0.308469	0.01491	1.037568	1.0	-5041.073	-5039.145	10000.0
5000	pheno_563	2.004	0.078426	0.46385	0.91586	0.234703	0.242788	0.235606	0.243838	0.237169	1e-06	0.238195	1e-06	0.23602	0.669128	0.236016	0.672021	0.229304	1e-06	0.230295	1e-06	0.461787	0.083778	0.019945	0.995696	1.0	-2488.375	-2489.377	5000.0
1000	pheno_565	0.038	0.42247	2.310362	0.999999	1.214517	0.165915	1.174134	0.160384	1.228524	1e-06	1.187569	1e-06	1.197103	0.635997	1.156977	0.614796	1.169423	0.232571	1.130571	0.224818	2.390037	1e-06	0.046284	1.034486	1.0	-520.507	-520.526	1000.0
10000	pheno_565	21.735	1.5648e-06	0.23383	0.120542	0.121941	0.065124	0.120503	0.064359	0.124134	1e-06	0.122676	1e-06	0.121078	0.048956	0.119654	0.048381	0.117961	0.007894	0.116575	0.007801	0.236824	0.889915	0.014311	1.011891	1.0	-5065.71	-5076.578	10000.0
10000	pheno_566	0.184	0.33386	0.231102	0.486425	0.122751	0.030948	0.120554	0.030394	0.122895	0.249089	0.12056	0.244635	0.120366	1e-06	0.118213	1e-06	0.118235	0.215245	0.116014	0.211395	0.235206	0.522927	0.01441	1.01821	1.0	-5090.56	-5090.652	10000.0
5000	pheno_566	0.671	0.20633	0.456002	0.3711	0.234232	0.153359	0.23502	0.15391	0.234024	0.177307	0.234801	0.177944	0.233014	0.039105	0.23385	0.039246	0.231774	1e-06	0.232606	1e-06	0.454355	0.626651	0.019933	0.996424	1.0	-2494.51	-2494.845	5000.0
10000	pheno_567	42.358	3.7993e-11	0.230867	0.928219	0.121529	0.792631	0.120792	0.798232	0.119128	0.033847	0.119967	0.034086	0.116644	0.031755	0.117466	0.03198	0.114459	0.063473	0.115257	0.063922	0.229193	0.071277	0.014108	0.992984	1.0	-4946.227	-4967.406	10000.0
10000	pheno_568	1.658	0.098934	0.232642	0.454179	0.121471	0.148317	0.119923	0.146492	0.122424	0.096859	0.120897	0.095667	0.120344	1e-06	0.118863	1e-06	0.117906	0.214661	0.116343	0.212019	0.235453	0.552621	0.014327	1.012459	1.0	-5063.109	-5063.938	10000.0
10000	pheno_569	153.903	0.0	0.2489	0.092104	0.152467	0.092925	0.130039	0.079252	0.153266	1e-06	0.130715	1e-06	0.15226	1e-06	0.129857	1e-06	0.148965	0.015067	0.127046	0.01285	0.291933	1.064526	0.017962	1.17252	1.0	-5067.434	-5144.386	10000.0
10000	pheno_570	0.0	0.5	0.231762	0.121974	0.123546	1e-06	0.120322	1e-06	0.124525	0.039324	0.121275	0.038297	0.121002	0.085917	0.117836	0.083675	0.118331	1e-06	0.115243	1e-06	0.23818	0.901555	0.014522	1.026798	1.0	-5137.84	-5137.617	10000.0
10000	pheno_571	49.333	1.0798e-12	0.239338	0.09142	0.13804	0.09551	0.125673	0.086958	0.139091	0.004899	0.126637	0.00446	0.134913	1e-06	0.122833	1e-06	0.132794	1e-06	0.120904	1e-06	0.263072	0.997936	0.016226	1.098346	1.0	-5057.117	-5081.784	10000.0
10000	pheno_572	1.071	0.1504	0.231682	0.187469	0.120616	0.119408	0.120873	0.119697	0.120987	1e-06	0.12128	1e-06	0.118722	0.036149	0.119007	0.036236	0.114236	0.031459	0.11451	0.031535	0.231279	0.810568	0.01411	0.997585	1.0	-4991.402	-4991.937	10000.0
1000	pheno_573	0.049	0.41278	2.294203	0.999999	1.11684	0.165362	1.149499	0.170186	1.195071	1e-06	1.229933	1e-06	1.146558	0.648773	1.179558	0.667699	1.1321	0.157518	1.165221	0.162113	2.229176	1e-06	0.043478	0.971656	1.0	-488.863	-488.887	1000.0
5000	pheno_574	0.211	0.32313	0.473982	0.327233	0.232381	0.06025	0.237718	0.061635	0.234289	0.155424	0.239628	0.158998	0.22928	0.104202	0.234532	0.106598	0.227646	1e-06	0.23288	1e-06	0.463331	0.657645	0.019554	0.977522	1.0	-2446.914	-2447.019	5000.0
5000	pheno_576	0.0	0.5	0.510256	0.008982	0.324406	1e-06	0.260619	1e-06	0.327614	0.004442	0.263196	0.003569	0.326034	1e-06	0.261927	1e-06	0.317816	0.006737	0.255325	0.005412	0.635444	1.233573	0.027709	1.244754	1.0	-2570.126	-2523.159	5000.0
10000	pheno_576	1.899	0.084076	0.23183	0.352913	0.124253	0.140654	0.122124	0.138291	0.122901	0.052461	0.120833	0.051579	0.121121	1e-06	0.119086	1e-06	0.117302	0.165827	0.115273	0.163041	0.235766	0.658145	0.014388	1.017088	1.0	-5087.429	-5088.379	10000.0
10000	pheno_577	18.922	6.807e-06	0.234295	0.586471	0.122898	0.532499	0.12183	0.530938	0.122562	0.032329	0.1222	0.032234	0.119786	0.023367	0.119434	0.023298	0.116763	1e-06	0.116421	1e-06	0.234841	0.414745	0.014214	1.002941	1.0	-5008.552	-5018.014	10000.0
10000	pheno_578	0.0	0.5	0.232877	0.167482	0.120345	1e-06	0.118886	1e-06	0.122661	0.048812	0.12117	0.04822	0.120667	0.012741	0.119204	0.012587	0.117742	0.107983	0.11629	0.106674	0.235905	0.842738	0.014317	1.012276	1.0	-5065.248	-5065.186	10000.0
5000	pheno_579	0.46	0.24873	0.454333	0.503087	0.233731	0.157091	0.23423	0.157469	0.234723	0.136158	0.235246	0.136486	0.229584	0.111493	0.230107	0.111761	0.230478	0.097137	0.231013	0.097371	0.453159	0.495719	0.019958	0.997598	1.0	-2497.244	-2497.475	5000.0
10000	pheno_579	2.262	0.066302	0.232418	0.329123	0.120182	0.16923	0.120928	0.170379	0.120378	1e-06	0.121195	1e-06	0.117194	1e-06	0.11799	1e-06	0.116136	0.157672	0.116864	0.158742	0.230852	0.666352	0.014053	0.993256	1.0	-4968.093	-4969.224	10000.0
1000	pheno_580	0.078	0.39024	2.237031	0.883523	1.080921	0.131685	1.136266	0.138421	1.099696	1e-06	1.155948	1e-06	1.082097	0.211198	1.137536	0.222001	1.118215	0.497645	1.175171	0.5231	2.128202	0.110809	0.042565	0.951338	1.0	-478.415	-478.454	1000.0
10000	pheno_580	0.0	0.5	0.232938	0.191857	0.123101	1e-06	0.121634	1e-06	0.124161	0.136219	0.122643	0.134595	0.120864	0.056429	0.119419	0.055756	0.118745	0.001523	0.11733	0.001505	0.23588	0.817888	0.014474	1.01206	1.0	-4954.554	-4953.321	10000.0
250	pheno_580	0.008	0.46477	9.990886	0.999999	5.258293	0.348656	4.662199	0.308926	5.529942	0.069715	4.900581	0.06177	5.277557	1e-06	4.676168	1e-06	5.411663	0.710234	4.801736	0.629302	11.275787	1e-06	0.103623	1.128607	1.0	-142.967	-142.971	250.0
10000	pheno_582	0.093	0.37994	0.232387	0.236692	0.117826	0.001455	0.119345	0.001474	0.12092	0.188066	0.1224	0.190491	0.117352	0.044157	0.118863	0.044726	0.113905	1e-06	0.115374	1e-06	0.229507	0.753592	0.013966	0.987272	1.0	-4939.465	-4939.512	10000.0
5000	pheno_583	11.293	0.0003891	0.460004	0.801726	0.251523	0.758256	0.238251	0.721951	0.251087	0.083785	0.239064	0.079773	0.245152	1e-06	0.233414	1e-06	0.245884	1e-06	0.234111	1e-06	0.483003	0.208244	0.021043	1.050288	1.0	-2621.117	-2626.763	5000.0
10000	pheno_584	2.252	0.066733	0.230583	0.303157	0.119989	0.155164	0.119902	0.155122	0.121044	0.008203	0.121011	0.008201	0.118827	0.139871	0.118753	0.139833	0.115684	1e-06	0.115652	1e-06	0.230669	0.697033	0.01415	1.000272	1.0	-5004.25	-5005.376	10000.0
10000	pheno_585	1.496	0.11067	0.230689	0.308316	0.120378	0.146576	0.120127	0.146336	0.12126	0.046485	0.121057	0.046409	0.117888	0.034586	0.117692	0.03453	0.117032	0.081174	0.116824	0.081041	0.231097	0.692817	0.014169	1.001637	1.0	-5011.157	-5011.905	10000.0
5000	pheno_586	8.674	0.0016136	0.459131	0.999999	0.234485	0.646271	0.233496	0.64635	0.242655	0.182845	0.242618	0.182867	0.237635	1e-06	0.237664	1e-06	0.229098	0.17076	0.229073	0.17078	0.459075	1e-06	0.02003	0.999878	1.0	-2498.735	-2503.072	5000.0
10000	pheno_586	38.051	3.4457e-10	0.230475	0.75765	0.121523	0.690061	0.119638	0.685699	0.122125	0.072407	0.121347	0.07195	0.117843	1e-06	0.117098	1e-06	0.116194	1e-06	0.115459	1e-06	0.231803	0.243891	0.014276	1.006362	1.0	-5017.344	-5036.369	10000.0
10000	pheno_587	0.432	0.25541	0.23404	0.24589	0.123665	0.078645	0.120907	0.076901	0.124433	0.071708	0.121663	0.070118	0.120228	1e-06	0.117562	1e-06	0.118322	0.101111	0.115675	0.098869	0.239435	0.77121	0.014466	1.022676	1.0	-5115.439	-5115.655	10000.0
5000	pheno_589	0.0	0.5	0.458095	0.08086	0.231792	1e-06	0.235803	1e-06	0.235607	1e-06	0.239685	1e-06	0.236088	0.055249	0.240187	0.056205	0.229315	0.024233	0.233291	0.024653	0.450479	0.903505	0.019661	0.982989	1.0	-2465.778	-2465.302	5000.0
5000	pheno_590	0.0	0.5	0.473735	0.74497	0.233829	1e-06	0.238917	1e-06	0.236112	0.135719	0.241217	0.138672	0.231132	0.593385	0.235304	0.606296	0.227896	1e-06	0.232855	1e-06	0.463508	0.249599	0.019599	0.978705	1.0	-2446.509	-2446.424	5000.0
10000	pheno_590	0.695	0.20218	0.232748	0.172455	0.119502	0.072715	0.121116	0.073704	0.118989	0.097424	0.120588	0.098749	0.116978	1e-06	0.118569	1e-06	0.114902	1e-06	0.116464	1e-06	0.229783	0.81644	0.013954	0.986581	1.0	-4936.127	-4936.475	10000.0
5000	pheno_591	0.523	0.23477	0.454362	0.254493	0.240663	0.164753	0.234363	0.160484	0.242411	0.037793	0.236129	0.036814	0.236977	0.058716	0.230831	0.057194	0.237763	1e-06	0.231603	1e-06	0.466562	0.765337	0.020536	1.026599	1.0	-2569.087	-2569.349	5000.0
10000	pheno_591	0.0	0.5	0.242486	0.061765	0.140233	0.003564	0.126505	0.003216	0.141361	0.064901	0.127525	0.058548	0.137818	1e-06	0.124327	1e-06	0.136312	1e-06	0.122968	1e-06	0.269012	1.040051	0.016553	1.108519	1.0	-5007.348	-4979.61	10000.0
10000	pheno_592	0.0	0.5	0.242077	0.140976	0.137954	1e-06	0.125849	1e-06	0.139647	0.070472	0.127393	0.064289	0.134686	1e-06	0.122868	1e-06	0.133901	0.084062	0.122138	0.076686	0.265486	0.941648	0.016182	1.096184	1.0	-5055.732	-5038.317	10000.0
5000	pheno_592	67.918	1.1102e-16	0.500944	0.01762	0.293075	0.012822	0.254955	0.011154	0.298877	0.007431	0.26	0.006464	0.294108	1e-06	0.255851	1e-06	0.285256	1e-06	0.24815	1e-06	0.576121	1.129275	0.024713	1.14953	1.0	-2518.191	-2552.15	5000.0
10000	pheno_595	0.0	0.5	0.23612	0.227133	0.126503	1e-06	0.124358	1e-06	0.127285	0.115265	0.125102	0.113311	0.121441	0.006119	0.119382	0.006016	0.12092	0.109665	0.118847	0.107806	0.240267	0.786196	0.014631	1.017246	1.0	-4924.996	-4922.175	10000.0
10000	pheno_596	0.344	0.27885	0.231131	0.098145	0.117376	0.02664	0.120333	0.027311	0.118242	0.069092	0.121213	0.070832	0.11494	1e-06	0.117836	1e-06	0.112971	1e-06	0.115817	1e-06	0.225697	0.879694	0.013795	0.975428	1.0	-4880.053	-4880.225	10000.0
5000	pheno_598	1.965	0.080516	0.463933	0.999999	0.235188	0.314613	0.235396	0.315225	0.238865	0.404734	0.238927	0.40552	0.23204	1e-06	0.232491	1e-06	0.229798	0.278712	0.230058	0.279253	0.463033	1e-06	0.019986	0.998061	1.0	-2495.765	-2496.748	5000.0
5000	pheno_599	0.0	0.5	0.458939	0.44163	0.228293	1e-06	0.236656	1e-06	0.226375	0.049635	0.234682	0.051453	0.225888	1e-06	0.234163	1e-06	0.224804	0.376388	0.232807	0.390175	0.442572	0.538638	0.019299	0.964662	1.0	-2416.306	-2415.725	5000.0
10000	pheno_599	0.687	0.20364	0.228603	0.749967	0.119217	0.07508	0.118893	0.074883	0.123094	0.661116	0.121728	0.659379	0.117471	1e-06	0.117163	1e-06	0.115476	0.015745	0.115173	0.015704	0.229067	0.250692	0.014221	1.002634	1.0	-5001.834	-5002.178	10000.0
5000	pheno_600	74.234	0.0	0.507024	0.11689	0.301335	0.11443	0.252559	0.095911	0.307176	0.006887	0.257463	0.005773	0.308982	0.018142	0.258977	0.015206	0.307443	1e-06	0.257687	1e-06	0.605075	1.053626	0.026131	1.193087	1.0	-2531.575	-2568.692	5000.0
10000	pheno_601	0.0	0.5	0.229842	0.168578	0.118419	1e-06	0.119729	1e-06	0.119129	0.010287	0.120449	0.010401	0.117414	1e-06	0.118713	1e-06	0.114084	0.156443	0.115315	0.158175	0.227427	0.822322	0.013989	0.989055	1.0	-4953.074	-4952.396	10000.0
5000	pheno_602	0.022	0.44112	0.449593	0.999999	0.238015	0.03144	0.235149	0.031062	0.236867	0.143146	0.233979	0.141423	0.234415	0.048098	0.231591	0.047519	0.236699	0.7895	0.232344	0.779995	0.455071	1e-06	0.020288	1.012185	1.0	-2528.194	-2528.205	5000.0
5000	pheno_603	2.236	0.067406	0.45669	0.504845	0.234658	0.343447	0.23906	0.350339	0.231397	1e-06	0.236041	1e-06	0.228082	0.129749	0.232622	0.132353	0.225182	0.021716	0.229701	0.022152	0.447612	0.485413	0.019618	0.980326	1.0	-2452.784	-2453.903	5000.0
10000	pheno_603	1.325	0.12484	0.233708	0.226607	0.11791	0.075109	0.120584	0.076818	0.118946	1e-06	0.121651	1e-06	0.116401	0.112675	0.119028	0.115237	0.113092	0.033782	0.115665	0.034551	0.228575	0.756194	0.013829	0.977761	1.0	-4895.409	-4896.071	10000.0
5000	pheno_604	0.067	0.39795	0.455057	0.999999	0.235718	0.05325	0.234144	0.052895	0.234824	0.309332	0.233057	0.307273	0.235907	0.524937	0.233694	0.521443	0.235365	0.119181	0.233776	0.118388	0.458106	1e-06	0.020159	1.006701	1.0	-2516.704	-2516.738	5000.0
10000	pheno_604	4.563	0.016339	0.229116	0.812128	0.119774	0.252565	0.118943	0.25114	0.122256	0.008984	0.121566	0.008933	0.118713	0.06061	0.118035	0.060268	0.119108	0.494579	0.117818	0.491787	0.230303	0.188938	0.014255	1.005676	1.0	-5021.218	-5023.499	10000.0
10000	pheno_605	0.0	0.5	0.230544	0.353478	0.118244	1e-06	0.119146	1e-06	0.119916	0.127734	0.120791	0.128709	0.117279	0.107652	0.118145	0.108473	0.114584	0.115415	0.115424	0.116296	0.228788	0.641627	0.01404	0.992429	1.0	-4964.717	-4964.717	10000.0
10000	pheno_606	0.0	0.5	0.231974	0.200039	0.117787	1e-06	0.121459	1e-06	0.116894	1e-06	0.120539	1e-06	0.115281	0.191302	0.118808	0.197266	0.11186	0.002688	0.115348	0.002771	0.225044	0.775775	0.013717	0.969766	1.0	-4851.971	-4851.673	10000.0
5000	pheno_606	0.0	0.5	0.468847	0.755141	0.229866	1e-06	0.236076	1e-06	0.229841	0.003288	0.23605	0.003377	0.229534	0.514897	0.235035	0.528805	0.227184	0.217094	0.233197	0.222958	0.45639	0.238419	0.019498	0.973698	1.0	-2434.271	-2434.269	5000.0
5000	pheno_607	0.448	0.25176	0.461776	0.13629	0.227019	0.028702	0.233972	0.029581	0.227051	0.103537	0.233998	0.106707	0.228109	1e-06	0.235092	1e-06	0.223849	1e-06	0.230702	1e-06	0.448226	0.838055	0.019407	0.970297	1.0	-2429.775	-2429.999	5000.0
10000	pheno_609	0.0	0.5	0.245029	0.213055	0.141895	1e-06	0.128411	1e-06	0.140312	0.020224	0.126978	0.018302	0.137784	1e-06	0.124691	1e-06	0.133702	0.215202	0.120936	0.194751	0.270781	0.86958	0.01643	1.105008	1.0	-5028.756	-5013.117	10000.0
10000	pheno_610	0.539	0.23153	0.23327	0.147039	0.122225	0.022042	0.120672	0.021762	0.122584	1e-06	0.121027	1e-06	0.12059	0.121411	0.119026	0.11987	0.118188	0.005476	0.116687	0.005406	0.236467	0.863929	0.014414	1.01286	1.0	-5006.831	-5007.1	10000.0
5000	pheno_610	13.418	0.00012464	0.478711	0.317471	0.256	0.32109	0.244571	0.307012	0.264111	0.010937	0.252532	0.010457	0.250143	1e-06	0.239176	1e-06	0.249848	1e-06	0.238894	1e-06	0.500638	0.713825	0.021643	1.045853	1.0	-2451.846	-2458.555	5000.0
10000	pheno_611	2.849	0.045711	0.232956	0.837241	0.118799	0.160029	0.119523	0.161077	0.121033	0.559447	0.121087	0.563112	0.118466	1e-06	0.119242	1e-06	0.116297	0.112315	0.117032	0.113051	0.23133	0.1617	0.014082	0.993493	1.0	-4959.049	-4960.474	10000.0
5000	pheno_611	1.064	0.15115	0.452189	0.413427	0.23304	0.0875	0.234446	0.088027	0.235473	0.235674	0.236815	0.237094	0.233871	1e-06	0.23528	1e-06	0.231284	0.087776	0.232683	0.088305	0.449382	0.583061	0.019882	0.994012	1.0	-2494.065	-2494.597	5000.0
10000	pheno_612	2.857	0.045485	0.230688	0.353658	0.119456	0.188571	0.121338	0.191682	0.120512	0.146692	0.122449	0.149112	0.11631	1e-06	0.118229	1e-06	0.113482	0.012654	0.115354	0.012863	0.226926	0.635854	0.013919	0.983773	1.0	-4920.042	-4921.471	10000.0
1000	pheno_613	0.021	0.44305	2.25914	0.999999	1.19933	0.151352	1.193363	0.150587	1.152818	0.741759	1.146478	0.73801	1.170399	0.111967	1.16458	0.111401	1.139858	1e-06	1.134096	1e-06	2.270617	1e-06	0.044977	1.00508	1.0	-505.784	-505.795	1000.0
5000	pheno_614	1.028	0.15537	0.461056	0.631429	0.241519	0.247319	0.238784	0.244677	0.237618	0.093765	0.235061	0.092763	0.235145	0.056848	0.232626	0.056241	0.236495	0.240315	0.233832	0.237748	0.465906	0.372552	0.020227	1.0108	1.0	-2529.552	-2530.066	5000.0
10000	pheno_614	1.437	0.11528	0.235092	0.297713	0.119654	0.130466	0.11945	0.130289	0.122172	0.101239	0.121983	0.101102	0.118215	1e-06	0.118054	1e-06	0.115856	0.066411	0.115688	0.066321	0.23544	0.703243	0.014165	1.001361	1.0	-5009.675	-5010.393	10000.0
5000	pheno_615	0.0	0.5	0.536091	0.061385	0.394787	0.077938	0.281124	0.0555	0.392311	1e-06	0.279369	1e-06	0.383532	0.008262	0.273117	0.005884	0.38297	1e-06	0.272717	1e-06	0.752895	1.318073	0.033134	1.404275	1.0	-2650.103	-2590.623	5000.0
10000	pheno_616	0.32	0.28589	0.227282	0.945578	0.118622	0.052133	0.11862	0.052135	0.120332	0.053455	0.120332	0.053457	0.119771	0.83995	0.118022	0.839985	0.115096	1e-06	0.115101	1e-06	0.227229	0.05442	0.014212	0.999959	1.0	-4978.083	-4978.243	10000.0
5000	pheno_616	0.0	0.5	0.455636	0.999999	0.232873	1e-06	0.234661	1e-06	0.233032	0.286524	0.234635	0.288725	0.233279	0.195595	0.234986	0.197097	0.227731	0.510257	0.228847	0.514176	0.452163	1e-06	0.019873	0.992377	1.0	-2480.992	-2480.992	5000.0
