chr	start	end	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance	Region
1	12351376	12352277	0.185	0.33348	0.25195	0.130326	0.004578	0.001916	0.228489	0.095927	0.003728	0.0	0.18669	1e-06	0.002704	0.0	0.13541	1e-06	0.001144	0.000687	0.057342	0.034397	0.005341	0.017368	0.002684	0.01997	1.0	150.456	150.363	115.0	hippocampus
1	12483186	12484135	0.013	0.45465	0.226375	0.136089	0.004751	0.000424	0.21753	0.019433	0.003176	0.000323	0.145419	0.014793	0.002948	0.002225	0.132284	0.101862	0.001252	0.0	0.05733	1e-06	0.005359	0.018867	0.00297	0.021839	1.0	146.591	146.585	115.0	hippocampus
1	12605906	12606614	0.384	0.26776	0.218212	0.233132	0.002459	0.001308	0.212634	0.113765	0.001708	0.000655	0.147686	0.056972	0.001401	0.000717	0.120667	0.062393	0.000575	0.0	0.050032	1e-06	0.002594	0.008819	0.001571	0.011499	1.0	182.074	181.882	115.0	hippocampus
1	12689515	12689706	0.117	0.36623	0.184168	0.078926	0.004073	0.001213	0.19444	0.058037	0.002582	0.0	0.12351	1e-06	0.001906	0.000437	0.091057	0.020887	0.000853	0.0	0.040787	1e-06	0.004511	0.019252	0.00281	0.020902	1.0	148.459	148.401	115.0	hippocampus
1	12690775	12690852	0.1	0.3757	0.190843	0.124979	0.002463	0.001289	0.202964	0.107055	0.00148	0.0	0.122951	1e-06	0.00112	4.6e-05	0.093021	0.003785	0.00046	0.00017	0.038182	0.014138	0.00257	0.010536	0.001634	0.01204	1.0	179.805	179.754	115.0	hippocampus
1	1290162	1290231	0.0	0.5	0.171025	0.239872	0.00222	0.0	0.14498	1e-06	0.002054	0.001698	0.130228	0.110885	0.001368	0.000818	0.088496	0.053396	0.001221	0.001158	0.07707	0.07559	0.002686	0.01164	0.002203	0.015313	1.0	169.092	169.098	115.0	hippocampus
1	13008978	13009164	0.34	0.27984	0.188787	0.234642	0.003658	0.00202	0.185597	0.103082	0.002742	0.000566	0.139729	0.028879	0.002102	0.000547	0.107257	0.027894	0.002047	0.001466	0.102094	0.074787	0.00398	0.015001	0.002699	0.019599	1.0	153.303	153.133	115.0	hippocampus
1	13421525	13422115	0.183	0.33454	0.199928	0.058628	0.003367	0.000279	0.18861	0.015604	0.00307	0.0	0.171919	1e-06	0.002421	0.000768	0.135189	0.043023	0.001373	0.0	0.076885	1e-06	0.004048	0.016813	0.002472	0.01786	1.0	158.575	158.484	115.0	hippocampus
1	1351411	1351596	0.0	0.5	0.10943	0.629188	0.001451	0.0	0.087636	1e-06	0.001098	0.000226	0.066716	0.013637	0.003853	0.0099	0.136026	0.597758	0.000907	0.000295	0.054627	0.017791	0.001457	0.006142	0.003303	0.016563	1.0	185.102	185.12	115.0	hippocampus
1	13524338	13525019	0.061	0.40251	0.200226	0.09723	0.003053	0.000588	0.189627	0.036527	0.002843	0.000976	0.176171	0.060702	0.001998	0.0	0.124212	1e-06	0.001039	0.0	0.064585	1e-06	0.003664	0.014522	0.002165	0.016087	1.0	163.172	163.141	115.0	hippocampus
1	13527278	13527647	0.0	0.5	0.210959	0.229746	0.002324	2.8e-05	0.185509	0.002216	0.002341	0.000646	0.186699	0.05159	0.002177	0.002204	0.167128	0.175939	0.00087	0.0	0.069413	1e-06	0.00274	0.00965	0.00174	0.012528	1.0	178.172	178.173	115.0	hippocampus
1	13537946	13539276	0.188	0.33217	0.210672	0.226867	0.004596	0.001894	0.199914	0.082767	0.004286	0.001508	0.186549	0.065888	0.003316	0.001021	0.144607	0.044598	0.001864	0.000769	0.080905	0.033614	0.005059	0.017696	0.003115	0.022888	1.0	144.192	144.098	115.0	hippocampus
1	13568569	13569514	0.0	0.5	0.210032	0.092618	0.002298	0.0	0.194587	1e-06	0.00214	0.001048	0.180032	0.08877	0.001557	4.5e-05	0.131799	0.003846	0.00081	0.0	0.068586	1e-06	0.002789	0.010717	0.001598	0.011811	1.0	180.786	180.787	115.0	hippocampus
1	13594714	13594813	0.0	0.5	0.219162	0.10652	0.002511	0.0	0.221539	1e-06	0.002049	0.00113	0.180048	0.099734	0.001787	0.0	0.15766	1e-06	0.000791	7.7e-05	0.069717	0.006784	0.002671	0.010128	0.001586	0.011335	1.0	185.631	185.676	115.0	hippocampus
1	1362517	1363276	0.0	0.5	0.177881	0.079506	0.002809	0.0	0.168847	1e-06	0.001928	0.00097	0.114841	0.058342	0.001245	0.0	0.074867	1e-06	0.001023	0.000352	0.061227	0.021163	0.003102	0.015311	0.002555	0.016634	1.0	169.196	170.027	115.0	hippocampus
1	13670963	13672864	0.31	0.2889	0.209547	0.163882	0.004308	0.002186	0.20829	0.106331	0.003537	0.001031	0.171648	0.050158	0.003123	0.000152	0.151933	0.007392	0.001658	0.0	0.080658	1e-06	0.004702	0.017188	0.002771	0.020557	1.0	149.731	149.576	115.0	hippocampus
1	13698991	13699210	0.471	0.24616	0.199294	0.165297	0.002212	0.001104	0.203203	0.101825	0.001841	0.0	0.169817	1e-06	0.001749	0.000688	0.160726	0.063469	0.001011	0.0	0.093228	1e-06	0.002367	0.00905	0.001464	0.010842	1.0	184.462	184.227	115.0	hippocampus
1	13705482	13706534	0.715	0.19894	0.207176	0.182445	0.003731	0.002446	0.198355	0.131066	0.003254	0.000959	0.174128	0.051376	0.003011	0.0	0.161358	1e-06	0.001657	0.0	0.088801	1e-06	0.004162	0.015255	0.002517	0.018659	1.0	154.561	154.203	115.0	hippocampus
1	13750927	13751877	0.0	0.5	0.289981	0.114867	0.003226	0.0	0.270859	1e-06	0.003033	0.000929	0.253696	0.07799	0.002138	0.0	0.179531	1e-06	0.001066	0.000439	0.089013	0.036875	0.003424	0.010542	0.001874	0.01191	1.0	190.806	191.995	115.0	hippocampus
1	13881055	13881924	0.0	0.5	0.222834	0.151604	0.002912	1.5e-05	0.205906	0.001047	0.002735	1.2e-05	0.193412	0.000865	0.002626	0.002117	0.18188	0.149691	0.001426	0.0	0.100848	1e-06	0.003374	0.011996	0.001961	0.01414	1.0	172.043	172.056	115.0	hippocampus
1	14728023	14728422	0.0	0.5	0.272476	0.049735	0.003283	0.0	0.250925	1e-06	0.002426	0.00053	0.185382	0.040472	0.001989	0.000121	0.152044	0.009261	0.00143	0.0	0.109268	1e-06	0.003845	0.012434	0.001758	0.013084	1.0	172.21	172.215	115.0	hippocampus
1	148279908	148280161	3.085	0.039502	0.158287	0.262474	0.002039	0.00268	0.150489	0.20964	0.001451	0.0	0.113538	1e-06	0.001189	0.000575	0.092712	0.045018	0.000541	0.0001	0.042328	0.007816	0.001987	0.009428	0.001852	0.012783	1.0	177.55	176.007	115.0	hippocampus
1	148361722	148362726	0.652	0.20979	0.098198	0.748385	0.000971	0.000851	0.07665	0.066807	0.000933	0.000675	0.074999	0.053041	0.002078	0.003206	0.148983	0.251775	0.003126	0.004798	0.175405	0.376762	0.000811	0.003204	0.003319	0.012735	1.0	212.098	211.772	115.0	hippocampus
1	148387890	148388160	0.0	0.5	0.128866	0.560571	0.000468	0.000108	0.056096	0.012828	0.000562	0.0	0.066896	1e-06	0.000582	0.0	0.069338	1e-06	0.002228	0.004599	0.138468	0.547741	0.000647	0.00369	0.002159	0.008396	1.0	224.594	224.627	115.0	hippocampus
1	148530596	148530862	0.878	0.17432	0.095277	0.063971	0.001122	0.000644	0.075173	0.043284	0.001156	0.0	0.077666	1e-06	0.001062	0.000308	0.071134	0.020684	0.000672	0.0	0.04519	1e-06	0.002185	0.013927	0.002034	0.014878	1.0	166.9	166.461	115.0	hippocampus
1	1499034	1499521	0.0	0.5	0.139253	0.030622	0.00137	0.0	0.12037	1e-06	0.001105	0.000107	0.097118	0.009405	0.000725	0.0	0.063707	1e-06	0.000551	0.000241	0.048223	0.021215	0.002126	0.011032	0.00153	0.01138	1.0	182.379	182.386	115.0	hippocampus
1	152188737	152189231	0.0	0.5	0.167837	0.35206	0.002044	0.0	0.176693	1e-06	0.002198	0.00297	0.17708	0.256775	0.002184	0.0	0.188795	1e-06	0.001445	0.001102	0.127043	0.095283	0.001566	0.007495	0.001968	0.011567	1.0	183.442	185.177	115.0	hippocampus
1	15228644	15228989	0.071	0.39483	0.228871	0.624594	0.002531	0.000822	0.20278	0.066294	0.001834	0.000315	0.148127	0.025423	0.00237	0.005515	0.155253	0.444724	0.001331	0.001093	0.102786	0.088153	0.002636	0.004655	0.001987	0.0124	1.0	186.634	186.599	115.0	hippocampus
1	153701251	153701541	0.237	0.31313	0.163686	0.255671	0.001814	0.000882	0.162392	0.079216	0.001749	0.001755	0.151948	0.157643	0.00108	0.000209	0.09699	0.01881	0.000566	0.0	0.050878	1e-06	0.001952	0.008284	0.001538	0.01113	1.0	185.067	184.948	115.0	hippocampus
1	15392258	15392517	0.0	0.5	0.207063	0.640962	0.002231	0.0	0.190708	1e-06	0.002798	0.006046	0.199824	0.516852	0.001544	0.001045	0.130894	0.089359	0.000869	0.000407	0.073762	0.034751	0.002249	0.0042	0.001797	0.011698	1.0	188.955	188.966	115.0	hippocampus
1	15396912	15397698	0.08	0.38841	0.212923	0.671047	0.002792	0.000825	0.194397	0.057643	0.003405	0.007222	0.200019	0.504611	0.001828	0.000941	0.127257	0.065727	0.001166	0.000616	0.080477	0.043066	0.002824	0.004708	0.002214	0.014311	1.0	177.465	177.425	115.0	hippocampus
1	15417957	15418430	0.0	0.5	0.200916	0.650379	0.002227	0.0	0.185004	1e-06	0.002827	0.00663	0.192501	0.550687	0.001569	0.0012	0.128868	0.09969	0.000696	0.0	0.057788	1e-06	0.002237	0.004209	0.001847	0.01204	1.0	187.992	188.031	115.0	hippocampus
1	1544257	1544706	0.0	0.49496	0.161766	0.094815	0.002038	0.0	0.130128	1e-06	0.001978	0.001327	0.124711	0.084719	0.001221	0.0	0.077957	1e-06	0.000679	0.000158	0.043275	0.010094	0.002955	0.014178	0.002157	0.015663	1.0	165.174	165.174	115.0	hippocampus
1	155231089	155231798	0.0	0.5	0.094232	0.742525	0.000628	0.000146	0.057791	0.013389	0.000579	1e-05	0.052996	0.000944	0.000706	0.0	0.064595	1e-06	0.003201	0.007964	0.097371	0.728191	0.000674	0.002816	0.003132	0.010937	1.0	237.455	237.488	115.0	hippocampus
1	15554757	15555978	0.0	0.5	0.164193	0.647469	0.003892	0.000428	0.159903	0.017553	0.006503	0.015181	0.209358	0.622856	0.003651	0.0	0.149813	1e-06	0.001472	0.000172	0.060442	0.007059	0.003575	0.008592	0.004097	0.024373	1.0	152.711	152.713	115.0	hippocampus
1	155689780	155690091	0.0	0.5	0.151704	0.343835	0.000785	0.0	0.091726	1e-06	0.000653	0.0	0.07627	1e-06	0.000787	4e-06	0.091943	0.000465	0.001513	0.002938	0.126374	0.343367	0.00107	0.005615	0.00164	0.008557	1.0	213.627	213.645	115.0	hippocampus
1	155691006	155695885	0.0	0.5	0.147442	0.455381	0.001679	0.0	0.097394	2e-06	0.001596	0.000592	0.093055	0.034356	0.001935	0.0	0.112231	2e-06	0.003235	0.007257	0.125729	0.421022	0.001865	0.009388	0.003565	0.017237	1.0	178.965	179.185	115.0	hippocampus
1	15584165	15584303	0.009	0.46229	0.136931	0.733089	0.002559	0.0	0.160714	1e-06	0.00413	0.011555	0.188028	0.725586	0.002194	0.0	0.137788	1e-06	0.000801	0.000119	0.050392	0.007501	0.001929	0.004251	0.002744	0.015925	1.0	175.887	175.882	115.0	hippocampus
1	15590565	15592015	0.0	0.5	0.161027	0.670125	0.005337	0.0	0.188001	1e-06	0.007578	0.01827	0.214301	0.643542	0.004217	0.0	0.148555	1e-06	0.001971	0.000755	0.06917	0.026582	0.004059	0.009365	0.004814	0.02839	1.0	147.017	147.222	115.0	hippocampus
1	15611117	15611840	0.0	0.5	0.150365	0.687439	0.002731	0.0	0.18964	1e-06	0.003941	0.009612	0.222643	0.667461	0.002312	0.0	0.160522	1e-06	0.000889	0.000288	0.061684	0.019976	0.001877	0.004501	0.002524	0.014401	1.0	185.321	185.63	115.0	hippocampus
1	156389215	156389461	0.309	0.28907	0.244292	0.389604	0.002551	0.001658	0.222035	0.146399	0.001962	0.0	0.173236	1e-06	0.002132	0.002042	0.180423	0.180282	0.001124	0.000713	0.097668	0.062921	0.002656	0.006913	0.00165	0.011326	1.0	185.899	185.745	115.0	hippocampus
1	156455790	156456225	0.64	0.21191	0.224235	0.227315	0.004562	0.003303	0.233818	0.171294	0.003347	0.0	0.173572	1e-06	0.003622	0.0	0.187829	1e-06	0.002143	0.00108	0.109865	0.056019	0.004374	0.014898	0.002731	0.019281	1.0	155.558	155.238	115.0	hippocampus
1	157279027	157279842	0.0	0.5	0.165862	0.678667	0.002343	0.000351	0.144508	0.021668	0.003144	0.0	0.194066	1e-06	0.003977	0.009245	0.190525	0.570665	0.001835	0.001399	0.110071	0.086333	0.002352	0.005206	0.003092	0.016201	1.0	186.921	187.517	115.0	hippocampus
1	15759669	15760800	0.0	0.5	0.146822	0.646923	0.005591	0.0	0.179605	1e-06	0.007542	0.020006	0.18627	0.642658	0.004371	0.0	0.14041	1e-06	0.00177	0.000133	0.0569	0.004263	0.004049	0.010991	0.005257	0.03113	1.0	141.119	141.254	115.0	hippocampus
1	15773084	15773476	0.064	0.40045	0.168453	0.504184	0.002553	0.000957	0.184111	0.068645	0.003115	0.006069	0.193573	0.435537	0.001955	0.0	0.140295	1e-06	0.000845	0.0	0.060672	1e-06	0.002151	0.006909	0.002178	0.013934	1.0	177.364	177.332	115.0	hippocampus
1	15774944	15775768	0.13	0.35926	0.141673	0.641883	0.00316	0.000354	0.163017	0.018178	0.004827	0.012114	0.190863	0.622938	0.002803	0.0	0.144135	1e-06	0.001073	1.5e-05	0.055177	0.000766	0.002439	0.006964	0.003365	0.019446	1.0	165.193	165.128	115.0	hippocampus
1	15819248	15820381	1.56	0.10581	0.157367	0.598515	0.002719	0.002772	0.172646	0.175169	0.003645	0.0067	0.196202	0.423345	0.001616	0.0	0.102127	1e-06	0.000741	0.0	0.046812	1e-06	0.002226	0.006354	0.002483	0.015826	1.0	169.538	168.758	115.0	hippocampus
1	15820827	15821672	0.513	0.23695	0.166593	0.500287	0.002109	0.000909	0.149676	0.064062	0.003215	0.006192	0.190903	0.436223	0.00156	0.0	0.109919	1e-06	0.000642	0.0	0.045204	1e-06	0.002134	0.007093	0.002213	0.014195	1.0	173.803	173.546	115.0	hippocampus
1	15833314	15833480	0.019	0.44497	0.205034	0.426805	0.00208	0.000401	0.183196	0.035431	0.001786	0.002392	0.15005	0.211193	0.001709	0.001838	0.14276	0.162289	0.000813	0.000203	0.071742	0.017891	0.00218	0.006492	0.001696	0.011325	1.0	187.787	187.777	115.0	hippocampus
1	158494843	158496398	0.092	0.38107	0.059008	0.883117	0.000624	0.000306	0.060908	0.029497	0.000607	0.000806	0.062788	0.077678	0.000495	0.0	0.047654	1e-06	0.002653	0.008054	0.07895	0.77594	0.000545	0.001213	0.002541	0.010379	1.0	239.773	239.727	115.0	hippocampus
1	158761441	158761797	0.038	0.423	0.183924	0.148533	0.00175	0.000285	0.141983	0.023107	0.00148	6.5e-05	0.120187	0.005263	0.001403	0.0	0.113892	1e-06	0.001305	0.00148	0.100709	0.120162	0.00249	0.010486	0.001727	0.012315	1.0	178.58	178.561	115.0	hippocampus
1	1589272	1589733	0.114	0.36802	0.161544	0.155431	0.002154	0.000771	0.154563	0.055528	0.001976	0.001236	0.140159	0.088979	0.001025	0.0	0.073805	1e-06	0.000649	0.000152	0.046655	0.010923	0.002548	0.011732	0.001892	0.013891	1.0	171.843	171.786	115.0	hippocampus
1	15909921	15910110	4.864	0.013714	0.193787	0.430116	0.002868	0.00553	0.191377	0.420787	0.001856	0.0	0.141214	1e-06	0.001024	2.3e-05	0.077882	0.001748	0.000561	0.0001	0.042639	0.007581	0.002404	0.00749	0.001885	0.013142	1.0	177.55	175.118	115.0	hippocampus
1	15911208	15914651	3.51	0.030508	0.191851	0.409798	0.003088	0.005103	0.193487	0.350274	0.002245	0.00068	0.153572	0.046664	0.001256	8.7e-05	0.086174	0.005995	0.000678	0.0001	0.046459	0.006864	0.002663	0.008599	0.002069	0.014569	1.0	171.329	169.575	115.0	hippocampus
1	1592474	1592801	0.0	0.5	0.163981	0.092591	0.001991	0.0	0.15261	1e-06	0.001868	0.001142	0.141324	0.087494	0.001026	6.6e-05	0.078634	0.005095	0.000543	0.0	0.041604	1e-06	0.002516	0.011841	0.001784	0.01305	1.0	175.932	175.941	115.0	hippocampus
1	15980059	15981321	3.915	0.023925	0.187531	0.373443	0.002627	0.004448	0.187867	0.348054	0.001623	0.000324	0.126908	0.025387	0.001157	0.0	0.090555	1e-06	0.00055	0.0	0.043012	1e-06	0.002303	0.008008	0.001799	0.012781	1.0	177.325	175.367	115.0	hippocampus
1	15988425	15989005	0.906	0.17062	0.18895	0.168519	0.002983	0.002638	0.182995	0.16557	0.001933	0.0	0.121313	1e-06	0.001333	0.0	0.08363	1e-06	0.000576	4.7e-05	0.036138	0.002947	0.003275	0.013249	0.002161	0.015934	1.0	163.948	163.495	115.0	hippocampus
1	16074748	16074944	2.472	0.057959	0.194734	0.328608	0.002104	0.002911	0.17906	0.262233	0.001515	0.000737	0.135635	0.066373	0.000986	0.0	0.088851	1e-06	0.000797	0.0	0.071775	1e-06	0.002108	0.007453	0.001547	0.011101	1.0	183.643	182.407	115.0	hippocampus
1	160985050	160985506	0.0	0.5	0.160581	0.627394	0.002326	0.0	0.124737	1e-06	0.001994	0.00107	0.107148	0.05736	0.003453	0.006579	0.161824	0.352811	0.002996	0.004051	0.141673	0.217222	0.002603	0.006948	0.003431	0.018647	1.0	171.809	171.809	115.0	hippocampus
1	16107271	16108022	12.727	0.00018019	0.114491	0.768567	0.002602	0.009282	0.144883	0.76337	0.001421	0.0	0.116899	1e-06	0.000998	6.3e-05	0.082081	0.005195	0.00081	0.0	0.066632	1e-06	0.001225	0.002814	0.001912	0.012159	1.0	189.622	183.258	115.0	hippocampus
1	161313615	161313780	0.133	0.35783	0.177156	0.094343	0.001744	0.000174	0.138625	0.01384	0.001848	0.0	0.146603	1e-06	0.001524	0.001015	0.119245	0.080501	0.001336	0.0	0.105953	1e-06	0.002409	0.011417	0.001847	0.012606	1.0	176.127	176.06	115.0	hippocampus
1	16136294	16137091	5.678	0.0085882	0.1839	0.403119	0.004936	0.009566	0.181301	0.394643	0.002972	0.0	0.122608	1e-06	0.001989	0.000205	0.082015	0.008473	0.001949	0.0	0.080406	1e-06	0.00421	0.014469	0.003516	0.02424	1.0	143.36	140.52	115.0	hippocampus
1	161379105	161379370	0.0	0.5	0.078903	0.884744	0.000929	0.001747	0.136302	0.251734	0.000706	0.0	0.10169	2e-06	0.000504	0.000216	0.073104	0.03112	0.001569	0.004176	0.114592	0.601888	0.000483	0.0008	0.001565	0.006938	1.0	250.959	251.113	115.0	hippocampus
1	161442826	161443878	21.432	1.833e-06	0.08772	0.891282	0.001839	0.006093	0.133147	0.532873	0.00105	0.0	0.091835	1e-06	0.001843	0.004098	0.12864	0.358407	0.00062	0.0	0.054232	1e-06	0.000915	0.001243	0.001915	0.011434	1.0	200.937	190.221	115.0	hippocampus
1	161524787	161525303	0.0	0.5	0.180346	0.296509	0.002879	0.000765	0.155045	0.041284	0.00292	0.0	0.15759	1e-06	0.003383	0.004729	0.165438	0.255223	0.001364	0.0	0.073626	1e-06	0.003162	0.013034	0.002897	0.018527	1.0	161.714	161.899	115.0	hippocampus
1	16214940	16215771	6.305	0.0060191	0.180209	0.36059	0.003188	0.005998	0.166285	0.342434	0.002088	0.0	0.119182	1e-06	0.001434	0.000318	0.081714	0.018154	0.001271	0.0	0.072565	1e-06	0.00302	0.0112	0.002534	0.017517	1.0	160.881	157.729	115.0	hippocampus
1	162427933	162428226	0.359	0.27456	0.209185	0.305133	0.002402	0.001065	0.186223	0.082797	0.002658	0.00286	0.198142	0.222334	0.001783	0.0	0.138586	1e-06	0.000889	0.0	0.069103	1e-06	0.00267	0.00894	0.001794	0.012865	1.0	176.22	176.041	115.0	hippocampus
1	16271366	16272240	4.005	0.022679	0.175388	0.346153	0.001925	0.003138	0.158987	0.273267	0.001439	0.0	0.125358	1e-06	0.001318	0.000837	0.112988	0.072884	0.000933	0.0	0.081279	1e-06	0.001875	0.007508	0.001718	0.011483	1.0	183.106	181.103	115.0	hippocampus
1	16282286	16283784	3.97	0.023156	0.180456	0.324626	0.002436	0.00398	0.165656	0.292583	0.001503	0.0	0.110482	1e-06	0.001149	0.000436	0.084039	0.032041	0.000868	0.0	0.063817	1e-06	0.002373	0.009186	0.001955	0.013602	1.0	175.274	173.289	115.0	hippocampus
1	16295612	16296628	6.189	0.0064268	0.172	0.384255	0.002397	0.004759	0.163985	0.372783	0.001269	0.0	0.099366	1e-06	0.00097	0.000146	0.075911	0.01147	0.00069	0.0	0.054079	1e-06	0.00208	0.007861	0.001853	0.012767	1.0	179.807	176.712	115.0	hippocampus
1	16298595	16299353	2.372	0.061768	0.172294	0.257077	0.002398	0.003237	0.164516	0.23489	0.001493	0.0	0.108334	1e-06	0.00113	0.000306	0.081746	0.022185	0.0007	0.0	0.05078	1e-06	0.002413	0.010239	0.001942	0.013782	1.0	174.025	172.839	115.0	hippocampus
1	16304398	16305850	1.826	0.088272	0.173384	0.213793	0.003194	0.003701	0.160673	0.192862	0.001904	0.0	0.099209	1e-06	0.001617	0.000402	0.084086	0.020929	0.001392	0.0	0.072546	1e-06	0.003442	0.015087	0.002708	0.019189	1.0	154.166	153.253	115.0	hippocampus
1	1633911	1634025	0.0	0.5	0.171512	0.078085	0.002267	0.0	0.158631	1e-06	0.001895	0.000824	0.131771	0.057653	0.00132	0.000231	0.0923	0.016185	0.000574	6.1e-05	0.040155	0.004245	0.002699	0.013176	0.002144	0.014292	1.0	177.002	177.68	115.0	hippocampus
1	16370842	16371866	3.502	0.030646	0.171583	0.309068	0.002602	0.004061	0.161321	0.269315	0.00167	0.0	0.110734	1e-06	0.001475	0.000599	0.09707	0.039752	0.001042	0.0	0.069085	1e-06	0.00251	0.010418	0.002177	0.015078	1.0	168.79	167.039	115.0	hippocampus
1	1649696	1650510	0.0	0.5	0.158264	0.117553	0.002542	0.0	0.145458	1e-06	0.001993	0.00185	0.1117	0.105846	0.001303	0.0	0.074539	1e-06	0.000849	0.000205	0.048495	0.011705	0.003251	0.015421	0.002397	0.017476	1.0	160.238	160.249	115.0	hippocampus
1	1666785	1667369	0.013	0.45387	0.144806	0.102544	0.002139	0.000174	0.131598	0.010713	0.001718	0.001492	0.103708	0.091829	0.001138	0.0	0.070032	1e-06	0.000754	0.0	0.046412	1e-06	0.00293	0.014585	0.002198	0.016252	1.0	162.864	162.858	115.0	hippocampus
1	16678138	16678820	0.573	0.22463	0.198276	0.243195	0.002481	0.001892	0.181334	0.14139	0.0018	0.00123	0.131847	0.0919	0.001122	0.000133	0.083809	0.009904	0.000834	0.0	0.062343	1e-06	0.002642	0.010126	0.001876	0.01338	1.0	174.69	174.404	115.0	hippocampus
1	16680528	16680679	1.508	0.10969	0.164327	0.214299	0.0022	0.002492	0.174966	0.205798	0.001367	0.0	0.112909	1e-06	0.001122	0.0	0.09264	1e-06	0.000562	0.000103	0.046389	0.008499	0.002087	0.009513	0.001704	0.012108	1.0	180.803	180.049	115.0	hippocampus
1	16689276	16689710	0.634	0.21294	0.167245	0.291276	0.002343	0.002538	0.164434	0.180994	0.002176	0.0	0.155142	1e-06	0.001995	0.001546	0.137613	0.110281	0.001138	0.0	0.08115	1e-06	0.002171	0.009938	0.002152	0.014023	1.0	169.608	169.291	115.0	hippocampus
1	16692212	16692517	1.725	0.094524	0.168239	0.268639	0.002223	0.002568	0.177191	0.214132	0.00135	0.000654	0.112039	0.054505	0.001193	0.0	0.099469	1e-06	0.000658	0.0	0.054849	1e-06	0.002074	0.008772	0.00166	0.011994	1.0	180.579	179.716	115.0	hippocampus
1	167045283	167045418	0.0	0.5	0.222155	0.246465	0.002312	0.0	0.167517	1e-06	0.002391	0.002066	0.16889	0.14968	0.001359	0.0	0.098481	1e-06	0.001166	0.001336	0.080665	0.096783	0.003094	0.010401	0.001938	0.013803	1.0	173.903	173.919	115.0	hippocampus
1	16712981	16713657	0.0	0.5	0.162897	0.047528	0.001991	0.0	0.155822	1e-06	0.001361	0.000568	0.106298	0.044404	0.001194	0.0	0.093452	1e-06	0.000593	4e-05	0.046365	0.003122	0.002547	0.012173	0.001749	0.01278	1.0	177.421	177.428	115.0	hippocampus
1	167751527	167751619	0.076	0.39163	0.241131	0.050697	0.002371	6e-05	0.217732	0.005499	0.001746	0.000369	0.160201	0.033854	0.001351	0.0	0.124098	1e-06	0.000671	0.000124	0.061608	0.011342	0.002902	0.010337	0.001481	0.010889	1.0	185.456	185.418	115.0	hippocampus
1	1685870	1686440	1.372	0.12071	0.151505	0.218715	0.00296	0.003071	0.152364	0.163427	0.001676	0.000782	0.089063	0.04163	0.001385	0.0	0.073723	1e-06	0.000864	0.000257	0.045921	0.013658	0.003136	0.01468	0.002571	0.018789	1.0	155.223	154.537	115.0	hippocampus
1	16861851	16861959	0.638	0.2122	0.215854	0.275305	0.002793	0.002123	0.20631	0.15964	0.001958	0.00138	0.144924	0.103756	0.001319	0.000158	0.099128	0.011908	0.000679	0.0	0.051055	1e-06	0.002909	0.009639	0.001827	0.013301	1.0	174.733	174.414	115.0	hippocampus
1	16877547	16878149	0.293	0.29423	0.202466	0.04252	0.003394	0.0	0.190899	1e-06	0.002706	0.000715	0.152263	0.040219	0.001925	4.1e-05	0.108245	0.002299	0.001986	0.0	0.111675	1e-06	0.004015	0.017023	0.002502	0.017779	1.0	158.527	158.381	115.0	hippocampus
1	16942823	16943102	0.997	0.15902	0.190684	0.105129	0.001861	0.001064	0.165524	0.094683	0.001623	0.0	0.144467	1e-06	0.001109	0.000117	0.098906	0.010443	0.00115	0.0	0.102344	1e-06	0.002351	0.010054	0.001508	0.011235	1.0	175.94	175.442	115.0	hippocampus
1	1694986	1695300	1.76	0.092329	0.156354	0.200372	0.002462	0.002814	0.15393	0.183469	0.001482	0.000259	0.096665	0.016901	0.001209	0.0	0.078808	1e-06	0.000601	0.0	0.039157	1e-06	0.002647	0.012263	0.002101	0.015336	1.0	166.634	165.754	115.0	hippocampus
1	16988654	16989294	0.0	0.5	0.191919	0.154284	0.003009	0.000824	0.170284	0.046705	0.00263	0.0	0.148992	1e-06	0.002662	0.001899	0.148898	0.107578	0.001409	0.0	0.079849	1e-06	0.003587	0.014927	0.002516	0.01765	1.0	160.247	160.263	115.0	hippocampus
1	17050263	17051631	0.0	0.5	0.174575	0.023159	0.002461	0.0	0.180202	1e-06	0.001707	9.1e-05	0.124991	0.006647	0.001604	0.0	0.117471	1e-06	0.00078	0.000225	0.057005	0.01651	0.002919	0.013341	0.001858	0.013657	1.0	173.452	173.466	115.0	hippocampus
1	17073056	17073493	0.0	0.5	0.180022	0.043038	0.002638	0.0	0.188244	1e-06	0.002028	0.000471	0.144645	0.033645	0.001876	0.0	0.133865	1e-06	0.000738	0.000132	0.052654	0.009392	0.002997	0.013408	0.001924	0.014011	1.0	172.064	172.065	115.0	hippocampus
