seqnames	start	end	h2_category	hg38_genes_intergenic	hg38_cpg_inter	hg38_genes_promoters	hg38_cpg_shores	hg38_genes_1to5kb	hg38_genes_introns	hg38_cpg_islands	hg38_cpg_shelves	hg38_genes_5UTRs	hg38_genes_exons	hg38_genes_3UTRs	hg38_enhancers_fantom
chr9	104810637	104811452	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	104925480	104926013	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	105156444	105157799	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	106621201	106622131	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	107750761	107750971	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	108743545	108744487	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	108783521	108784501	Heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr9	108854814	108854992	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr9	109166410	109166685	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	109316064	109316452	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	111639058	111639957	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	112378304	112378952	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr9	112398927	112399232	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	112853694	112853865	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	112890167	112890346	Non-heritable	0	0	0	0	0	0	1	0	0	1	0	0
chr9	113058989	113059845	Non-heritable	0	0	0	1	1	0	1	0	0	0	0	0
chr9	113061522	113061673	Non-heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr9	113090035	113090581	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr9	113152339	113153538	Heritable	0	0	0	1	0	1	0	1	0	0	0	1
chr9	113376044	113376450	Heritable	0	0	1	1	0	1	0	0	1	1	0	0
chr9	113400504	113400620	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	113548560	113549261	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	113609597	113609918	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	113649351	113649687	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	114156782	114156894	Heritable	0	0	0	1	0	1	0	0	0	0	0	1
chr9	114174579	114175794	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	114248278	114248698	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	114249863	114250656	Non-heritable	0	1	0	0	0	1	0	0	0	1	1	0
chr9	114386214	114386900	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	114395005	114395433	Non-heritable	0	0	1	0	1	0	0	1	0	0	0	0
chr9	115085687	115086299	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	116736515	116736991	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	117642621	117643393	Heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr9	117745683	117745844	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	118896299	118897575	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	119169459	119169537	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	120583558	120584211	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr9	120842040	120842286	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr9	120843330	120843775	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr9	121266506	121267413	Non-heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr9	121529409	121529956	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	121566876	121567235	Non-heritable	0	1	1	0	0	1	0	0	1	1	0	0
chr9	121598160	121598409	Non-heritable	0	0	1	0	0	1	1	0	1	1	0	0
chr9	121607519	121608017	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	121700258	121701765	Non-heritable	0	0	1	1	0	1	0	0	1	1	0	1
chr9	121735981	121736863	Non-heritable	0	0	1	1	1	1	1	0	0	0	0	1
chr9	121772890	121773577	Non-heritable	0	0	0	1	0	1	1	0	0	1	0	0
chr9	121815426	121815727	Non-heritable	1	1	0	0	0	0	0	0	0	1	1	0
chr9	121884019	121884658	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	122371598	122371904	Non-heritable	0	1	1	0	1	1	0	0	1	1	0	0
chr9	122406184	122406840	Heritable	0	1	1	0	1	1	0	0	0	1	0	1
chr9	123356769	123358046	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	123364174	123364747	Heritable	0	0	0	1	1	1	0	0	0	0	0	1
chr9	123372925	123373831	Non-heritable	0	0	0	1	0	1	1	0	0	1	0	0
chr9	123375746	123376273	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	1
chr9	123383066	123383337	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	123385409	123385567	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	123454007	123454275	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	124009600	124009811	Non-heritable	0	0	1	0	1	1	1	0	0	0	0	0
chr9	124013353	124016904	Heritable	0	0	1	1	1	1	1	0	1	1	0	0
chr9	124019081	124019192	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	124195271	124196424	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	124258853	124259694	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr9	124297534	124297851	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	1
chr9	124520166	124520615	Non-heritable	0	1	0	0	1	0	0	0	0	1	1	0
chr9	124838635	124839272	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	125199628	125199797	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr9	125375372	125375479	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	125397791	125398156	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	125748751	125749372	Heritable	0	0	1	1	1	1	0	0	0	1	0	0
chr9	126024467	126024995	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	126107428	126108594	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	126236090	126236349	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr9	126297757	126298843	Non-heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr9	126307340	126308123	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	126399234	126399386	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	126502863	126503077	Heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	126506375	126506731	Heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr9	126682561	126682634	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	126879385	126879858	Non-heritable	0	1	0	0	0	1	0	0	1	1	0	0
chr9	126881058	126881296	Non-heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr9	127096301	127096411	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	127121404	127121963	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	127226155	127226427	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	127263234	127264459	Non-heritable	0	1	1	0	1	1	0	0	1	1	0	0
chr9	127402257	127402978	Non-heritable	0	0	1	1	1	1	0	1	0	1	0	0
chr9	127698620	127699559	Non-heritable	0	0	0	1	1	1	1	0	0	0	0	1
chr9	127724641	127725134	Non-heritable	0	0	1	1	0	1	0	0	1	1	0	0
chr9	127741758	127743093	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	127753879	127754273	Non-heritable	0	0	1	1	0	1	1	0	0	0	0	0
chr9	127780417	127780894	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	127809625	127809710	Heritable	0	0	1	1	0	1	1	0	0	1	0	0
chr9	127948678	127949182	Non-heritable	0	0	1	0	1	1	0	1	0	0	0	0
chr9	127951128	127951481	Non-heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr9	128099095	128099819	Non-heritable	0	1	0	0	1	1	0	0	1	1	1	0
chr9	128139896	128140414	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	128181604	128181915	Non-heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr9	128192474	128193439	Heritable	0	0	1	1	1	1	1	0	0	0	0	0
chr9	128295510	128295827	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	128353707	128353836	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	128364444	128364578	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	128390080	128394260	Non-heritable	0	0	1	1	1	0	1	0	0	1	1	0
chr9	128554001	128555525	Non-heritable	0	0	0	1	1	1	0	1	1	1	0	1
chr9	128805690	128805979	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	128940622	128941187	Non-heritable	0	1	1	0	0	1	0	0	0	1	1	0
chr9	129258030	129258204	Non-heritable	0	0	1	1	1	1	0	0	0	1	1	0
chr9	129321275	129321471	Non-heritable	0	0	0	1	0	1	1	0	0	1	0	0
chr9	129394347	129394709	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	129427223	129428478	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr9	129447290	129447476	Heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr9	129458501	129458620	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	129489353	129489490	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	129613442	129613909	Non-heritable	0	0	0	0	0	1	0	1	1	1	0	0
chr9	129675749	129675876	Non-heritable	0	0	0	0	0	1	1	0	0	0	0	0
chr9	129703612	129703850	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	129866565	129866915	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	130185573	130185893	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	130209342	130209624	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	130320807	130320898	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	130454679	130455432	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	130478651	130479054	Non-heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr9	130536608	130537027	Heritable	0	0	1	1	0	0	0	0	0	1	0	0
chr9	130824018	130825333	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	130842828	130843427	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	130884897	130885398	Non-heritable	0	0	0	1	0	0	1	0	0	1	0	0
chr9	130894764	130895167	Heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr9	130908161	130908587	Heritable	0	1	0	0	0	1	0	1	0	0	0	0
chr9	130912970	130913158	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	131076631	131077059	Heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr9	131097829	131098188	Non-heritable	0	0	1	1	0	1	0	0	1	1	0	0
chr9	131111675	131112674	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	131214353	131215333	Non-heritable	0	1	0	0	0	1	0	0	0	1	1	0
chr9	131290525	131290642	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	131336216	131336422	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	131402722	131403208	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	131517814	131518264	Non-heritable	0	1	1	0	1	1	0	0	0	1	0	0
chr9	131525962	131526428	Heritable	0	0	1	0	1	1	0	1	0	1	1	0
chr9	131660387	131660801	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	131858070	131858621	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	132164101	132164553	Non-heritable	0	0	0	0	0	1	1	0	0	0	0	0
chr9	132168434	132168874	Non-heritable	0	1	0	0	0	1	0	1	0	0	0	0
chr9	132235616	132235779	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	132434995	132435270	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	132485596	132485846	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	132531519	132531896	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	132556671	132556994	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	132608915	132609387	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	132770640	132770704	Non-heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr9	132833742	132834177	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	132848736	132849394	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133050085	133050920	Heritable	0	1	0	0	1	1	0	0	0	1	0	0
chr9	133103454	133103815	Non-heritable	0	1	0	0	1	1	0	0	0	1	1	0
chr9	133126067	133126818	Heritable	0	1	0	0	1	1	0	0	0	0	0	1
chr9	133128762	133129590	Heritable	0	1	1	0	0	1	0	0	1	1	0	0
chr9	133137722	133138565	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133199641	133200282	Non-heritable	1	0	0	1	0	0	1	0	0	0	0	1
chr9	133245518	133245875	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133390447	133392115	Heritable	0	1	0	0	1	1	0	0	0	1	0	0
chr9	133429745	133429902	Non-heritable	0	0	0	0	0	1	1	0	0	1	0	0
chr9	133453779	133453968	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	133513816	133514629	Non-heritable	1	1	0	0	0	0	0	0	0	1	1	0
chr9	133521230	133521411	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133527771	133528039	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	133533864	133534182	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr9	133539260	133539438	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133539781	133539882	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	133563502	133563670	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	133565432	133565834	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	133573218	133573624	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133586111	133586334	Non-heritable	0	0	1	1	0	1	1	0	1	1	0	0
chr9	133655413	133655594	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	133662320	133662654	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	133679477	133679901	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133684786	133684982	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133701181	133701773	Heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr9	133702885	133703140	Heritable	0	0	0	1	0	1	0	0	1	1	0	0
chr9	133805363	133805775	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133814318	133814581	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	1
chr9	133845474	133845648	Heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	133863179	133863324	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr9	133873419	133873618	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	133888649	133888939	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133890047	133890334	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	133907444	133907705	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133915265	133915402	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	133916186	133916743	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	133950635	133951247	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	133953790	133954304	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	134010625	134010930	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	134049178	134049708	Heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr9	134069087	134069422	Heritable	0	0	1	1	1	0	0	0	0	0	0	0
chr9	134157784	134158716	Non-heritable	0	1	0	0	0	1	0	1	0	1	1	0
chr9	134214838	134215268	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	134216096	134216280	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	134219566	134219873	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	134231152	134231346	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	134258452	134258856	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	134282859	134283528	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	134384967	134385953	Heritable	0	1	1	0	1	1	0	0	0	0	0	0
chr9	134435846	134436227	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	134438290	134438571	Heritable	0	0	0	1	0	0	0	0	0	1	1	0
chr9	134456077	134456242	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr9	134552166	134552307	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	134618201	134618612	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	134622928	134623333	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	134627732	134628340	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	134643204	134643632	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	1
chr9	134651549	134651779	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	134698324	134698900	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	134717276	134718410	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	134735537	134736098	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	134781636	134782239	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	134792744	134793141	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	134863283	134864275	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	134895256	134895633	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135089404	135089774	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	135144445	135144776	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135216740	135217363	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	135224615	135225026	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	135244792	135245179	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	135256519	135257733	Heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr9	135343281	135343519	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	135344979	135345363	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	135357989	135358530	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135376672	135376973	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135422296	135422951	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135427281	135428158	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135478362	135478454	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr9	135513062	135513433	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135545602	135545948	Heritable	0	0	1	0	0	0	0	1	0	0	0	0
chr9	135603515	135603720	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	135662813	135663427	Non-heritable	0	1	1	0	1	1	0	0	1	1	0	0
chr9	135667664	135667720	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135713075	135713381	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr9	135980665	135981227	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	135982720	135982981	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	136003490	136003771	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136045277	136045810	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	136050116	136050458	Non-heritable	0	0	0	0	0	0	1	0	0	1	0	0
chr9	136052673	136052938	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	136085704	136086557	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr9	136093963	136094404	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	1
chr9	136108678	136108964	Non-heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	136195044	136195387	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	136292382	136293234	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr9	136310738	136311112	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	136325965	136326398	Heritable	0	0	1	1	1	0	0	0	0	1	0	0
chr9	136328658	136329120	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	1
chr9	136339176	136339460	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	136341448	136342389	Heritable	0	0	0	1	0	1	1	0	0	1	1	0
chr9	136345042	136345763	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr9	136347139	136347811	Heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr9	136351458	136351773	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	136372620	136372810	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	136494142	136495143	Heritable	1	0	0	1	0	0	0	1	0	1	1	0
chr9	136511960	136513157	Non-heritable	0	0	1	1	1	1	0	0	1	1	1	1
chr9	136526582	136527247	Heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr9	136541807	136542355	Non-heritable	0	0	1	0	1	1	0	1	0	0	0	0
chr9	136547302	136547500	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr9	136565445	136565668	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136566801	136567719	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136572180	136572555	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr9	136583287	136583652	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136590620	136590740	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136596510	136597282	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr9	136600128	136600505	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136605949	136606241	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136619880	136619950	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr9	136637827	136638050	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136740968	136741318	Heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr9	136742750	136742924	Heritable	0	0	1	0	0	1	0	1	1	1	1	0
chr9	136760459	136760701	Heritable	0	0	0	0	1	1	1	0	0	0	0	0
chr9	136844390	136845018	Non-heritable	0	0	0	0	1	0	1	0	1	1	0	0
chr9	136846357	136847297	Non-heritable	0	0	0	0	1	0	1	0	0	1	0	0
chr9	136859211	136859670	Heritable	0	1	0	0	0	1	0	0	0	1	1	0
chr9	136866814	136867008	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	136917876	136918111	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	136939994	136940621	Non-heritable	0	0	0	1	1	0	0	0	0	1	1	0
chr9	136961483	136961933	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136963372	136963753	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136977046	136977382	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr9	137022353	137024029	Non-heritable	0	0	0	1	1	1	1	0	0	1	0	0
chr9	137024988	137025205	Non-heritable	0	0	0	1	1	1	0	1	0	0	0	0
chr9	137026046	137027284	Non-heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr9	137175078	137175512	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr9	137189836	137190392	Non-heritable	0	0	0	1	1	0	0	0	0	1	1	0
chr9	137191953	137192510	Heritable	0	0	0	0	1	1	0	1	0	1	1	0
chr9	137194331	137195686	Heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr9	137196778	137197393	Non-heritable	0	0	0	0	1	1	0	1	0	0	0	1
chr9	137198146	137198897	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	137220820	137220904	Non-heritable	0	0	0	0	1	0	1	0	0	1	0	0
chr9	137238112	137238941	Heritable	0	0	0	1	1	0	0	1	0	0	0	1
chr9	137262309	137262508	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	137277578	137277762	Non-heritable	0	0	1	1	0	0	0	0	1	1	0	0
chr9	137278747	137279968	Heritable	0	0	0	0	0	0	1	0	0	1	1	0
chr9	137280289	137280390	Heritable	0	0	0	0	0	0	1	0	0	1	1	0
chr9	137281383	137281934	Heritable	0	0	0	1	1	0	1	0	0	1	1	0
chr9	137304132	137304441	Non-heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr9	137318951	137319533	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	137370645	137371436	Non-heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr9	137417350	137417804	Heritable	0	0	0	0	0	1	1	0	0	0	0	1
chr9	137461844	137462305	Heritable	0	0	0	1	1	1	1	0	0	1	0	0
chr9	137575526	137575708	Non-heritable	0	0	1	0	0	1	0	1	0	1	0	0
chr9	137740259	137740512	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	137765007	137765091	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr9	137786526	137786746	Non-heritable	0	0	0	1	1	1	0	1	0	1	0	0
chr9	137793663	137793827	Non-heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	137820300	137820434	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr9	138022658	138023129	Heritable	0	0	0	1	0	1	1	0	0	1	1	0
chr9	138023898	138024119	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	49211	49360		0	0	1	0	0	1	1	0	1	1	0	0
chr10	338696	339100		0	0	0	0	0	1	0	1	0	0	0	0
chr10	394179	395006		0	1	0	0	1	1	0	1	0	0	0	0
chr10	484557	484715		0	0	0	1	0	1	0	0	0	0	0	0
chr10	604847	605485	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	607617	609110	Heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr10	614207	615448	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr10	622905	623353	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr10	625953	626239	Heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr10	626969	627872	Heritable	0	1	1	0	1	1	0	1	0	0	0	0
chr10	628469	628813	Non-heritable	0	0	1	0	0	1	0	1	0	1	0	0
chr10	630800	630922	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr10	631429	631543	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	633231	633574	Non-heritable	0	0	0	0	0	1	1	0	0	0	0	0
chr10	635320	635777	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr10	639459	640088	Non-heritable	0	0	0	1	0	1	1	0	0	0	0	0
chr10	654387	655290	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr10	662991	664555	Heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr10	680386	680689	Heritable	0	0	0	1	0	1	0	0	0	0	0	1
