region_key	h2_unscaled	r_squared_cv	h2_category	seqnames	start	end	width	strand	vmr_id	n_genes_within_250kb	gene_ids_within_250kb	gene_symbols_within_250kb	gene_names_within_250kb	gene_distances_within_250kb	nearest_gene_id_within_250kb	nearest_gene_symbol_within_250kb	nearest_gene_name_within_250kb	nearest_gene_chr_within_250kb	nearest_gene_start_within_250kb	nearest_gene_end_within_250kb	nearest_gene_strand_within_250kb	distance_to_nearest_gene_within_250kb
chr8:17802100:17802780	0.107936408922064	0.961625133229068	Heritable	chr8	17802100	17802780	681	*	dlpfc_vmr_4617	8	100422850;101930275;107986919;2267;5108;5157;57509;6542	FGL1;LOC107986919;MIR548V;MTUS1;MTUS1-DT;PCM1;PDGFRL;SLC7A2	fibrinogen like 1;microRNA 548v;microtubule associated scaffold protein 1;MTUS1 divergent transcript;pericentriolar material 1;platelet derived growth factor receptor like;solute carrier family 7 member 2;uncharacterized LOC107986919	MTUS1-DT:0;MTUS1:1005;FGL1:61599;PCM1:120061;MIR548V:120442;PDGFRL:158028;LOC107986919:191830;SLC7A2:231526	101930275	MTUS1-DT	MTUS1 divergent transcript	chr8	17801345	17861069	+	0
chr8:17912187:17912616	0.106136394359765	0.945867773725615	Heritable	chr8	17912187	17912616	430	*	dlpfc_vmr_4618	7	100422850;101929066;101930275;2267;427;5108;57509	ASAH1;ASAH1-AS1;FGL1;MIR548V;MTUS1;MTUS1-DT;PCM1	ASAH1 antisense RNA 1;fibrinogen like 1;microRNA 548v;microtubule associated scaffold protein 1;MTUS1 divergent transcript;N-acylsphingosine amidohydrolase 1;pericentriolar material 1	FGL1:1821;PCM1:10225;MTUS1-DT:51117;MTUS1:111092;ASAH1:143375;ASAH1-AS1:171769;MIR548V:230529	2267	FGL1	fibrinogen like 1	chr8	17864380	17910365	-	1821
chr8:18806614:18809088	0.0821703470072869	0.967427570181966	Non-heritable	chr8	18806614	18809088	2475	*	dlpfc_vmr_4619	3	105379303;124900256;23362	LOC105379303;LOC124900256;PSD3	pleckstrin and Sec7 domain containing 3;small nucleolar RNA SNORA62/SNORA6 family;uncharacterized LOC105379303	PSD3:0;LOC124900256:170530;LOC105379303:180190	23362	PSD3	pleckstrin and Sec7 domain containing 3	chr8	18527303	19084730	-	0
chr8:19372263:19373809	0.0934605301390183	0.960468810036718	Non-heritable	chr8	19372263	19373809	1547	*	dlpfc_vmr_4620	5	100128993;105379300;105379301;55790;63898	CSGALNACT1;LOC100128993;LOC105379300;LOC105379301;SH2D4A	chondroitin sulfate N-acetylgalactosaminyltransferase 1;SH2 domain containing 4A;uncharacterized LOC100128993;uncharacterized LOC105379300;uncharacterized LOC105379301	SH2D4A:0;CSGALNACT1:30351;LOC100128993:112793;LOC105379300:123022;LOC105379301:226813	63898	SH2D4A	SH2 domain containing 4A	chr8	19313693	19396218	+	0
chr8:19754845:19756191	0.0592485425650452	0.936053125391719	Non-heritable	chr8	19754845	19756191	1347	*	dlpfc_vmr_4621	4	124901899;4023;55174;55790	CSGALNACT1;INTS10;LOC124901899;LPL	chondroitin sulfate N-acetylgalactosaminyltransferase 1;integrator complex subunit 10;lipoprotein lipase;uncharacterized LOC124901899	CSGALNACT1:0;INTS10:61199;LOC124901899:65910;LPL:145525	55790	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	chr8	19404161	19758029	-	0
chr8:19938788:19938983	0.190861268170006	0.925809253172174	Heritable	chr8	19938788	19938983	196	*	dlpfc_vmr_4622	6	105379311;124901899;4023;55174;55790;6570	CSGALNACT1;INTS10;LOC105379311;LOC124901899;LPL;SLC18A1	chondroitin sulfate N-acetylgalactosaminyltransferase 1;integrator complex subunit 10;lipoprotein lipase;solute carrier family 18 member A1;uncharacterized LOC105379311;uncharacterized LOC124901899	LPL:0;INTS10:86704;LOC105379311:140130;CSGALNACT1:180758;SLC18A1:205871;LOC124901899:249853	4023	LPL	lipoprotein lipase	chr8	19901717	19967259	+	0
chr8:20196474:20196600	0.0829315639500844	0.939307984428412	Non-heritable	chr8	20196474	20196600	127	*	dlpfc_vmr_4623	7	100874051;105379311;105379314;11178;4023;526;6570	ATP6V1B2;LOC105379311;LOC105379314;LPL;LZTS1;LZTS1-AS1;SLC18A1	ATPase H+ transporting V1 subunit B2;leucine zipper tumor suppressor 1;lipoprotein lipase;LZTS1 antisense RNA 1;solute carrier family 18 member A1;uncharacterized LOC105379311;uncharacterized LOC105379314	ATP6V1B2:780;SLC18A1:13267;LZTS1:49564;LOC105379311:71616;LZTS1-AS1:79172;LOC105379314:153609;LPL:229214	526	ATP6V1B2	ATPase H+ transporting V1 subunit B2	chr8	20197381	20226819	+	780
chr8:20576705:20577098	0.205548945515683	0.919606042369078	Heritable	chr8	20576705	20577098	394	*	dlpfc_vmr_4624	1	105379314	LOC105379314	uncharacterized LOC105379314	LOC105379314:203935	105379314	LOC105379314	uncharacterized LOC105379314	chr8	20350210	20372769	+	203935
chr8:21036458:21036784	0.0969445684798512	0.922162162548346	Non-heritable	chr8	21036458	21036784	327	*	dlpfc_vmr_4625	5	102467222;105379315;105379316;124901902;286114	LINC02153;LINC03023;LOC105379315;LOC105379316;LOC124901902	long intergenic non-protein coding RNA 2153;long intergenic non-protein coding RNA 3023;uncharacterized LOC105379315;uncharacterized LOC105379316;uncharacterized LOC124901902	LOC105379316:0;LINC02153:41338;LINC03023:67553;LOC105379315:86282;LOC124901902:130455	105379316	LOC105379316	uncharacterized LOC105379316	chr8	20942285	21298168	-	0
chr8:21223285:21224044	0.10274712776132	0.947404642957358	Heritable	chr8	21223285	21224044	760	*	dlpfc_vmr_4626	4	101929172;105379316;124901902;286114	LINC02153;LINC03093;LOC105379316;LOC124901902	long intergenic non-protein coding RNA 2153;long intergenic non-protein coding RNA 3093;uncharacterized LOC105379316;uncharacterized LOC124901902	LOC105379316:0;LOC124901902:53147;LINC03093:73888;LINC02153:228165	105379316	LOC105379316	uncharacterized LOC105379316	chr8	20942285	21298168	-	0
chr8:21667024:21667922	0.116745861473722	0.957232844624088	Heritable	chr8	21667024	21667922	899	*	dlpfc_vmr_4627	2	2675;9046	DOK2;GFRA2	docking protein 2;GDNF family receptor alpha 2	GFRA2:22475;DOK2:240950	2675	GFRA2	GDNF family receptor alpha 2	chr8	21690398	21812357	-	22475
chr8:21756777:21756995	0.0670723478428087	0.947318606810792	Non-heritable	chr8	21756777	21756995	219	*	dlpfc_vmr_4628	3	23039;2675;9046	DOK2;GFRA2;XPO7	docking protein 2;exportin 7;GDNF family receptor alpha 2	GFRA2:0;DOK2:151877;XPO7:162666	2675	GFRA2	GDNF family receptor alpha 2	chr8	21690398	21812357	-	0
chr8:22086524:22086673	0.105052341451297	0.937155878634031	Heritable	chr8	22086524	22086673	150	*	dlpfc_vmr_4629	19	100507071;10361;120766137;124901904;203190;2039;23039;407037;55124;55806;6440;64760;649;661;79873;80346;8822;9046;9796	BMP1;DMTN;DOK2;FGF17;FHIP2B;HR;HRURF;LGI3;LOC124901904;MIR320A;NPM2;NUDT18;PHYHIP;PIWIL2;PIWIL2-DT;POLR3D;REEP4;SFTPC;XPO7	bone morphogenetic protein 1;dematin actin binding protein;docking protein 2;exportin 7;FHF complex subunit HOOK interacting protein 2B;fibroblast growth factor 17;HR lysine demethylase and nuclear receptor corepressor;HR upstream open reading frame;leucine rich repeat LGI family member 3;microRNA 320a;nucleophosmin/nucleoplasmin 2;nudix hydrolase 18;phytanoyl-CoA 2-hydroxylase interacting protein;piwi like RNA-mediated gene silencing 2;PIWIL2 divergent transcript;receptor accessory protein 4;RNA polymerase III subunit D;surfactant protein C;uncharacterized LOC124901904	FHIP2B:2476;DMTN:3996;NUDT18:20200;HR:27745;FGF17:37714;HRURF:43784;NPM2:49626;REEP4:51346;LGI3:60156;SFTPC:70239;BMP1:78466;XPO7:79938;LOC124901904:101695;PHYHIP:133029;MIR320A:158288;POLR3D:158459;PIWIL2-DT:167902;DOK2:172833;PIWIL2:188642	64760	FHIP2B	FHF complex subunit HOOK interacting protein 2B	chr8	22089150	22104911	+	2476
chr8:22554361:22554959	0.118898719718888	0.946902179956763	Heritable	chr8	22554361	22554959	599	*	dlpfc_vmr_4633	14	10174;107986925;107986926;124901905;124901908;157310;1960;23516;541565;55124;5533;55909;57805;64236	BIN3;C8orf58;CCAR2;EGR3;LOC107986925;LOC107986926;LOC124901905;LOC124901908;PDLIM2;PEBP4;PIWIL2;PPP3CC;SLC39A14;SORBS3	bridging integrator 3;cell cycle and apoptosis regulator 2;chromosome 8 open reading frame 58;early growth response 3;PDZ and LIM domain 2;phosphatidylethanolamine binding protein 4;piwi like RNA-mediated gene silencing 2;protein phosphatase 3 catalytic subunit gamma;solute carrier family 39 member 14;sorbin and SH3 domain containing 3;uncharacterized LOC107986925;uncharacterized LOC107986926;uncharacterized LOC124901905;uncharacterized LOC124901908	SORBS3:0;LOC124901905:916;PPP3CC:13218;PDLIM2:23319;C8orf58:34314;CCAR2:49797;BIN3:65458;SLC39A14:120231;EGR3:132699;LOC124901908:135190;LOC107986926:143424;PEBP4:158291;LOC107986925:192543;PIWIL2:196792	10174	SORBS3	sorbin and SH3 domain containing 3	chr8	22544986	22575788	+	0
chr8:22704438:22704741	0.105050504291796	0.939214516001892	Heritable	chr8	22704438	22704741	304	*	dlpfc_vmr_4634	14	10174;101929237;107986925;107986926;124901905;124901907;124901908;157310;1960;541565;5533;55909;57805;64236	BIN3;C8orf58;CCAR2;EGR3;LOC101929237;LOC107986925;LOC107986926;LOC124901905;LOC124901907;LOC124901908;PDLIM2;PEBP4;PPP3CC;SORBS3	bridging integrator 3;cell cycle and apoptosis regulator 2;chromosome 8 open reading frame 58;early growth response 3;PDZ and LIM domain 2;phosphatidylethanolamine binding protein 4;protein phosphatase 3 catalytic subunit gamma;sorbin and SH3 domain containing 3;uncharacterized LOC101929237;uncharacterized LOC107986925;uncharacterized LOC107986926;uncharacterized LOC124901905;uncharacterized LOC124901907;uncharacterized LOC124901908	LOC124901908:0;LOC107986926:661;PEBP4:8509;EGR3:10957;BIN3:35289;LOC107986925:42761;CCAR2:83473;C8orf58:100287;PDLIM2:103471;SORBS3:128649;LOC124901905:150993;PPP3CC:163295;LOC101929237:173230;LOC124901907:190692	124901908	LOC124901908	uncharacterized LOC124901908	chr8	22690150	22798616	+	0
chr8:22737543:22737794	0.0709820339010232	0.908259129513054	Non-heritable	chr8	22737543	22737794	252	*	dlpfc_vmr_4635	15	10174;101929237;107986925;107986926;124901905;124901907;124901908;157310;1960;23221;541565;5533;55909;57805;64236	BIN3;C8orf58;CCAR2;EGR3;LOC101929237;LOC107986925;LOC107986926;LOC124901905;LOC124901907;LOC124901908;PDLIM2;PEBP4;PPP3CC;RHOBTB2;SORBS3	bridging integrator 3;cell cycle and apoptosis regulator 2;chromosome 8 open reading frame 58;early growth response 3;PDZ and LIM domain 2;phosphatidylethanolamine binding protein 4;protein phosphatase 3 catalytic subunit gamma;Rho related BTB domain containing 2;sorbin and SH3 domain containing 3;uncharacterized LOC101929237;uncharacterized LOC107986925;uncharacterized LOC107986926;uncharacterized LOC124901905;uncharacterized LOC124901907;uncharacterized LOC124901908	LOC124901908:0;PEBP4:0;LOC107986925:9708;LOC107986926:33766;EGR3:44062;BIN3:68394;CCAR2:116578;C8orf58:133392;PDLIM2:136576;LOC101929237:140177;LOC124901907:157639;SORBS3:161754;LOC124901905:184098;PPP3CC:196400;RHOBTB2:249622	124901908	LOC124901908	uncharacterized LOC124901908	chr8	22690150	22798616	+	0
chr8:22973993:22974496	0.113558639055882	0.952174134352969	Heritable	chr8	22973993	22974496	504	*	dlpfc_vmr_4636	12	101929237;107986925;124901907;124901908;157310;23221;254896;286059;8793;8794;8795;8797	LOC101929237;LOC107986925;LOC124901907;LOC124901908;LOC254896;PEBP4;RHOBTB2;TNFRSF10A;TNFRSF10B;TNFRSF10B-AS1;TNFRSF10C;TNFRSF10D	phosphatidylethanolamine binding protein 4;Rho related BTB domain containing 2;TNF receptor superfamily member 10a;TNF receptor superfamily member 10b;TNF receptor superfamily member 10c;TNF receptor superfamily member 10d;TNFRSF10B antisense RNA 1;uncharacterized LOC101929237;uncharacterized LOC107986925;uncharacterized LOC124901907;uncharacterized LOC124901908;uncharacterized LOC254896	PEBP4:0;RHOBTB2:12920;TNFRSF10B:45636;LOC124901907:76179;LOC101929237:85970;TNFRSF10B-AS1:93732;LOC254896:109858;TNFRSF10C:128424;TNFRSF10D:161091;LOC124901908:175376;LOC107986925:215800;TNFRSF10A:215955	157310	PEBP4	phosphatidylethanolamine binding protein 4	chr8	22713251	23000000	-	0
chr8:23018078:23018586	0.0758982246901312	0.957063797461213	Non-heritable	chr8	23018078	23018586	509	*	dlpfc_vmr_4637	13	101929237;124901907;124901908;157310;23221;254896;286059;389641;8793;8794;8795;8797;91782	CHMP7;LOC101929237;LOC124901907;LOC124901908;LOC254896;PEBP4;RHOBTB2;TNFRSF10A;TNFRSF10A-DT;TNFRSF10B;TNFRSF10B-AS1;TNFRSF10C;TNFRSF10D	charged multivesicular body protein 7;phosphatidylethanolamine binding protein 4;Rho related BTB domain containing 2;TNF receptor superfamily member 10a;TNF receptor superfamily member 10b;TNF receptor superfamily member 10c;TNF receptor superfamily member 10d;TNFRSF10A divergent transcript;TNFRSF10B antisense RNA 1;uncharacterized LOC101929237;uncharacterized LOC124901907;uncharacterized LOC124901908;uncharacterized LOC254896	RHOBTB2:0;TNFRSF10B:1546;PEBP4:18077;TNFRSF10B-AS1:49642;LOC254896:65768;TNFRSF10C:84334;TNFRSF10D:117001;LOC124901907:120264;LOC101929237:130055;TNFRSF10A:171865;TNFRSF10A-DT:206634;LOC124901908:219461;CHMP7:225050	23221	RHOBTB2	Rho related BTB domain containing 2	chr8	22987417	23020509	+	0
chr8:23070928:23071359	0.0930784286566329	0.938348902736422	Non-heritable	chr8	23070928	23071359	432	*	dlpfc_vmr_4638	14	101929237;124901907;157310;203069;23221;254896;286059;389641;4017;8793;8794;8795;8797;91782	CHMP7;LOC101929237;LOC124901907;LOC254896;LOXL2;PEBP4;R3HCC1;RHOBTB2;TNFRSF10A;TNFRSF10A-DT;TNFRSF10B;TNFRSF10B-AS1;TNFRSF10C;TNFRSF10D	charged multivesicular body protein 7;lysyl oxidase like 2;phosphatidylethanolamine binding protein 4;R3H domain and coiled-coil containing 1;Rho related BTB domain containing 2;TNF receptor superfamily member 10a;TNF receptor superfamily member 10b;TNF receptor superfamily member 10c;TNF receptor superfamily member 10d;TNFRSF10A divergent transcript;TNFRSF10B antisense RNA 1;uncharacterized LOC101929237;uncharacterized LOC124901907;uncharacterized LOC254896	TNFRSF10B-AS1:0;TNFRSF10B:1896;LOC254896:12995;TNFRSF10C:31561;RHOBTB2:50418;TNFRSF10D:64228;PEBP4:70927;TNFRSF10A:119092;TNFRSF10A-DT:153861;CHMP7:172277;LOC124901907:173114;LOC101929237:182905;R3HCC1:198760;LOXL2:225537	286059	TNFRSF10B-AS1	TNFRSF10B antisense RNA 1	chr8	23068229	23083619	+	0
chr8:23523551:23524740	0.110462639393099	0.916616009001892	Heritable	chr8	23523551	23524740	1190	*	dlpfc_vmr_4639	11	100507156;101929258;105379327;107986930;121009645;137814;203069;4017;4824;51312;9583	ENTPD4;ENTPD4-DT;LOC101929258;LOC105379327;LOC107986930;LOXL2;LOXL2-AS1;NKX2-6;NKX3-1;R3HCC1;SLC25A37	ectonucleoside triphosphate diphosphohydrolase 4;ENTPD4 divergent transcript;LOXL2 antisense RNA 1;lysyl oxidase like 2;NK2 homeobox 6;NK3 homeobox 1;R3H domain and coiled-coil containing 1;solute carrier family 25 member 37;uncharacterized LOC101929258;uncharacterized LOC105379327;uncharacterized LOC107986930	SLC25A37:4215;ENTPD4-DT:28653;LOC105379327:29352;ENTPD4:65855;LOXL2:98222;NKX3-1:153956;LOXL2-AS1:157425;NKX2-6:176999;LOC107986930:182400;LOC101929258:189325;R3HCC1:227271	51312	SLC25A37	solute carrier family 25 member 37	chr8	23528956	23575463	+	4215
chr8:24229303:24229830	0.0937587749706046	0.873944842984754	Non-heritable	chr8	24229303	24229830	528	*	dlpfc_vmr_4640	4	101929294;10863;27299;8756	ADAM28;ADAM7;ADAM7-AS1;ADAMDEC1	ADAM like decysin 1;ADAM metallopeptidase domain 28;ADAM metallopeptidase domain 7;ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	ADAM28:64238;ADAM7-AS1:65983;ADAMDEC1:154454;ADAM7:211099	10863	ADAM28	ADAM metallopeptidase domain 28	chr8	24294069	24359014	+	64238
chr8:24911505:24912676	0.0653815783802194	0.873716218510276	Non-heritable	chr8	24911505	24912676	1172	*	dlpfc_vmr_4641	5	101929294;102465506;105379330;4741;4747	ADAM7-AS1;LOC105379330;MIR6841;NEFL;NEFM	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1;microRNA 6841;neurofilament light chain;neurofilament medium chain;uncharacterized LOC105379330	ADAM7-AS1:0;NEFM:1081;NEFL:38278;MIR6841:41119;LOC105379330:79325	101929294	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	chr8	24295814	24912073	-	0
chr8:24943103:24943195	0.141158971521871	0.9023685202874	Heritable	chr8	24943103	24943195	93	*	dlpfc_vmr_4642	7	101929294;102465506;105379330;124901912;4741;4747;80005	ADAM7-AS1;DOCK5;LOC105379330;LOC124901912;MIR6841;NEFL;NEFM	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1;dedicator of cytokinesis 5;microRNA 6841;neurofilament light chain;neurofilament medium chain;uncharacterized LOC105379330;uncharacterized LOC124901912	NEFL:7759;MIR6841:10600;NEFM:24004;ADAM7-AS1:31029;LOC105379330:48806;LOC124901912:235917;DOCK5:241493	4747	NEFL	neurofilament light chain	chr8	24950955	24956612	-	7759
chr8:24961398:24961849	0.0883982850417749	0.902939137362224	Non-heritable	chr8	24961398	24961849	452	*	dlpfc_vmr_4643	7	101929294;102465506;105379330;124901912;4741;4747;80005	ADAM7-AS1;DOCK5;LOC105379330;LOC124901912;MIR6841;NEFL;NEFM	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1;dedicator of cytokinesis 5;microRNA 6841;neurofilament light chain;neurofilament medium chain;uncharacterized LOC105379330;uncharacterized LOC124901912	NEFL:4785;MIR6841:7530;LOC105379330:30152;NEFM:42299;ADAM7-AS1:49324;LOC124901912:217263;DOCK5:222839	4747	NEFL	neurofilament light chain	chr8	24950955	24956612	-	4785
chr8:25185896:25186575	0.0587943875105838	0.90586396888449	Non-heritable	chr8	25185896	25186575	680	*	dlpfc_vmr_4644	8	102465506;102465527;105379330;124901912;2796;4747;54793;80005	DOCK5;GNRH1;KCTD9;LOC105379330;LOC124901912;MIR6841;MIR6876;NEFL	dedicator of cytokinesis 5;gonadotropin releasing hormone 1;microRNA 6841;microRNA 6876;neurofilament light chain;potassium channel tetramerization domain containing 9;uncharacterized LOC105379330;uncharacterized LOC124901912	DOCK5:0;LOC124901912:1661;MIR6876:158826;LOC105379330:176118;NEFL:229283;MIR6841:232028;GNRH1:232682;KCTD9:241271	80005	DOCK5	dedicator of cytokinesis 5	chr8	25184689	25418082	+	0
chr8:25213148:25213270	0.125188891721695	0.908156714608514	Heritable	chr8	25213148	25213270	123	*	dlpfc_vmr_4645	8	102465527;105379330;124901912;124901913;157313;2796;54793;80005	CDCA2;DOCK5;GNRH1;KCTD9;LOC105379330;LOC124901912;LOC124901913;MIR6876	cell division cycle associated 2;dedicator of cytokinesis 5;gonadotropin releasing hormone 1;microRNA 6876;potassium channel tetramerization domain containing 9;uncharacterized LOC105379330;uncharacterized LOC124901912;uncharacterized LOC124901913	DOCK5:0;LOC124901912:28913;MIR6876:132131;LOC105379330:203370;GNRH1:205987;KCTD9:214576;LOC124901913:232879;CDCA2:245928	80005	DOCK5	dedicator of cytokinesis 5	chr8	25184689	25418082	+	0
chr8:25214259:25215557	0.160015393184202	0.910255303857441	Heritable	chr8	25214259	25215557	1299	*	dlpfc_vmr_4646	8	102465527;105379330;124901912;124901913;157313;2796;54793;80005	CDCA2;DOCK5;GNRH1;KCTD9;LOC105379330;LOC124901912;LOC124901913;MIR6876	cell division cycle associated 2;dedicator of cytokinesis 5;gonadotropin releasing hormone 1;microRNA 6876;potassium channel tetramerization domain containing 9;uncharacterized LOC105379330;uncharacterized LOC124901912;uncharacterized LOC124901913	DOCK5:0;LOC124901912:30024;MIR6876:129844;GNRH1:203700;LOC105379330:204481;KCTD9:212289;LOC124901913:230592;CDCA2:243641	80005	DOCK5	dedicator of cytokinesis 5	chr8	25184689	25418082	+	0
chr8:25308105:25309107	0.0948121374984928	0.898428745434307	Non-heritable	chr8	25308105	25309107	1003	*	dlpfc_vmr_4647	7	102465527;124901912;124901913;157313;2796;54793;80005	CDCA2;DOCK5;GNRH1;KCTD9;LOC124901912;LOC124901913;MIR6876	cell division cycle associated 2;dedicator of cytokinesis 5;gonadotropin releasing hormone 1;microRNA 6876;potassium channel tetramerization domain containing 9;uncharacterized LOC124901912;uncharacterized LOC124901913	DOCK5:0;MIR6876:36294;GNRH1:110150;KCTD9:118739;LOC124901912:123870;LOC124901913:137042;CDCA2:150091	80005	DOCK5	dedicator of cytokinesis 5	chr8	25184689	25418082	+	0
chr8:25687818:25688722	0.0410446673035997	0.878547476022019	Non-heritable	chr8	25687818	25688722	905	*	dlpfc_vmr_4648	6	105379332;124901913;124901915;157313;54793;64641	CDCA2;EBF2;KCTD9;LOC105379332;LOC124901913;LOC124901915	cell division cycle associated 2;EBF transcription factor 2;potassium channel tetramerization domain containing 9;uncharacterized LOC105379332;uncharacterized LOC124901913;uncharacterized LOC124901915	LOC105379332:0;LOC124901915:145406;EBF2:153002;CDCA2:179906;KCTD9:229341;LOC124901913:237206	105379332	LOC105379332	uncharacterized LOC105379332	chr8	25593197	25688786	+	0
chr8:26203120:26205701	0.073265003478253	0.91141282756668	Non-heritable	chr8	26203120	26205701	2582	*	dlpfc_vmr_4649	4	157489;5520;64641;665	BNIP3L;EBF2;PPP2R2A;SDAD1P1	BCL2 interacting protein 3 like;EBF transcription factor 2;protein phosphatase 2 regulatory subunit Balpha;SDA1 domain containing 1 pseudogene 1	PPP2R2A:85806;EBF2:157706;SDAD1P1:170211;BNIP3L:177352	5520	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	chr8	26291508	26372680	+	85806
chr8:26271736:26272336	0.11934701411021	0.920444432077528	Heritable	chr8	26271736	26272336	601	*	dlpfc_vmr_4650	6	10687;157489;1808;5520;64641;665	BNIP3L;DPYSL2;EBF2;PNMA2;PPP2R2A;SDAD1P1	BCL2 interacting protein 3 like;dihydropyrimidinase like 2;EBF transcription factor 2;PNMA family member 2;protein phosphatase 2 regulatory subunit Balpha;SDA1 domain containing 1 pseudogene 1	PPP2R2A:19171;SDAD1P1:103576;BNIP3L:110717;EBF2:226322;PNMA2:232364;DPYSL2:241694	5520	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	chr8	26291508	26372680	+	19171
chr8:26293922:26294417	0.0733638815516971	0.893925596444188	Non-heritable	chr8	26293922	26294417	496	*	dlpfc_vmr_4651	6	10687;157489;1808;5520;64641;665	BNIP3L;DPYSL2;EBF2;PNMA2;PPP2R2A;SDAD1P1	BCL2 interacting protein 3 like;dihydropyrimidinase like 2;EBF transcription factor 2;PNMA family member 2;protein phosphatase 2 regulatory subunit Balpha;SDA1 domain containing 1 pseudogene 1	PPP2R2A:0;SDAD1P1:81495;BNIP3L:88636;PNMA2:210283;DPYSL2:219613;EBF2:248508	5520	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	chr8	26291508	26372680	+	0
chr8:26374125:26374357	0.15403561577746	0.935182016274413	Heritable	chr8	26374125	26374357	233	*	dlpfc_vmr_4652	5	10687;157489;1808;5520;665	BNIP3L;DPYSL2;PNMA2;PPP2R2A;SDAD1P1	BCL2 interacting protein 3 like;dihydropyrimidinase like 2;PNMA family member 2;protein phosphatase 2 regulatory subunit Balpha;SDA1 domain containing 1 pseudogene 1	PPP2R2A:1444;SDAD1P1:1555;BNIP3L:8696;PNMA2:130343;DPYSL2:139673	5520	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	chr8	26291508	26372680	+	1444
chr8:26581434:26581616	0.074898018638438	0.838968484348144	Non-heritable	chr8	26581434	26581616	183	*	dlpfc_vmr_4653	6	10687;148;157489;1808;5520;665	ADRA1A;BNIP3L;DPYSL2;PNMA2;PPP2R2A;SDAD1P1	adrenoceptor alpha 1A;BCL2 interacting protein 3 like;dihydropyrimidinase like 2;PNMA family member 2;protein phosphatase 2 regulatory subunit Balpha;SDA1 domain containing 1 pseudogene 1	DPYSL2:0;PNMA2:67341;BNIP3L:75797;ADRA1A:166533;SDAD1P1:198445;PPP2R2A:208753	1808	DPYSL2	dihydropyrimidinase like 2	chr8	26514031	26658178	+	0
chr8:27249117:27249993	0.10650516355439	0.866133743806747	Heritable	chr8	27249117	27249993	877	*	dlpfc_vmr_4654	8	100313884;102465507;105379340;1135;2053;2185;23087;81551	CHRNA2;EPHX2;LOC105379340;MIR548H4;MIR6842;PTK2B;STMN4;TRIM35	cholinergic receptor nicotinic alpha 2 subunit;epoxide hydrolase 2;microRNA 548h-4;microRNA 6842;protein tyrosine kinase 2 beta;stathmin 4;tripartite motif containing 35;uncharacterized LOC105379340	STMN4:0;TRIM35:34892;LOC105379340:38333;PTK2B:61488;MIR6842:183376;MIR548H4:200153;CHRNA2:209762;EPHX2:240787	81551	STMN4	stathmin 4	chr8	27235308	27258420	-	0
chr8:27325768:27327371	0.051659972147543	0.803042806298966	Non-heritable	chr8	27325768	27327371	1604	*	dlpfc_vmr_4655	7	102465507;105379340;1135;2053;2185;23087;81551	CHRNA2;EPHX2;LOC105379340;MIR6842;PTK2B;STMN4;TRIM35	cholinergic receptor nicotinic alpha 2 subunit;epoxide hydrolase 2;microRNA 6842;protein tyrosine kinase 2 beta;stathmin 4;tripartite motif containing 35;uncharacterized LOC105379340	PTK2B:0;TRIM35:14495;STMN4:67347;MIR6842:105998;LOC105379340:114984;CHRNA2:132384;EPHX2:163409	2185	PTK2B	protein tyrosine kinase 2 beta	chr8	27311482	27459391	+	0
chr8:27490060:27490563	0.0568276052870601	0.852940207720947	Non-heritable	chr8	27490060	27490563	504	*	dlpfc_vmr_4656	13	100500858;100500871;102465507;102465508;107986934;1135;1191;2053;2185;23087;51435;55246;81551	CCDC25;CHRNA2;CLU;EPHX2;LOC107986934;MIR3622A;MIR3622B;MIR6842;MIR6843;PTK2B;SCARA3;STMN4;TRIM35	cholinergic receptor nicotinic alpha 2 subunit;clusterin;coiled-coil domain containing 25;epoxide hydrolase 2;microRNA 3622a;microRNA 3622b;microRNA 6842;microRNA 6843;protein tyrosine kinase 2 beta;scavenger receptor class A member 3;stathmin 4;tripartite motif containing 35;uncharacterized LOC107986934	EPHX2:217;CHRNA2:10176;PTK2B:30668;MIR6842:56625;CLU:106353;MIR6843:120037;SCARA3:143304;TRIM35:178787;MIR3622A:210630;MIR3622B:211109;STMN4:231639;LOC107986934:242351;CCDC25:242752	2053	EPHX2	epoxide hydrolase 2	chr8	27490781	27545564	+	217
