seqnames	start	end	h2_category	hg38_genes_1to5kb	hg38_genes_introns	hg38_cpg_inter	hg38_genes_promoters	hg38_cpg_shores	hg38_genes_exons	hg38_genes_intergenic	hg38_cpg_islands	hg38_enhancers_fantom	hg38_genes_5UTRs	hg38_genes_3UTRs	hg38_cpg_shelves
chr9	106621201	106621860	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	106921112	106922019	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	107733066	107733495	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	107918795	107919660	Non-heritable	0	0	1	1	0	1	1	0	0	0	0	0
chr9	108708391	108709556	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	110172532	110173068	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	110393798	110394695	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	110767850	110769074	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	111034560	111035524	Non-heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr9	111387318	111388298	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	112347542	112348224	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	112348672	112349015	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	112378304	112378924	Heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr9	112488257	112490030	Heritable	1	1	0	0	1	0	0	0	0	0	0	1
chr9	112747209	112748223	Non-heritable	1	0	0	0	0	0	0	0	1	0	0	1
chr9	112890240	112890270	Non-heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	113011458	113011729	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	113058989	113059869	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr9	113061255	113063389	Heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr9	113088940	113090551	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr9	113111511	113112951	Non-heritable	1	0	0	1	1	1	0	1	0	0	0	0
chr9	113151937	113154415	Non-heritable	0	1	0	0	1	1	0	0	1	0	0	1
chr9	113376044	113376416		0	1	0	1	1	1	0	0	0	1	0	0
chr9	113400504	113400620	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr9	113536178	113538656	Non-heritable	0	1	1	1	0	1	0	0	0	1	0	0
chr9	113543518	113544607	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	114004123	114004560	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	114117814	114118839	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	114249959	114250085	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	114499681	114501461		0	1	1	0	0	0	0	0	1	0	0	1
chr9	116696651	116697947	Heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr9	117642621	117643620	Heritable	1	1	1	1	0	1	0	0	0	0	0	0
chr9	117843782	117844592	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	119025896	119027659	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	120583806	120584211	Non-heritable	1	0	0	0	0	0	0	0	1	0	0	1
chr9	120842040	120842286	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr9	120843383	120843729	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr9	120915252	120916034	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr9	121261529	121262157	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	121267002	121267413	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr9	121529409	121529956	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	121566950	121567235	Heritable	0	1	1	1	0	1	0	0	0	1	0	0
chr9	121699992	121701465	Non-heritable	0	1	0	1	1	1	0	0	1	1	0	0
chr9	121750600	121751173	Non-heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr9	121897562	121898294	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	122406184	122406840	Heritable	1	1	1	1	0	1	0	0	1	0	0	0
chr9	122564233	122565416	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	122819575	122820321	Non-heritable	0	1	1	0	0	1	0	0	0	0	1	0
chr9	122929884	122930656	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	123454007	123454275	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	123641640	123642942	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	124006966	124007711		1	1	0	0	1	1	0	0	0	0	0	0
chr9	124014083	124014488		1	1	0	1	1	1	0	0	0	0	0	0
chr9	124015848	124017020		0	1	0	0	0	0	0	1	0	0	0	0
chr9	124046021	124046125		0	0	0	0	1	0	1	0	0	0	0	0
chr9	124150682	124152136		0	0	1	0	0	0	1	0	0	0	0	0
chr9	124190651	124191608		0	0	1	0	0	0	1	0	0	0	0	0
chr9	124195271	124195992	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	124259025	124259472	Heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr9	124520111	124520544	Non-heritable	1	0	1	0	0	1	0	0	0	0	1	0
chr9	124768865	124769476	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr9	124838810	124838989	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	125199724	125199840	Non-heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr9	125261246	125261342	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr9	125397791	125398156	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	125541515	125542589	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	125748833	125749161	Heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr9	125889061	125889286	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	125959940	125961753	Heritable	0	1	1	0	0	1	0	0	0	0	1	0
chr9	126107463	126108331	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	126275748	126276614	Heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr9	126297786	126299097	Non-heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr9	126307340	126308123	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	126338020	126339147	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	126375532	126377809	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr9	126405591	126406095	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	126517605	126518162	Non-heritable	1	1	0	1	0	0	0	0	0	0	0	1
chr9	126761315	126761560	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	126879385	126879596	Non-heritable	0	1	1	0	0	1	0	0	0	1	0	0
chr9	127545619	127546083	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr9	127698857	127699390	Non-heritable	1	1	0	0	1	0	0	1	1	0	0	0
chr9	127741856	127742974	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	127780610	127780736	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr9	127809689	127809979	Heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr9	127948992	127949760	Non-heritable	1	1	1	1	0	0	0	0	0	0	0	1
chr9	128099095	128099246	Non-heritable	1	1	1	0	0	1	0	0	0	1	0	0
chr9	128138474	128140270	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	128192474	128193508	Heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr9	128373913	128374903	Heritable	0	1	0	0	0	0	0	0	1	0	0	1
chr9	128382878	128384006	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr9	128390080	128394741	Non-heritable	1	0	0	1	1	1	0	1	0	0	1	0
chr9	128405195	128406236	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	128408609	128409853	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr9	128553861	128556169	Heritable	1	1	0	0	1	1	0	0	1	1	0	1
chr9	128805690	128805946	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	129425430	129426429	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	129427223	129428129	Heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr9	129923810	129924119	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	130209362	130209550	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	130473677	130474212	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	130500611	130501025	Non-heritable	0	1	1	0	0	1	0	0	0	0	1	0
chr9	130535229	130535533	Non-heritable	1	0	0	0	1	0	0	0	0	0	0	1
chr9	130536397	130537027	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr9	130824018	130825333	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	130836391	130838723	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr9	130842828	130843427		0	1	1	0	0	0	0	0	0	0	0	0
chr9	130860963	130861479		0	1	0	0	1	0	0	0	1	0	0	0
chr9	130908161	130908437	Heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr9	130912970	130913562	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	131097439	131098331	Non-heritable	0	1	0	1	1	1	0	0	0	1	0	0
chr9	131107716	131108039	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr9	131111675	131112674	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	131214425	131214938	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	131336216	131336571	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	131359532	131359886	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	131402144	131402307	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	131408398	131408907	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	131412461	131412654	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	131422528	131422757	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	131517814	131518264	Non-heritable	1	1	1	1	0	1	0	0	0	0	0	0
chr9	131608658	131608958	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	131660522	131660684	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	131858287	131858493	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	132069227	132069691	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	132163973	132164559	Heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr9	132185356	132185796	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	132485700	132485846	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	132556746	132556994	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	132608915	132609387	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	132833766	132834030	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	132897892	132898274		0	1	1	0	0	0	0	0	0	0	0	0
chr9	133050085	133050920		1	1	1	0	0	1	0	0	0	0	0	0
chr9	133128923	133129225		0	1	1	0	0	1	0	0	0	0	0	0
chr9	133137885	133138565		0	1	1	0	0	0	0	0	0	0	0	0
chr9	133185106	133186134	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	133199713	133200184	Non-heritable	0	0	0	0	1	0	1	1	1	0	0	0
chr9	133245518	133245875	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	133390351	133391974	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr9	133453648	133453861	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	133509649	133509984	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	133513937	133514800	Heritable	0	1	1	0	0	1	1	0	0	0	1	0
chr9	133527074	133527985	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	133655413	133655594	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	133701452	133701600	Heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr9	133789137	133789970	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	133792557	133792762	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	133805363	133805666	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	133873493	133873711	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr9	133916186	133916626	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	133917670	133917878	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	134014576	134014773	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr9	134069143	134069422	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr9	134158140	134158482	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	1
chr9	134258382	134259048	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	134384967	134385745	Non-heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr9	134488959	134489187	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	134544279	134544624	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	134622928	134623379	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	134627820	134628143	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	134717392	134717615	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	134792660	134793173	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	134863363	134863777	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr9	134957328	134957750	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	135040866	135041221	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	135089668	135089824	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	135198912	135199288	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	135216954	135217336	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	135256593	135257265	Non-heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr9	135307244	135307617	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	135358209	135358315	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	135422524	135422846	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	135545788	135546110	Heritable	0	0	0	1	0	0	0	0	0	0	0	1
chr9	135603593	135603783	Non-heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	135611446	135612005	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	135981021	135981173	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr9	136045354	136045683	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	136085938	136086275	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr9	136109115	136109260	Heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr9	136204437	136204555	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr9	136345217	136345715	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	136347336	136347811	Heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr9	136494926	136495004	Heritable	0	0	0	0	1	1	0	0	0	0	1	1
chr9	136511949	136512641	Non-heritable	1	1	0	0	1	0	0	0	1	0	0	0
chr9	136526190	136526849	Heritable	1	1	0	0	1	0	0	1	1	0	0	0
chr9	136541702	136542573	Non-heritable	1	1	0	1	0	0	0	0	0	0	0	1
chr9	136590620	136590706	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	136596510	136597093	Non-heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr9	136599879	136600004	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr9	136741023	136741463	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr9	136742706	136742993	Heritable	1	1	0	1	0	1	0	0	0	1	1	1
chr9	136769789	136770732	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr9	136786511	136786763	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr9	136866814	136867008	Heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr9	136975693	136975786	Heritable	1	1	0	0	1	0	0	0	0	0	0	1
chr9	137022148	137023871	Heritable	1	1	0	0	1	1	0	1	0	0	0	0
chr9	137055617	137055968	Non-heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr9	137194487	137195740	Heritable	0	1	1	1	0	1	0	0	0	0	0	1
chr9	137197070	137197247	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	1
chr9	137198362	137199067	Heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr9	137262246	137262508	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	137278882	137279769	Heritable	0	0	0	0	0	1	0	1	0	0	0	0
chr9	137318969	137319357	Non-heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr9	137370645	137371319	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr9	137461711	137462244	Heritable	1	1	0	0	1	1	0	1	0	0	0	0
chr9	137575526	137575708	Heritable	0	1	0	1	0	1	0	0	0	0	0	1
chr9	137740389	137740599	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	137764280	137765338	Non-heritable	0	1	1	0	0	1	0	0	0	0	1	0
chr9	137781024	137781069	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr9	137786526	137786727	Heritable	1	1	0	0	1	1	0	0	0	0	0	1
chr9	137793663	137793827	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	137820146	137820610	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	137847044	137847305	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	138023874	138024081	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr9	138147767	138148158	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr9	138220957	138221012	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr10	73472	73557		0	1	0	0	1	0	0	0	0	0	0	0
chr10	241424	241811		1	1	1	0	0	1	0	0	0	0	0	0
chr10	293021	293404		0	1	1	0	0	0	0	0	0	0	0	0
chr10	323434	323813		0	1	0	0	1	0	0	1	0	0	0	0
chr10	394104	395056		1	1	1	0	0	0	0	0	0	0	0	1
chr10	486417	487133		0	1	0	0	1	1	0	0	0	0	0	0
chr10	514114	514281	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	576130	576342	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	580828	581739	Non-heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr10	604879	605309	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr10	607891	608854	Heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr10	614353	615946	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	622466	623742	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr10	627062	627650	Heritable	1	1	1	1	0	0	0	0	0	0	0	1
chr10	628469	628813	Heritable	0	1	0	1	0	1	0	0	0	0	0	1
chr10	630589	631048	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr10	633371	633459	Non-heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr10	635099	635849	Heritable	0	1	0	0	1	0	0	0	0	0	0	1
chr10	639602	639882		0	1	0	0	1	0	0	0	0	0	0	0
chr10	654433	655678	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr10	662816	664443	Heritable	0	1	1	1	0	1	0	0	0	0	0	0
chr10	789003	789972	Heritable	0	0	1	0	0	0	1	0	0	0	0	1
chr10	947149	947368	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	1034873	1035605	Non-heritable	1	1	1	1	0	1	0	0	0	0	0	0
chr10	1047631	1047762	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr10	1181075	1181329	Non-heritable	0	1	0	0	0	1	0	0	0	0	1	1
chr10	1187120	1187754	Heritable	1	1	0	1	1	0	0	0	0	0	0	1
chr10	1200396	1201144	Non-heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr10	1240284	1240639	Heritable	0	1	0	1	1	1	0	0	0	0	0	0
chr10	1263856	1264684	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	1293510	1293977	Heritable	0	1	1	1	0	0	0	0	1	0	0	0
chr10	1316184	1316659	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	1327294	1327881	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr10	1363307	1363566	Heritable	1	0	0	0	0	1	0	1	0	0	0	0
chr10	1368747	1370215	Heritable	0	1	1	0	0	0	0	0	0	0	0	1
chr10	1468672	1469622	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	1663909	1664205	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	1753753	1755070	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	2251600	2252327	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	2278409	2278761	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	2286274	2286894	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	2335511	2335869	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	2501272	2501838	Heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr10	2773355	2773796	Heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr10	3095655	3095899	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr10	3107217	3107768	Heritable	0	1	0	0	1	1	0	0	0	0	1	0
chr10	3169278	3169952	Non-heritable	0	1	0	0	0	1	0	0	0	0	0	1
chr10	3270561	3271148	Non-heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr10	3281942	3282258	Heritable	1	0	1	0	0	0	0	0	0	0	0	0
chr10	3399040	3399328	Non-heritable	0	1	1	0	0	1	0	0	1	0	0	0
chr10	3406529	3406977	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	3471567	3472634	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	3500436	3500828	Heritable	0	1	1	1	0	1	0	0	1	0	0	0
chr10	3516323	3516693	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	3570369	3570998	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	3779821	3781385	Non-heritable	1	1	0	1	1	1	0	0	0	0	1	0
chr10	4315990	4316782	Heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr10	4815247	4815376		0	1	1	0	0	0	0	0	0	0	0	0
chr10	4820773	4821553		1	1	1	0	0	0	0	0	0	0	0	0
chr10	4825998	4826046		0	1	0	1	0	0	0	1	0	0	0	0
chr10	5238450	5240778	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	5276982	5279146	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr10	5370814	5370920	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	5667143	5667345	Non-heritable	0	0	0	1	1	0	0	0	0	0	0	0
chr10	5840438	5840961	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr10	6174663	6175093	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	6247180	6247732	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr10	6580941	6582173	Non-heritable	1	1	0	1	1	1	0	0	0	0	0	0
chr10	6603247	6603875	Non-heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr10	6987812	6988359	Non-heritable	0	1	1	1	0	0	0	0	1	0	0	0
chr10	7397644	7397947	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	7433135	7433711	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	7564326	7564674	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	10157082	10157472	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	10461260	10461712	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr10	11007535	11009301	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	11019280	11020522	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr10	11021573	11022263	Non-heritable	0	1	0	0	0	0	0	0	0	0	0	1
chr10	11166623	11166977	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr10	11336196	11336768	Heritable	0	0	1	0	0	1	1	0	0	0	1	0
chr10	11339430	11339855	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	11379507	11380217	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	11869676	11870467	Heritable	0	1	0	0	1	1	0	1	0	1	1	0
chr10	12405523	12406088	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	12634644	12634785	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	13272285	13272880	Non-heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	13496020	13496533	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	13706927	13708466	Heritable	1	1	1	1	0	1	0	0	0	1	0	0
chr10	13834687	13834977	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	13885627	13886167	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	14481543	14481838	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	14539984	14540416		0	1	1	0	0	0	0	0	0	0	0	0
chr10	14543170	14544739		0	1	1	0	0	0	0	0	0	0	0	0
chr10	14555949	14556290	Heritable	1	1	1	1	0	1	0	0	0	1	0	0
chr10	14560367	14560621	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr10	14563542	14565464	Heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr10	14568082	14572017	Non-heritable	0	1	1	1	0	1	0	0	1	1	0	0
chr10	14579819	14581231	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	14601921	14602883	Heritable	0	1	0	0	1	1	0	0	0	0	0	0
chr10	14625357	14626366	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	14958618	14958890	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr10	14973638	14974433	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	15167075	15167547	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr10	15254347	15254973	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr10	15515279	15515510		0	0	1	0	0	1	0	0	0	0	1	0
chr10	16832793	16833181	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	16986669	16987243	Non-heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr10	18203228	18204367	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	18497844	18498691	Heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr10	19629578	19629805	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr10	20110624	20111140	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr10	21172087	21172382	Heritable	1	1	0	0	1	1	0	0	0	0	0	0
chr10	21388123	21388554	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr10	21518323	21519255	Heritable	1	0	0	1	1	1	0	0	0	1	0	0
chr10	21524346	21524745	Non-heritable	1	1	0	1	1	1	0	0	0	1	0	0
chr10	21528792	21529537	Non-heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr10	21976385	21977135	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr10	22253669	22254648	Non-heritable	1	0	0	0	1	1	0	1	0	0	0	0
chr10	22319913	22320076	Heritable	1	1	0	0	1	1	0	0	0	0	1	0
chr10	22454040	22454613	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
