seqnames	start	end	h2_category	hg38_genes_promoters	hg38_cpg_inter	hg38_genes_intergenic	hg38_genes_1to5kb	hg38_genes_introns	hg38_cpg_shores	hg38_genes_exons	hg38_cpg_islands	hg38_enhancers_fantom	hg38_cpg_shelves	hg38_genes_5UTRs	hg38_genes_3UTRs
chr7	158973496	158973792	Heritable	0	0	1	0	0	0	0	1	0	0	0	0
chr7	158996927	158997737	Heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr7	159112372	159112686	Heritable	0	0	0	0	1	1	0	1	1	0	0	0
chr8	266524	267304		0	0	0	0	1	1	0	1	0	0	0	0
chr8	352862	353317		0	1	1	0	0	0	0	0	0	0	0	0
chr8	385341	385426		0	1	0	1	0	0	0	0	0	0	0	0
chr8	392058	392169		0	1	1	0	0	0	0	0	0	0	0	0
chr8	649623	650464	Heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr8	687264	687475	Non-heritable	1	0	0	0	1	1	0	1	0	0	0	0
chr8	702158	702403	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	859818	860342	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	901926	902507	Non-heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr8	996491	996933	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1032786	1033261	Non-heritable	0	0	0	0	1	1	1	0	0	0	0	0
chr8	1065186	1065617	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1068082	1068810	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1163792	1164266	Non-heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr8	1364427	1364926	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	1372620	1373561	Heritable	1	0	0	1	1	1	0	1	1	0	0	0
chr8	1376097	1376608	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr8	1416744	1417949	Heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr8	1456719	1457577	Heritable	0	0	0	0	1	1	0	1	0	0	0	0
chr8	1464178	1464505	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1486443	1487194	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr8	1491832	1492311	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	1607538	1607629	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1746344	1746731	Non-heritable	0	1	1	0	0	0	0	0	1	0	0	0
chr8	1762608	1762798	Heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr8	1809267	1810119	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1838098	1838522	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr8	1847549	1848273	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	1858948	1859480	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr8	1863379	1863513	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1879961	1880731	Non-heritable	0	0	0	1	1	1	1	0	0	1	0	1
chr8	1896164	1896864	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr8	1899443	1900051	Heritable	0	1	0	1	1	0	0	0	1	0	0	0
chr8	1914906	1915208	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1953120	1953498	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	1957501	1958431	Non-heritable	0	1	0	0	0	0	1	0	0	0	0	1
chr8	2020660	2020940	Non-heritable	0	0	0	1	0	0	0	0	1	1	0	0
chr8	2021484	2021861	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr8	2023554	2024570	Heritable	0	0	0	0	1	1	1	1	0	0	0	0
chr8	2086251	2086531	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	2126656	2128692	Heritable	1	0	0	1	1	1	1	1	0	0	0	0
chr8	2134153	2135322	Heritable	1	1	0	0	1	0	1	0	0	1	0	0
chr8	2184501	2185197	Heritable	0	0	1	0	0	0	0	0	0	1	0	0
chr8	2238674	2239653	Non-heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr8	2481183	2481460	Non-heritable	0	0	1	0	0	1	0	1	0	0	0	0
chr8	2622355	2624581	Heritable	1	1	0	1	1	0	1	0	0	0	0	0
chr8	2727330	2729042	Heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr8	2733559	2735767	Non-heritable	0	1	0	1	1	0	0	0	1	0	0	0
chr8	3358185	3358459	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	3563661	3564053	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	3738264	3739375	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	3950380	3951464	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	4142339	4144240	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	4591280	4592069	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	4662423	4662749	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	4812081	4813180	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	5140556	5141414	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	5303661	5303704	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	6134444	6134998	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	6463244	6464028	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	6483688	6484454	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	6661318	6661890	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	6835991	6836189	Heritable	1	0	0	0	0	1	1	0	0	0	0	0
chr8	7069751	7070262	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	7137338	7137955	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	7354966	7356477	Low prediction	1	0	0	1	0	1	1	1	0	0	0	1
chr8	7408162	7409171	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr8	7470894	7471270	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr8	7863585	7863708	Low prediction	0	1	0	0	1	0	1	0	0	0	0	1
chr8	7915239	7916721	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr8	8210250	8210751	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr8	8225297	8226944	Heritable	1	0	0	1	1	1	1	0	0	1	0	0
chr8	8228232	8230099	Low prediction	1	0	0	1	1	1	1	1	0	0	0	0
chr8	8324135	8325198	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	8384193	8384783	Non-heritable	0	0	0	0	1	1	0	0	1	0	0	0
chr8	8398878	8399570	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	8443386	8443800	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	8593911	8594330	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	8702524	8702731	Heritable	0	0	0	0	0	0	1	1	0	0	0	0
chr8	8804728	8805273	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	9151805	9151891	Non-heritable	1	0	0	1	0	1	1	1	0	0	0	0
chr8	9402399	9403129	Non-heritable	1	1	0	1	1	0	1	0	0	0	0	0
chr8	9829949	9831819	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	9902210	9902798	Heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr8	9933230	9933418	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	10333709	10333819	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	10398390	10398935	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	10511690	10511969	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	10760438	10761185	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	10764703	10765093	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr8	10803733	10804405	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	11198778	11199939	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr8	11348745	11349244	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr8	11641775	11642105	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	11744417	11744741	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	11746741	11747056	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr8	11806740	11807740	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr8	11886662	11887190	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	11902887	11903183	Heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr8	11956181	11956894	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	11985713	11986068	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	12709259	12709509	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	12774657	12775859	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	13096448	13096780	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr8	13100328	13101024	Non-heritable	1	1	0	1	1	0	1	0	0	0	1	0
chr8	13131007	13131574	Non-heritable	0	0	0	0	1	1	0	0	1	0	0	0
chr8	13168530	13169710	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	13275097	13275794	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	13578344	13579005	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	14481903	14482787	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	16512606	16513325	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr8	16832340	16832602	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	17163034	17163415	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	17410797	17412733	Non-heritable	0	0	0	0	1	1	0	0	0	1	0	0
chr8	17575784	17576116	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr8	17579026	17579645	Heritable	0	0	0	0	1	1	0	0	0	1	0	0
chr8	17628444	17629149	Heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr8	17661182	17662028	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	17692039	17695783	Non-heritable	1	1	0	1	1	0	1	0	0	0	0	0
chr8	17754137	17755273	Non-heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr8	17802100	17802789	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr8	17850078	17851744	Heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr8	18806366	18809088	Non-heritable	1	1	0	1	1	0	1	0	0	0	1	0
chr8	19372263	19374000	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr8	19460945	19461263	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	19754845	19756060	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	19938788	19939022	Non-heritable	1	0	0	0	1	1	1	0	0	0	1	0
chr8	20196474	20196565	Non-heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr8	21592087	21593068	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	22055661	22056052	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr8	22086596	22086792	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr8	22114539	22115120	Heritable	0	1	0	0	0	0	1	0	0	0	0	1
chr8	22131659	22132323	Heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr8	22132638	22132900	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr8	22155421	22155732	Non-heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr8	22157593	22158468	Heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr8	22160528	22160873	Non-heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr8	22212361	22212545	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	22442617	22442987	Heritable	0	0	0	0	1	1	0	0	1	0	0	0
chr8	22554778	22554959	Non-heritable	1	0	0	1	1	0	1	0	0	1	0	0
chr8	22737392	22737912	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	23070950	23071359	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr8	24229254	24229830	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	24961398	24962081	Non-heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr8	25121913	25124867	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	25186100	25186630	Heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr8	25213148	25213452	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	25214705	25215557	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	25308105	25309107	Non-heritable	1	1	0	1	1	0	1	0	0	0	0	0
chr8	25606267	25606724	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	25685112	25685808	Non-heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr8	25687818	25688722	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr8	26087585	26088685	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	26203120	26204252	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	26293818	26294868	Non-heritable	0	1	0	1	1	0	1	0	0	0	0	1
chr8	26373958	26374357	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	26580900	26582265	Non-heritable	0	0	0	0	1	1	1	0	0	1	1	0
chr8	26583670	26584469	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr8	26588204	26589692	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr8	26607854	26607991	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	26864979	26865214	Heritable	1	0	0	0	0	0	1	1	0	0	1	0
chr8	27248714	27249993	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	27254930	27257070	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr8	27258145	27258894	Heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr8	27274960	27275717	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	27326219	27327212	Non-heritable	1	0	0	0	1	1	1	0	0	0	1	0
chr8	27490060	27490563	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr8	27519297	27519687	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	27591944	27592091	Non-heritable	0	0	1	0	0	1	0	0	1	0	0	0
chr8	27636330	27637280	Heritable	0	0	0	0	1	0	0	0	1	1	0	0
chr8	27669693	27670228	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	28191694	28192506	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	28491352	28491867	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr8	28492673	28493257	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr8	28611853	28612274	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	29079159	29079610	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	29102434	29102690	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	29146366	29146756	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr8	29195692	29196190	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr8	29353479	29353715	Non-heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr8	29611319	29611935	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	30383032	30383585	Heritable	1	0	0	1	1	1	1	0	0	0	0	0
chr8	30600886	30601589	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	30731223	30731533	Non-heritable	0	0	0	1	1	0	1	0	0	1	1	0
chr8	32647612	32647716	Non-heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr8	33202715	33205030	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	33247205	33247756	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	33298315	33299510	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	33572344	33572602	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	35870558	35871019	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	37380977	37381244	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	37452647	37453240	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	38150037	38150432	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr8	38151153	38151620	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr8	38232901	38233047	Heritable	1	0	0	1	1	1	1	0	0	0	1	0
chr8	38317849	38317988	Heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr8	38512431	38512849	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr8	38722087	38722493	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr8	38788548	38788788	Heritable	0	0	0	0	1	1	1	0	0	0	1	0
chr8	38789234	38789883	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	39510945	39511534	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr8	39940054	39940343	Heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr8	40033902	40034350	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	40515855	40516971	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	40896725	40897320	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	41307553	41307844	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr8	41310218	41311279	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr8	41342346	41343315	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	41617074	41617342	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr8	41659374	41659985	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr8	41735999	41736827	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	42005175	42006148	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	42126367	42126581	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr8	42208293	42209914	Non-heritable	1	1	0	1	0	0	0	0	0	0	0	0
chr8	42334925	42335665	Low prediction	0	0	0	1	0	0	0	0	0	1	0	0
chr8	42416806	42417075	Low prediction	0	1	0	0	0	0	1	0	0	0	0	1
chr8	42898800	42899262	Low prediction	0	0	0	1	1	1	0	0	0	0	0	0
chr8	43077392	43078231	Low prediction	0	1	0	0	1	0	1	0	0	0	0	1
chr8	43092397	43092554	Low prediction	1	0	0	1	0	1	0	0	0	0	0	0
chr8	43277210	43277380	Low prediction	1	0	0	0	0	1	0	1	0	0	0	0
chr8	47262057	47262638	Low prediction	0	0	0	0	1	1	0	0	0	0	0	0
chr8	47735198	47736312	Low prediction	0	0	1	0	1	1	1	0	0	1	0	1
chr8	47763086	47763531	Low prediction	0	0	1	0	0	1	0	0	0	0	0	0
chr8	47852951	47853431	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr8	48007123	48007194	Low prediction	0	0	0	1	0	1	0	0	0	0	0	0
chr8	48430625	48431326	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr8	48514143	48515350	Heritable	0	0	1	0	0	1	0	1	1	0	0	0
chr8	49204724	49206725	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	49912758	49913895	Low prediction	0	0	0	1	1	0	0	0	0	1	0	0
chr8	51524969	51525517	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	52390243	52391080	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	52407848	52410082	Non-heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr8	52496197	52497720	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	53291561	53295262	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	53691727	53692438	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr8	53693659	53694878	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	53712158	53713641	Non-heritable	1	1	1	0	0	0	1	0	0	0	0	0
chr8	54134568	54134757	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr8	54174739	54174781	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	54383136	54383479	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	54453036	54453184	Low prediction	0	0	0	1	0	1	0	0	0	0	0	0
chr8	54553249	54553838	Non-heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr8	54554932	54555167	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr8	55939489	55939940	Heritable	1	1	0	0	1	0	0	0	0	0	0	0
chr8	56010750	56011109	Non-heritable	0	1	0	0	0	0	1	0	0	0	0	1
chr8	56117763	56118058	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr8	56212694	56212882	Non-heritable	0	0	0	1	1	1	1	0	0	0	1	0
chr8	57142293	57143773	Heritable	1	0	0	0	1	1	1	1	0	0	0	0
chr8	57206383	57207289	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	57214674	57215321	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr8	57279863	57281153	Heritable	0	0	0	0	1	1	1	1	0	0	0	0
chr8	57948883	57949738	Heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr8	58533770	58536013	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	59107740	59108562	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	59115212	59117143	Non-heritable	0	0	0	1	1	1	0	0	1	1	0	0
chr8	60404924	60405509	Non-heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr8	60413063	60413461	Non-heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr8	60713766	60714187	Non-heritable	0	0	0	0	1	1	0	1	1	0	0	0
chr8	60740087	60740730	Heritable	1	1	0	1	1	0	0	0	0	0	0	0
chr8	60865858	60867605	Non-heritable	0	1	0	0	0	0	1	0	0	0	0	1
chr8	60911796	60912930	Non-heritable	0	0	0	0	1	1	0	0	1	1	0	0
chr8	61013671	61014018	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	61022767	61022945	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	61340595	61341404	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	61711723	61713563	Heritable	0	0	0	1	1	1	0	0	1	1	0	0
chr8	61756570	61757402	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	62001487	62003313	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	62027110	62028074	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	64368606	64368928	Low prediction	1	0	0	1	0	1	1	0	0	0	0	0
chr8	64374448	64374826	Heritable	0	0	0	1	1	1	0	0	1	0	0	0
chr8	64378080	64378388	Heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr8	64579083	64579349	Low prediction	0	0	0	1	1	1	0	0	0	0	0	0
chr8	65585814	65586468	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr8	65761355	65763433	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr8	65871471	65871819	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	66439793	66439991	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	66493022	66493837	Non-heritable	1	1	0	1	1	0	1	0	0	0	1	0
chr8	66503835	66504906	Non-heritable	0	0	0	1	1	1	0	0	0	0	0	0
chr8	66506607	66507414	Non-heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr8	66664429	66664796	Heritable	0	0	0	1	0	1	1	0	0	1	0	0
chr8	66714133	66714996	Non-heritable	0	0	0	0	1	1	0	0	1	0	0	0
chr8	67063104	67063269	Low prediction	1	0	0	1	1	1	0	0	0	0	0	0
chr8	67477018	67479047	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	67684565	67684764	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	68884241	68884543	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	69777809	69778172	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	69941999	69942173	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	69994287	69994933	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	70033621	70033910	Heritable	0	0	1	0	0	1	0	0	0	0	0	0
chr8	70092868	70093476	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	71553812	71555942	Heritable	0	0	0	0	1	1	0	0	0	1	0	0
chr8	73370619	73371748	Heritable	1	1	0	1	0	0	0	0	1	0	0	0
chr8	73894813	73895489	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	73991160	73991800	Non-heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr8	74224553	74226444	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	74402280	74403122	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	74404560	74405414	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	74407283	74407619	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	74408655	74411176	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	74443686	74446276	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	75283826	75284151	Heritable	0	1	0	1	1	0	0	0	0	0	0	0
chr8	75405984	75406818	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr8	76672786	76673456	Non-heritable	1	1	0	0	1	0	1	0	1	0	0	0
chr8	76677219	76677479	Heritable	0	1	0	1	1	0	0	0	1	0	0	0
chr8	76840893	76842704	Heritable	0	1	0	0	1	0	1	0	0	0	0	1
chr8	76856191	76856373	Heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr8	79763545	79764482	Heritable	0	0	0	1	0	1	1	0	0	0	0	1
chr8	79766213	79766933	Non-heritable	1	0	0	1	1	1	1	0	0	0	0	1
chr8	79880221	79880719	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	79892054	79892125	Non-heritable	0	0	0	0	1	1	1	1	0	0	0	0
chr8	80121446	80122185	Heritable	1	1	0	1	1	0	0	0	1	0	0	0
chr8	80134059	80135574	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	80147314	80147947	Non-heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	80684441	80686484	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	80698615	80699587	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	80892936	80893143	Non-heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr8	80926331	80926693	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr8	81028226	81030345	Non-heritable	0	1	0	0	1	0	1	0	0	0	1	0
chr8	81235350	81235661	Non-heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	81330926	81331585	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	81446527	81448399	Heritable	1	1	0	0	1	0	1	0	0	0	1	0
chr8	81630100	81630576	Heritable	0	0	0	1	1	1	0	1	0	0	0	0
chr8	81745570	81746164	Low prediction	0	1	0	0	1	0	0	0	0	0	0	0
chr8	81779256	81780890	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr8	81781234	81781678	Low prediction	0	1	1	0	0	0	0	0	0	0	0	0
chr8	81842461	81842982	Low prediction	1	0	0	1	1	1	1	0	0	0	1	0
chr8	84085122	84085847	Heritable	0	1	0	0	1	0	0	0	0	0	0	0
chr8	85465438	85468745	Low prediction	1	1	0	1	1	1	1	0	1	1	0	0
