shared_feature_id	seqnames_caudate	start_caudate	end_caudate	feature_id_caudate	caudate	seqnames_hippocampus	start_hippocampus	end_hippocampus	hippocampus	feature_id_hippocampus	seqnames_dlpfc	start_dlpfc	end_dlpfc	dlpfc	feature_id_dlpfc
VMR_S1693	chr9	95081132	95082099	VMR6776	1	chr9	95080996	95081939	1	VMR5532	chr9	95080996	95081939	1	VMR5547
VMR_S1694	chr9	95084269	95084812	VMR6777	1	chr9	95084406	95084733	1	VMR5533	chr9	95084269	95084733	1	VMR5548
VMR_S1695	chr9	95085940	95086876	VMR6778	1	chr9	95086090	95086788	1	VMR5534	chr9	95086129	95086738	1	VMR5549
VMR_S1696	chr9	95752118	95752172	VMR6785	1	chr9	95752048	95752446	1	VMR5543	chr9	95752048	95752430	1	VMR5556
VMR_S1697	chr9	96049065	96049985	VMR6788	1	chr9	96049413	96049807	1	VMR5544	chr9	96049289	96049807	1	VMR5557
VMR_S1698	chr9	96217400	96217532	VMR6789	1	chr9	96217485	96217572	1	VMR5545	chr9	96217485	96217572	1	VMR5559
VMR_S1699	chr9	97237431	97237962	VMR6793	1	chr9	97237350	97237981	1	VMR5549	chr9	97237350	97237981	1	VMR5562
VMR_S1700	chr9	98119674	98119876	VMR6801	1	chr9	98119674	98119854	1	VMR5556	chr9	98119649	98119854	1	VMR5565
VMR_S1701	chr9	98974443	98974884	VMR6803	1	chr9	98974520	98974790	1	VMR5557	chr9	98974520	98974829	1	VMR5566
VMR_S1702	chr9	998413	998533	VMR6806	1	chr9	998317	999202	1	VMR5560	chr9	998363	999061	1	VMR5568
VMR_S1703	chr10	100348146	100351725	VMR6807	1	chr10	100348146	100351386	1	VMR5562	chr10	100348447	100351386	1	VMR5570
VMR_S1704	chr10	100932348	100932948	VMR6811	1	chr10	100931759	100932948	1	VMR5564	chr10	100931759	100932948	1	VMR5574
VMR_S1705	chr10	101005647	101007246	VMR6812	1	chr10	101006502	101007117	1	VMR5565	chr10	101006502	101007246	1	VMR5575
VMR_S1706	chr10	101008138	101008841	VMR6813	1	chr10	101008138	101008841	1	VMR5566	chr10	101008043	101008841	1	VMR5576
VMR_S1707	chr10	102433115	102433216	VMR6820	1	chr10	102433070	102433216	1	VMR5573	chr10	102433082	102433216	1	VMR5583
VMR_S1708	chr10	1034873	1035406	VMR6824	1	chr10	1034873	1035605	1	VMR5577	chr10	1034873	1035605	1	VMR5586
VMR_S1709	chr10	103715214	103716229	VMR6832	1	chr10	103715573	103716553	1	VMR5578	chr10	103715573	103717071	1	VMR5587
VMR_S1710	chr10	103727172	103727988	VMR6833	1	chr10	103727172	103728093	1	VMR5579	chr10	103727172	103728093	1	VMR5588
VMR_S1711	chr10	103852988	103853706	VMR6834	1	chr10	103852988	103853980	1	VMR5580	chr10	103852988	103853706	1	VMR5590
VMR_S1712	chr10	104275213	104276126	VMR6835	1	chr10	104275213	104275792	1	VMR5581	chr10	104275213	104275792	1	VMR5591
VMR_S1713	chr10	104330393	104331648	VMR6836	1	chr10	104330899	104331648	1	VMR5584	chr10	104331188	104331648	1	VMR5593
VMR_S1714	chr10	10461260	10461564	VMR6837	1	chr10	10461260	10462899	1	VMR5585	chr10	10461260	10461712	1	VMR5594
VMR_S1715	chr10	106735002	106737102	VMR6838	1	chr10	106735808	106737102	1	VMR5588	chr10	106735808	106737527	1	VMR5597
VMR_S1716	chr10	108315866	108316505	VMR6840	1	chr10	108315734	108316106	1	VMR5589	chr10	108315790	108316106	1	VMR5599
VMR_S1717	chr10	111420394	111422599	VMR6846	1	chr10	111420394	111422599	1	VMR5596	chr10	111420394	111422146	1	VMR5606
VMR_S1718	chr10	112991920	112992589	VMR6847	1	chr10	112991920	112992569	1	VMR5602	chr10	112991920	112992544	1	VMR5610
VMR_S1719	chr10	11339172	11340095	VMR6850	1	chr10	11339305	11340056	1	VMR5605	chr10	11339430	11339855	1	VMR5614
VMR_S1720	chr10	11379599	11380217	VMR6852	1	chr10	11379673	11380201	1	VMR5606	chr10	11379507	11380217	1	VMR5615
VMR_S1721	chr10	114046229	114046765	VMR6853	1	chr10	114046162	114048652	1	VMR5608	chr10	114046162	114047364	1	VMR5617
VMR_S1722	chr10	114101563	114101884	VMR6854	1	chr10	114101563	114101831	1	VMR5609	chr10	114101563	114101761	1	VMR5618
VMR_S1723	chr10	116803436	116803983	VMR6858	1	chr10	116803517	116803983	1	VMR5614	chr10	116803517	116803983	1	VMR5626
VMR_S1724	chr10	117132784	117133767	VMR6861	1	chr10	117132603	117133663	1	VMR5618	chr10	117132084	117133648	1	VMR5629
VMR_S1725	chr10	1180946	1181204	VMR6880	1	chr10	1180946	1181329	1	VMR5626	chr10	1181075	1181329	1	VMR5631
VMR_S1726	chr10	1187063	1188048	VMR6883	1	chr10	1187120	1187817	1	VMR5627	chr10	1187120	1187754	1	VMR5633
VMR_S1727	chr10	119505481	119506239	VMR6888	1	chr10	119505686	119506239	1	VMR5629	chr10	119505532	119506181	1	VMR5636
VMR_S1728	chr10	119544001	119544382	VMR6889	1	chr10	119544119	119544382	1	VMR5630	chr10	119544001	119544328	1	VMR5637
VMR_S1729	chr10	1199980	1201244	VMR6891	1	chr10	1200396	1201077	1	VMR5634	chr10	1200396	1201144	1	VMR5638
VMR_S1730	chr10	120127763	120128765	VMR6893	1	chr10	120127763	120128517	1	VMR5635	chr10	120127763	120128561	1	VMR5639
VMR_S1731	chr10	120458413	120459141	VMR6894	1	chr10	120458214	120459480	1	VMR5636	chr10	120458413	120459432	1	VMR5640
VMR_S1732	chr10	120843224	120843767	VMR6895	1	chr10	120842904	120844112	1	VMR5638	chr10	120842467	120844112	1	VMR5642
VMR_S1733	chr10	120946282	120946862	VMR6897	1	chr10	120946349	120946768	1	VMR5641	chr10	120946002	120946937	1	VMR5644
VMR_S1734	chr10	121131637	121132159	VMR6901	1	chr10	121131637	121132159	1	VMR5644	chr10	121131637	121132159	1	VMR5646
VMR_S1735	chr10	121648728	121648946	VMR6902	1	chr10	121648171	121649015	1	VMR5646	chr10	121647891	121649053	1	VMR5650
VMR_S1736	chr10	122818512	122819028	VMR6906	1	chr10	122818163	122819028	1	VMR5654	chr10	122818163	122818926	1	VMR5656
VMR_S1737	chr10	122879100	122879388	VMR6907	1	chr10	122879228	122879358	1	VMR5655	chr10	122879180	122879362	1	VMR5657
VMR_S1738	chr10	123991414	123992311	VMR6914	1	chr10	123991414	123992449	1	VMR5657	chr10	123991414	123992458	1	VMR5659
VMR_S1739	chr10	12405523	12406195	VMR6915	1	chr10	12405620	12405965	1	VMR5660	chr10	12405523	12406088	1	VMR5662
VMR_S1740	chr10	124521440	124522237	VMR6918	1	chr10	124521572	124522042	1	VMR5663	chr10	124521572	124522122	1	VMR5663
VMR_S1741	chr10	124534134	124534650	VMR6920	1	chr10	124534198	124534535	1	VMR5664	chr10	124534221	124534481	1	VMR5664
VMR_S1742	chr10	124589018	124589298	VMR6923	1	chr10	124588930	124590348	1	VMR5665	chr10	124588930	124590377	1	VMR5665
VMR_S1743	chr10	124589832	124590474	VMR6924	1	chr10	124588930	124590348	1	VMR5665	chr10	124588930	124590377	1	VMR5665
VMR_S1744	chr10	124604259	124607201	VMR6926	1	chr10	124604851	124606841	1	VMR5666	chr10	124604764	124606579	1	VMR5666
VMR_S1745	chr10	124609762	124610274	VMR6927	1	chr10	124609810	124610101	1	VMR5667	chr10	124609810	124609984	1	VMR5667
VMR_S1746	chr10	124704303	124704638	VMR6930	1	chr10	124704065	124705029	1	VMR5671	chr10	124704303	124704872	1	VMR5670
VMR_S1747	chr10	125006983	125007563	VMR6935	1	chr10	125007049	125007597	1	VMR5674	chr10	125007049	125007597	1	VMR5673
VMR_S1748	chr10	125773855	125774417	VMR6937	1	chr10	125773885	125774417	1	VMR5676	chr10	125773909	125774417	1	VMR5676
VMR_S1749	chr10	126881623	126882350	VMR6941	1	chr10	126881904	126882350	1	VMR5690	chr10	126881904	126882244	1	VMR5691
VMR_S1750	chr10	127395592	127396182	VMR6944	1	chr10	127395406	127396182	1	VMR5692	chr10	127395592	127396182	1	VMR5693
VMR_S1751	chr10	128287744	128288212	VMR6952	1	chr10	128287619	128288451	1	VMR5696	chr10	128287619	128288673	1	VMR5695
VMR_S1752	chr10	128470676	128471495	VMR6954	1	chr10	128470661	128471453	1	VMR5697	chr10	128470937	128471209	1	VMR5696
VMR_S1753	chr10	128590664	128591548	VMR6956	1	chr10	128590664	128591548	1	VMR5698	chr10	128590664	128591548	1	VMR5697
VMR_S1754	chr10	130254509	130255266	VMR6967	1	chr10	130254418	130255266	1	VMR5711	chr10	130254296	130255266	1	VMR5706
VMR_S1755	chr10	130300775	130301960	VMR6968	1	chr10	130300841	130302053	1	VMR5712	chr10	130300957	130301960	1	VMR5707
VMR_S1756	chr10	130360878	130361168	VMR6969	1	chr10	130360703	130361031	1	VMR5713	chr10	130360703	130361145	1	VMR5708
VMR_S1757	chr10	131109297	131110073	VMR6975	1	chr10	131109389	131109871	1	VMR5716	chr10	131109389	131109669	1	VMR5713
VMR_S1758	chr10	131453273	131453452	VMR6979	1	chr10	131453299	131453519	1	VMR5719	chr10	131453232	131453788	1	VMR5716
VMR_S1759	chr10	131983721	131984457	VMR6987	1	chr10	131983893	131984207	1	VMR5726	chr10	131983893	131984734	1	VMR5719
VMR_S1760	chr10	132060122	132060536	VMR6989	1	chr10	132060066	132060536	1	VMR5727	chr10	132060066	132060536	1	VMR5720
VMR_S1761	chr10	132063713	132064710	VMR6990	1	chr10	132063614	132064652	1	VMR5728	chr10	132063883	132064652	1	VMR5721
VMR_S1762	chr10	132078619	132079563	VMR6992	1	chr10	132078638	132079752	1	VMR5729	chr10	132078638	132079063	1	VMR5722
VMR_S1763	chr10	132113319	132113956	VMR6994	1	chr10	132113193	132113956	1	VMR5730	chr10	132113193	132114308	1	VMR5723
VMR_S1764	chr10	132244975	132245601	VMR7002	1	chr10	132245095	132245456	1	VMR5734	chr10	132245062	132245386	1	VMR5726
VMR_S1765	chr10	132363969	132364783	VMR7006	1	chr10	132363905	132364862	1	VMR5737	chr10	132363940	132364835	1	VMR5728
VMR_S1766	chr10	132492494	132492828	VMR7013	1	chr10	132492522	132492654	1	VMR5741	chr10	132492522	132492778	1	VMR5730
VMR_S1767	chr10	132627212	132627804	VMR7020	1	chr10	132627333	132628305	1	VMR5744	chr10	132627495	132628528	1	VMR5731
VMR_S1768	chr10	132648140	132648315	VMR7022	1	chr10	132648069	132649395	1	VMR5745	chr10	132648107	132649395	1	VMR5732
VMR_S1769	chr10	132649088	132649458	VMR7023	1	chr10	132648069	132649395	1	VMR5745	chr10	132648107	132649395	1	VMR5732
VMR_S1770	chr10	132685550	132685904	VMR7024	1	chr10	132685184	132685904	1	VMR5746	chr10	132685084	132685904	1	VMR5733
VMR_S1771	chr10	132708430	132709023	VMR7027	1	chr10	132708527	132709055	1	VMR5747	chr10	132708527	132708919	1	VMR5734
VMR_S1772	chr10	132714492	132714664	VMR7028	1	chr10	132714345	132714698	1	VMR5748	chr10	132713842	132715050	1	VMR5735
VMR_S1773	chr10	132735323	132735595	VMR7029	1	chr10	132735494	132736554	1	VMR5750	chr10	132735323	132736499	1	VMR5738
VMR_S1774	chr10	132736227	132736554	VMR7030	1	chr10	132735494	132736554	1	VMR5750	chr10	132735323	132736499	1	VMR5738
VMR_S1775	chr10	132738028	132739647	VMR7031	1	chr10	132738066	132739425	1	VMR5751	chr10	132737908	132739425	1	VMR5739
VMR_S1776	chr10	132765458	132765892	VMR7033	1	chr10	132765518	132765726	1	VMR5752	chr10	132765458	132765834	1	VMR5740
VMR_S1777	chr10	132774628	132775474	VMR7034	1	chr10	132774829	132775474	1	VMR5753	chr10	132774854	132775474	1	VMR5741
VMR_S1778	chr10	132879281	132879950	VMR7038	1	chr10	132879348	132879553	1	VMR5754	chr10	132879281	132879673	1	VMR5743
VMR_S1779	chr10	132964672	132965692	VMR7041	1	chr10	132964710	132965659	1	VMR5757	chr10	132964779	132965634	1	VMR5745
VMR_S1780	chr10	133024535	133025002	VMR7046	1	chr10	133024733	133024954	1	VMR5758	chr10	133024733	133024917	1	VMR5746
VMR_S1781	chr10	133124569	133125085	VMR7054	1	chr10	133124727	133125085	1	VMR5760	chr10	133124745	133125085	1	VMR5747
VMR_S1782	chr10	133375460	133376032	VMR7063	1	chr10	133375549	133376032	1	VMR5766	chr10	133375549	133376032	1	VMR5750
VMR_S1783	chr10	133380043	133380282	VMR7064	1	chr10	133379917	133380180	1	VMR5767	chr10	133379917	133380153	1	VMR5751
VMR_S1784	chr10	133423848	133425041	VMR7065	1	chr10	133424204	133425240	1	VMR5768	chr10	133424204	133425352	1	VMR5752
VMR_S1785	chr10	133527508	133530147	VMR7067	1	chr10	133527521	133530147	1	VMR5769	chr10	133527570	133530147	1	VMR5754
VMR_S1786	chr10	133763746	133764498	VMR7069	1	chr10	133764119	133764710	1	VMR5774	chr10	133764119	133764710	1	VMR5759
VMR_S1787	chr10	1363360	1363564	VMR7071	1	chr10	1363289	1363566	1	VMR5776	chr10	1363307	1363566	1	VMR5761
VMR_S1788	chr10	1368615	1370342	VMR7072	1	chr10	1368685	1370342	1	VMR5778	chr10	1368747	1370215	1	VMR5762
VMR_S1789	chr10	13706957	13707953	VMR7073	1	chr10	13707040	13707953	1	VMR5779	chr10	13706927	13708466	1	VMR5763
VMR_S1790	chr10	14563682	14565291	VMR7077	1	chr10	14563542	14565464	1	VMR5788	chr10	14563542	14565464	1	VMR5771
VMR_S1791	chr10	14567822	14571491	VMR7078	1	chr10	14567994	14571074	1	VMR5789	chr10	14568082	14572017	1	VMR5772
VMR_S1792	chr10	14580845	14581211	VMR7079	1	chr10	14580087	14581194	1	VMR5790	chr10	14579819	14581231	1	VMR5773
VMR_S1793	chr10	1468534	1469432	VMR7081	1	chr10	1468534	1469622	1	VMR5792	chr10	1468672	1469622	1	VMR5776
VMR_S1794	chr10	14973926	14974465	VMR7082	1	chr10	14973726	14974318	1	VMR5794	chr10	14973638	14974433	1	VMR5778
VMR_S1795	chr10	1663869	1664161	VMR7088	1	chr10	1663909	1664249	1	VMR5798	chr10	1663909	1664205	1	VMR5782
VMR_S1796	chr10	22253515	22253809	VMR7101	1	chr10	22253731	22254648	1	VMR5814	chr10	22253669	22254648	1	VMR5796
VMR_S1797	chr10	22711192	22712361	VMR7105	1	chr10	22710157	22711650	1	VMR5824	chr10	22710157	22711650	1	VMR5808
VMR_S1798	chr10	23096650	23096854	VMR7107	1	chr10	23096650	23096895	1	VMR5827	chr10	23096650	23097331	1	VMR5813
VMR_S1799	chr10	23345250	23345483	VMR7109	1	chr10	23345250	23345483	1	VMR5832	chr10	23345282	23345483	1	VMR5816
VMR_S1800	chr10	24783706	24784633	VMR7114	1	chr10	24783728	24784440	1	VMR5835	chr10	24783647	24784633	1	VMR5819
VMR_S1801	chr10	24790167	24791332	VMR7115	1	chr10	24790167	24791249	1	VMR5836	chr10	24790167	24791070	1	VMR5820
VMR_S1802	chr10	2501305	2501928	VMR7116	1	chr10	2501272	2501888	1	VMR5838	chr10	2501272	2501838	1	VMR5822
VMR_S1803	chr10	25717280	25718423	VMR7117	1	chr10	25717498	25718091	1	VMR5841	chr10	25717421	25718091	1	VMR5825
VMR_S1804	chr10	25893437	25894521	VMR7118	1	chr10	25893150	25894521	1	VMR5843	chr10	25893150	25894521	1	VMR5826
VMR_S1805	chr10	26452796	26453912	VMR7120	1	chr10	26453167	26453912	1	VMR5845	chr10	26453167	26454178	1	VMR5830
VMR_S1806	chr10	26945215	26946928	VMR7122	1	chr10	26945501	26947281	1	VMR5847	chr10	26945501	26947281	1	VMR5832
VMR_S1807	chr10	27252244	27253002	VMR7124	1	chr10	27252369	27252984	1	VMR5848	chr10	27252372	27253002	1	VMR5833
VMR_S1808	chr10	27319031	27320381	VMR7125	1	chr10	27319170	27320404	1	VMR5849	chr10	27319273	27320404	1	VMR5834
VMR_S1809	chr10	27413420	27414515	VMR7126	1	chr10	27413523	27414302	1	VMR5852	chr10	27413483	27414413	1	VMR5835
VMR_S1810	chr10	28768453	28768926	VMR7130	1	chr10	28768204	28768579	1	VMR5859	chr10	28768204	28769185	1	VMR5840
VMR_S1811	chr10	28812610	28815026	VMR7131	1	chr10	28812410	28815026	1	VMR5860	chr10	28812509	28814766	1	VMR5841
VMR_S1812	chr10	28897041	28898046	VMR7132	1	chr10	28897041	28898358	1	VMR5861	chr10	28897234	28898358	1	VMR5842
VMR_S1813	chr10	28924809	28925617	VMR7133	1	chr10	28924992	28925432	1	VMR5862	chr10	28924946	28925504	1	VMR5843
VMR_S1814	chr10	30212177	30213779	VMR7139	1	chr10	30212333	30213779	1	VMR5872	chr10	30212333	30213779	1	VMR5852
VMR_S1815	chr10	30597080	30597759	VMR7141	1	chr10	30597080	30597459	1	VMR5873	chr10	30597459	30597759	1	VMR5854
VMR_S1816	chr10	30781444	30782007	VMR7144	1	chr10	30781641	30782007	1	VMR5875	chr10	30781641	30781896	1	VMR5856
VMR_S1817	chr10	3107217	3107978	VMR7146	1	chr10	3107217	3107813	1	VMR5878	chr10	3107217	3107768	1	VMR5859
VMR_S1818	chr10	3169278	3169900	VMR7149	1	chr10	3169278	3169900	1	VMR5880	chr10	3169278	3169952	1	VMR5861
VMR_S1819	chr10	3270561	3271406	VMR7152	1	chr10	3270561	3271148	1	VMR5885	chr10	3270561	3271148	1	VMR5865
VMR_S1820	chr10	32979955	32980152	VMR7153	1	chr10	32980014	32980106	1	VMR5887	chr10	32979955	32980106	1	VMR5868
VMR_S1821	chr10	33259280	33259651	VMR7156	1	chr10	33259007	33259530	1	VMR5888	chr10	33259027	33259530	1	VMR5869
VMR_S1822	chr10	33333527	33333891	VMR7157	1	chr10	33333527	33333891	1	VMR5889	chr10	33333527	33333891	1	VMR5870
VMR_S1823	chr10	33556471	33557045	VMR7158	1	chr10	33556471	33556967	1	VMR5891	chr10	33556471	33557045	1	VMR5871
VMR_S1824	chr10	33790825	33791907	VMR7159	1	chr10	33790725	33792015	1	VMR5892	chr10	33790605	33791891	1	VMR5872
VMR_S1825	chr10	3399040	3399328	VMR7161	1	chr10	3399040	3399328	1	VMR5894	chr10	3399040	3399328	1	VMR5873
VMR_S1826	chr10	3406529	3406977	VMR7162	1	chr10	3406529	3406977	1	VMR5895	chr10	3406529	3406977	1	VMR5874
VMR_S1827	chr10	3570574	3570958	VMR7164	1	chr10	3570574	3570958	1	VMR5902	chr10	3570369	3570998	1	VMR5886
VMR_S1828	chr10	38401902	38402323	VMR7165	1	chr10	38401902	38402378	1	VMR5907	chr10	38401902	38402323	1	VMR5889
VMR_S1829	chr10	394179	395006	VMR7167	1	chr10	394104	395006	1	VMR5908	chr10	394104	395056	1	VMR5890
VMR_S1830	chr10	42177952	42178135	VMR7169	1	chr10	42177911	42179463	1	VMR5910	chr10	42177913	42179187	1	VMR5892
VMR_S1831	chr10	42367116	42368146	VMR7171	1	chr10	42367154	42369565	1	VMR5911	chr10	42367154	42369464	1	VMR5894
VMR_S1832	chr10	4315990	4316347	VMR7174	1	chr10	4315723	4316782	1	VMR5912	chr10	4315990	4316782	1	VMR5895
VMR_S1833	chr10	43350553	43351176	VMR7175	1	chr10	43350553	43351398	1	VMR5913	chr10	43350553	43351440	1	VMR5896
VMR_S1834	chr10	43409977	43410161	VMR7177	1	chr10	43409915	43410161	1	VMR5914	chr10	43409915	43410161	1	VMR5897
VMR_S1835	chr10	44566264	44569036	VMR7183	1	chr10	44566264	44567488	1	VMR5917	chr10	44566264	44567488	1	VMR5901
VMR_S1836	chr10	44863812	44864483	VMR7184	1	chr10	44864074	44864483	1	VMR5918	chr10	44864074	44864337	1	VMR5902
VMR_S1837	chr10	45330123	45331457	VMR7187	1	chr10	45328429	45331457	1	VMR5921	chr10	45328429	45331457	1	VMR5903
VMR_S1838	chr10	45600383	45601265	VMR7190	1	chr10	45600383	45601265	1	VMR5923	chr10	45600383	45601265	1	VMR5905
VMR_S1839	chr10	46267857	46269368	VMR7191	1	chr10	46267744	46269368	1	VMR5926	chr10	46267744	46268657	1	VMR5907
VMR_S1840	chr10	46283446	46284151	VMR7192	1	chr10	46283446	46284151	1	VMR5928	chr10	46283318	46284151	1	VMR5908
VMR_S1841	chr10	46786096	46786273	VMR7195	1	chr10	46786160	46786273	1	VMR5933	chr10	46786160	46786273	1	VMR5911
VMR_S1842	chr10	46910877	46911768	VMR7196	1	chr10	46910606	46912723	1	VMR5936	chr10	46910606	46912723	1	VMR5914
VMR_S1843	chr10	47382528	47383142	VMR7198	1	chr10	47381956	47383470	1	VMR5937	chr10	47381595	47383470	1	VMR5917
VMR_S1844	chr10	48669802	48671809	VMR7209	1	chr10	48670811	48671632	1	VMR5948	chr10	48670811	48671539	1	VMR5932
VMR_S1845	chr10	50024391	50025357	VMR7212	1	chr10	50024391	50025336	1	VMR5951	chr10	50024267	50025273	1	VMR5934
VMR_S1846	chr10	50659957	50660563	VMR7215	1	chr10	50659996	50660499	1	VMR5952	chr10	50660142	50660438	1	VMR5936
VMR_S1847	chr10	52232946	52233438	VMR7219	1	chr10	52232077	52233363	1	VMR5954	chr10	52232077	52233354	1	VMR5939
VMR_S1848	chr10	52778255	52779168	VMR7221	1	chr10	52778255	52779168	1	VMR5958	chr10	52778255	52779444	1	VMR5943
VMR_S1849	chr10	53564473	53568355	VMR7224	1	chr10	53563667	53566318	1	VMR5961	chr10	53563473	53566318	1	VMR5945
VMR_S1850	chr10	56086662	56090127	VMR7232	1	chr10	56088409	56090127	1	VMR5965	chr10	56088409	56091183	1	VMR5948
VMR_S1851	chr10	58203284	58205253	VMR7237	1	chr10	58203347	58204751	1	VMR5968	chr10	58203284	58205577	1	VMR5952
VMR_S1852	chr10	58517488	58519997	VMR7241	1	chr10	58517488	58519240	1	VMR5970	chr10	58517488	58519240	1	VMR5955
VMR_S1853	chr10	604847	605485	VMR7244	1	chr10	604879	605309	1	VMR5973	chr10	604879	605309	1	VMR5958
VMR_S1854	chr10	607617	609110	VMR7245	1	chr10	607746	609092	1	VMR5974	chr10	607891	608854	1	VMR5959
VMR_S1855	chr10	614207	615448	VMR7246	1	chr10	614590	615862	1	VMR5976	chr10	614353	615946	1	VMR5960
VMR_S1856	chr10	61451817	61452213	VMR7247	1	chr10	61452111	61452331	1	VMR5975	chr10	61452111	61452350	1	VMR5961
VMR_S1857	chr10	61867277	61868187	VMR7250	1	chr10	61867277	61868187	1	VMR5978	chr10	61867277	61868044	1	VMR5963
VMR_S1858	chr10	622905	623353	VMR7252	1	chr10	621990	623230	1	VMR5979	chr10	622466	623742	1	VMR5964
VMR_S1859	chr10	6247180	6247732	VMR7254	1	chr10	6247220	6247732	1	VMR5983	chr10	6247180	6247732	1	VMR5966
VMR_S1860	chr10	626969	627872	VMR7256	1	chr10	627055	627650	1	VMR5985	chr10	627062	627650	1	VMR5967
VMR_S1861	chr10	628469	628813	VMR7258	1	chr10	628469	628908	1	VMR5986	chr10	628469	628813	1	VMR5968
VMR_S1862	chr10	62924362	62924737	VMR7259	1	chr10	62924362	62924737	1	VMR5987	chr10	62924362	62924737	1	VMR5969
VMR_S1863	chr10	62992270	62992777	VMR7260	1	chr10	62992270	62992566	1	VMR5988	chr10	62992270	62992566	1	VMR5971
VMR_S1864	chr10	635320	635777	VMR7265	1	chr10	635099	635895	1	VMR5990	chr10	635099	635849	1	VMR5975
VMR_S1865	chr10	639459	640088	VMR7266	1	chr10	639602	639940	1	VMR5992	chr10	639602	639882	1	VMR5977
VMR_S1866	chr10	654387	655290	VMR7269	1	chr10	654387	655678	1	VMR5996	chr10	654433	655678	1	VMR5979
VMR_S1867	chr10	6581249	6582005	VMR7270	1	chr10	6581249	6582138	1	VMR5998	chr10	6580941	6582173	1	VMR5981
VMR_S1868	chr10	662991	664555	VMR7271	1	chr10	662816	664443	1	VMR6000	chr10	662816	664443	1	VMR5983
VMR_S1869	chr10	67386978	67387488	VMR7272	1	chr10	67386476	67387529	1	VMR6005	chr10	67386476	67387529	1	VMR5986
VMR_S1870	chr10	69242928	69243339	VMR7276	1	chr10	69243050	69243396	1	VMR6009	chr10	69243050	69243396	1	VMR5989
VMR_S1871	chr10	69319742	69320065	VMR7278	1	chr10	69319803	69320004	1	VMR6010	chr10	69319889	69320065	1	VMR5990
VMR_S1872	chr10	69491901	69492997	VMR7279	1	chr10	69492261	69492862	1	VMR6011	chr10	69492261	69492981	1	VMR5992
VMR_S1873	chr10	69866703	69867032	VMR7283	1	chr10	69866703	69867032	1	VMR6012	chr10	69866801	69866982	1	VMR5996
VMR_S1874	chr10	71985163	71987096	VMR7304	1	chr10	71985080	71986980	1	VMR6016	chr10	71985021	71987271	1	VMR6008
VMR_S1875	chr10	72086351	72087085	VMR7307	1	chr10	72086351	72087157	1	VMR6017	chr10	72086351	72087198	1	VMR6012
VMR_S1876	chr10	72542471	72542891	VMR7308	1	chr10	72542471	72543064	1	VMR6021	chr10	72542471	72542822	1	VMR6016
VMR_S1877	chr10	73110482	73111320	VMR7309	1	chr10	73110923	73111269	1	VMR6023	chr10	73110012	73111267	1	VMR6017
VMR_S1878	chr10	73365062	73366748	VMR7310	1	chr10	73365365	73366639	1	VMR6024	chr10	73365365	73366212	1	VMR6018
VMR_S1879	chr10	73729353	73729487	VMR7313	1	chr10	73729361	73729449	1	VMR6026	chr10	73729365	73729449	1	VMR6020
VMR_S1880	chr10	75029843	75030516	VMR7319	1	chr10	75029882	75030425	1	VMR6029	chr10	75029882	75030425	1	VMR6026
VMR_S1881	chr10	77635489	77635989	VMR7326	1	chr10	77635130	77636042	1	VMR6037	chr10	77634877	77636042	1	VMR6030
VMR_S1882	chr10	78176758	78177042	VMR7327	1	chr10	78176801	78177042	1	VMR6038	chr10	78176647	78177518	1	VMR6031
VMR_S1883	chr10	788865	790472	VMR7330	1	chr10	789003	790015	1	VMR6039	chr10	789003	789972	1	VMR6034
VMR_S1884	chr10	79059918	79060590	VMR7332	1	chr10	79060192	79061728	1	VMR6040	chr10	79059993	79061968	1	VMR6036
VMR_S1885	chr10	79239423	79239620	VMR7336	1	chr10	79239499	79240137	1	VMR6041	chr10	79239290	79239861	1	VMR6037
VMR_S1886	chr10	79310056	79311905	VMR7341	1	chr10	79310146	79311066	1	VMR6042	chr10	79310328	79310812	1	VMR6038
VMR_S1887	chr10	79409689	79409966	VMR7342	1	chr10	79408760	79409984	1	VMR6045	chr10	79408407	79409984	1	VMR6042
VMR_S1888	chr10	79440753	79443652	VMR7343	1	chr10	79441249	79443262	1	VMR6047	chr10	79440753	79444102	1	VMR6044
VMR_S1889	chr10	80450411	80450884	VMR7347	1	chr10	80450311	80451948	1	VMR6051	chr10	80450411	80451948	1	VMR6046
VMR_S1890	chr10	80535746	80536417	VMR7349	1	chr10	80535746	80536351	1	VMR6052	chr10	80535783	80536351	1	VMR6047
VMR_S1891	chr10	83172630	83176146	VMR7352	1	chr10	83174150	83176146	1	VMR6054	chr10	83174800	83176146	1	VMR6048
VMR_S1892	chr10	86389053	86389166	VMR7357	1	chr10	86388993	86389166	1	VMR6057	chr10	86388993	86389166	1	VMR6052
VMR_S1893	chr10	86665652	86669625	VMR7358	1	chr10	86665394	86669511	1	VMR6058	chr10	86665476	86669758	1	VMR6054
VMR_S1894	chr10	86712051	86712459	VMR7360	1	chr10	86712094	86712498	1	VMR6059	chr10	86711991	86712498	1	VMR6056
VMR_S1895	chr10	89836832	89836999	VMR7367	1	chr10	89836832	89837112	1	VMR6063	chr10	89836832	89837060	1	VMR6060
VMR_S1896	chr10	91411520	91412547	VMR7369	1	chr10	91411582	91412547	1	VMR6066	chr10	91411616	91412547	1	VMR6062
VMR_S1897	chr10	91796431	91796829	VMR7371	1	chr10	91796377	91797023	1	VMR6067	chr10	91796377	91797023	1	VMR6063
