seqnames	start	end	h2_category	hg38_genes_introns	hg38_cpg_inter	hg38_genes_1to5kb	hg38_cpg_shores	hg38_cpg_islands	hg38_genes_exons	hg38_cpg_shelves	hg38_enhancers_fantom	hg38_genes_promoters	hg38_genes_intergenic	hg38_genes_5UTRs	hg38_genes_3UTRs
chr8	103141562	103142704	Non-heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr8	103299375	103299757	Heritable	1	0	1	1	1	0	0	0	1	0	0	0
chr8	103763932	103765363	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr8	109643484	109643937	Heritable	1	0	0	1	0	1	0	0	1	0	1	0
chr8	110893583	110895106	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr8	115507215	115507644	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr8	118426680	118428252	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr8	119635657	119636271	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	119641709	119643861	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr8	119673689	119674441	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr8	123539538	123540046	Non-heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr8	123716553	123716962	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	124426999	124427156	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr8	124775406	124776468	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr8	124815154	124816092	Non-heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr8	127101172	127102550	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	127944749	127945353	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	128018936	128019577	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	128109069	128109302	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr8	129324838	129325899	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	129627442	129628420	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr8	130110006	130111314	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	131315865	131317467	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr8	132477928	132478439	Heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr8	132774577	132774850	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr8	137321725	137322500	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr8	137334257	137334938	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr8	138154455	138154838	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr8	139839683	139840214	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	139863998	139864361	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	140209718	140210418	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	140549562	140549870	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr8	140799299	140800581	Heritable	1	1	1	0	0	1	0	0	1	0	0	1
chr8	141737882	141738351	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr8	142089273	142090168	Heritable	0	1	0	0	0	1	0	0	1	0	0	0
chr8	142126664	142126990	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	142288934	142289157	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	142305453	142305634	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	142382265	142382533	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr8	142457729	142458568	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr8	142499830	142500561	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr8	142612425	142612954	Heritable	1	0	1	1	0	1	0	0	1	0	0	1
chr8	142670236	142670632	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr8	143128262	143128843	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr8	143213011	143213519	Heritable	1	0	0	1	0	1	0	0	1	0	1	0
chr8	143219994	143220195	Heritable	0	0	0	1	0	0	0	1	0	1	0	0
chr8	143262334	143262703	Heritable	1	0	1	1	0	1	0	0	0	0	0	1
chr8	143264580	143264875	Heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr8	143275901	143276995	Non-heritable	1	0	0	1	1	1	0	0	0	1	0	1
chr8	143278585	143279459	Heritable	0	0	0	1	1	0	0	1	0	1	0	0
chr8	143284796	143285531	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr8	143327594	143327785	Heritable	1	1	0	0	0	1	1	0	0	0	0	1
chr8	143420346	143420694	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr8	143470896	143471355	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr8	143577629	143578280	Heritable	1	0	1	0	1	1	0	0	1	0	0	0
chr8	143618374	143618665	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr8	143626332	143632586	Heritable	1	1	1	0	0	1	1	0	0	0	0	0
chr8	143820795	143821030	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr8	143912276	143912580	Heritable	0	0	0	0	0	0	1	0	0	1	0	0
chr8	143933652	143934074	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr8	143960683	143961086	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr8	143989322	143989477	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr8	144202735	144203679	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr8	144313493	144314120	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr8	144412974	144414040	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr8	144527435	144527581	Heritable	0	0	0	0	1	1	0	0	1	0	0	1
chr8	144622736	144623054	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr8	144799856	144800330	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr8	145050885	145051303	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	4339420	4339595	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	5449630	5449749	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr9	5627422	5628017	Heritable	1	0	1	1	0	0	0	1	0	0	0	0
chr9	6623883	6624714	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr9	6716294	6716423	Heritable	1	0	1	0	1	1	0	0	1	0	0	0
chr9	6931433	6932830	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	10208168	10208535	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	12758608	12761350	Heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr9	13442914	13443793	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	14303652	14304905	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	14305926	14306934	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr9	14344996	14346215	Heritable	1	0	1	1	1	0	0	1	1	0	0	0
chr9	15134702	15134867	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	15135788	15135969	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	16828920	16829681	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr9	18437919	18438063	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	18439114	18439616	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	19645392	19648851	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	20658303	20658702	Heritable	1	1	0	0	0	1	0	0	1	0	1	0
chr9	26208782	26210381	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	27654261	27655500	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	31030617	31031142	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	33523286	33523559	Heritable	0	0	1	1	1	0	0	0	1	0	0	0
chr9	33624382	33624645	Non-heritable	0	1	1	0	0	1	0	0	0	0	0	0
chr9	34593014	34593267	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	34623557	34623693	Non-heritable	0	0	1	0	1	1	0	0	0	0	0	0
chr9	34987524	34988543	Non-heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr9	35080802	35080885	Non-heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr9	35673899	35674193	Heritable	0	0	1	1	0	1	0	0	1	0	1	0
chr9	36765175	36765669	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr9	37800141	37800301	Heritable	1	0	0	1	0	0	0	0	1	0	0	0
chr9	37927264	37927584	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	38487606	38488072	Heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr9	38526103	38526950	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr9	38656552	38657674	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	38727728	38728063	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	39078440	39078667	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr9	39132832	39133147	Non-heritable	1	0	0	1	1	1	0	0	0	0	0	0
chr9	39792099	39792584	Low prediction	1	0	0	1	1	0	0	0	0	0	0	0
chr9	39809734	39811094	Low prediction	0	0	1	1	1	1	0	0	1	0	0	0
chr9	67723701	67723926	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	68322224	68322622	Heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr9	68324349	68324407	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	69015617	69016374	Heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr9	70411287	70411839	Non-heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr9	71965078	71966264	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	72150218	72150340	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	73131745	73132545	Non-heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr9	74358032	74359026	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	74774035	74774853	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	76571497	76572567	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	76893037	76893864	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	77426906	77427745	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	77534241	77534723	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	79277875	79278306	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	79395429	79395960	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	79574130	79575824	Heritable	1	0	1	1	0	1	1	0	1	0	0	0
chr9	81613100	81613757	Heritable	1	1	0	0	0	1	0	0	1	0	0	0
chr9	81823366	81824805	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	83218833	83219102	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr9	83837083	83837200	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	84954329	84954685	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	85004563	85005412	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	85076973	85077668	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	85521421	85521999	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr9	87147964	87148057	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr9	87499189	87500260	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr9	87944392	87945792	Heritable	0	1	0	0	0	1	0	0	1	0	0	0
chr9	88584022	88584545	Heritable	0	1	0	0	0	1	0	0	0	1	0	0
chr9	88828408	88829024	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	88945870	88949010	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	89282223	89282662	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	89639339	89639801	Heritable	0	1	0	0	0	1	0	0	1	0	0	0
chr9	89716421	89717268	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	91900533	91901590	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr9	91948206	91948333	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	92877933	92878399	Heritable	1	1	1	0	0	1	0	0	1	0	1	0
chr9	92946927	92947305	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr9	93160414	93160647	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	93231416	93231666	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	93860630	93861530	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr9	95049107	95050204	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	95148003	95148275	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	95189383	95189613	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	95493393	95494295	Heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr9	95517634	95517794	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr9	96026448	96026587	Non-heritable	1	0	1	1	1	0	0	0	0	0	0	0
chr9	96501807	96503025	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr9	96556147	96558153	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr9	97077300	97077606	Heritable	1	0	0	0	1	1	0	0	1	0	0	0
chr9	97237350	97237981	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr9	97503012	97503287	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	97855927	97857049	Heritable	0	0	1	1	0	1	0	0	0	0	0	1
chr9	98119674	98119854	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr9	98974520	98974766	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	101448586	101448705	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr9	103236021	103236524	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	105178180	105178437	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	107919052	107919552	Heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr9	108783851	108784238	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr9	109390953	109391460	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	110393798	110394695	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	112348550	112349015	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr9	112378304	112378924	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	112747209	112748313	Heritable	0	0	1	0	0	0	1	1	0	0	0	0
chr9	112890186	112890270	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr9	113061255	113062864	Heritable	0	0	1	1	1	0	0	0	1	0	0	0
chr9	113111511	113112951	Heritable	0	0	1	1	1	1	0	0	1	0	0	0
chr9	113151937	113154728	Heritable	1	0	0	1	0	1	1	1	0	0	0	0
chr9	113376044	113376416	Heritable	1	0	0	1	0	1	0	0	1	0	1	0
chr9	113400504	113400620	Heritable	1	0	1	1	0	0	0	0	0	0	0	0
chr9	114004123	114004642	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	114156827	114156894	Heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr9	114174615	114175509	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr9	114441879	114442527	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	116696160	116697947	Heritable	1	1	0	0	0	1	0	0	0	0	1	0
chr9	117642621	117643620	Heritable	1	1	1	0	0	1	0	0	1	0	0	0
chr9	117843782	117844592	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	117852242	117852624	Heritable	1	1	0	0	0	0	0	0	1	0	0	0
chr9	118896212	118897575	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	120583806	120584513	Non-heritable	0	1	1	0	0	0	1	1	0	0	0	0
chr9	120842040	120842286	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr9	120843330	120843775	Heritable	1	0	1	1	0	1	0	0	1	0	0	0
chr9	121267152	121267249	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr9	121566988	121567227	Heritable	0	1	0	0	0	1	0	0	1	0	1	0
chr9	121598098	121598409	Heritable	1	0	0	1	1	1	0	0	1	0	1	0
chr9	121783329	121783603	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr9	121897578	121898294	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	122406109	122406840	Heritable	1	1	1	0	0	1	0	1	1	0	0	0
chr9	122564233	122565662	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	123375849	123376490	Heritable	1	0	0	1	0	0	1	1	0	0	0	0
chr9	124013968	124014881	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr9	124195110	124195992	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	124258896	124259694	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr9	124838768	124839134	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	125960708	125961753	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr9	126107428	126108038	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	127402257	127402639	Heritable	1	0	1	1	0	1	1	0	1	0	0	0
chr9	127741815	127742753	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	127809625	127810037	Heritable	1	0	0	1	1	1	0	0	1	0	0	0
chr9	127827754	127828061	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr9	127948992	127949377	Heritable	1	0	1	0	0	0	1	0	1	0	0	0
chr9	128138531	128140187	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	128192498	128193439	Heritable	1	0	1	1	1	0	0	0	1	0	0	0
chr9	128390080	128392654	Heritable	0	0	1	1	1	1	0	0	1	0	0	1
chr9	128394080	128394741	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr9	128553861	128555423	Heritable	1	0	1	1	0	1	1	1	0	0	1	0
chr9	128762466	128762717	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	128805690	128805895	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	129164649	129165151	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	129253072	129253517	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	129752242	129752409	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	129809367	129809738	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr9	129923810	129924119	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	130445756	130446460	Non-heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr9	130462578	130462719	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	130473642	130474517	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	130535229	130535533	Non-heritable	0	0	1	1	0	0	1	0	0	0	0	0
chr9	130550816	130551587	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	130824018	130825333	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	130836545	130837868	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	130842664	130843427	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	130894802	130895031	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr9	130908161	130908543	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr9	131061060	131061271	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	131214353	131215165	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr9	131336216	131336571	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	131350620	131350698	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	131359532	131359924	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	131660387	131660801	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	132164050	132164559	Heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr9	132546600	132546890	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	133137722	133138371	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	133184997	133186134	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	133379152	133379533	Heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr9	133390447	133391905	Heritable	1	1	1	0	0	1	0	0	0	0	0	0
chr9	133701505	133701600	Heritable	1	0	0	0	1	0	0	0	0	0	0	0
chr9	133792557	133792762	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	134010651	134011106	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr9	134014576	134014660	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr9	134069119	134069381	Heritable	0	0	1	1	0	0	0	0	1	0	0	0
chr9	134792611	134793191	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135040787	135041221	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	135216954	135217352	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	135256713	135257265	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	135422414	135422951	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	135545704	135546068	Heritable	0	0	0	0	0	0	1	0	1	0	0	0
chr9	135611446	135612005	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr9	135811669	135812123	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136045505	136045586	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	136109115	136109222	Heritable	1	1	0	0	0	0	0	0	1	0	0	0
chr9	136347311	136347877	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr9	136494596	136495192	Heritable	0	0	0	1	0	1	1	0	0	0	0	1
chr9	136512038	136512662	Non-heritable	1	0	1	1	0	0	0	1	0	0	0	0
chr9	136541807	136542150	Heritable	1	0	1	0	0	0	1	0	1	0	0	0
chr9	136543777	136544209	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr9	136741079	136741472	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr9	136760496	136760701	Heritable	1	0	1	0	1	0	0	0	0	0	0	0
chr9	136769789	136770110	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	136786511	136786763	Heritable	0	1	1	0	0	0	0	0	0	0	0	0
chr9	136866814	136867001	Heritable	0	0	0	1	0	0	0	0	1	0	0	0
chr9	137189896	137190102	Heritable	0	0	1	1	0	1	0	0	0	0	0	1
chr9	137278845	137279747	Heritable	0	0	0	0	1	1	0	0	0	0	0	0
chr9	137304132	137304441	Heritable	0	0	1	1	0	0	0	0	0	0	0	0
chr9	137318893	137319437	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr9	137461711	137462283	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr9	137764280	137765263	Heritable	1	1	0	0	0	1	0	0	0	0	0	1
chr9	137820146	137820610	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr9	137847044	137847305	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr9	138023380	138024081	Heritable	1	0	0	1	1	1	0	0	0	0	0	1
chr9	138147823	138148158	Heritable	0	0	1	0	1	0	0	0	0	0	0	0
chr10	1120967	1121242	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr10	1240284	1240695	Heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr10	1264041	1264684	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	1327564	1327794	Heritable	1	0	0	1	1	0	0	0	0	0	0	0
chr10	1360633	1360878	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr10	1368685	1370342	Heritable	1	1	0	0	0	0	1	0	0	0	0	0
chr10	1468547	1469622	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	1848772	1850018	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	2335511	2335869	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	2680840	2681922	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	2734650	2734940	Non-heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr10	3169278	3169900	Heritable	1	0	0	0	0	1	1	0	0	0	0	0
chr10	3270561	3271074	Heritable	0	1	0	0	0	1	0	0	0	0	0	0
chr10	3399040	3399328	Non-heritable	1	1	0	0	0	1	0	1	0	0	0	0
chr10	3992460	3992973	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr10	4315723	4316782	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr10	4815227	4815376	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	4867665	4868497	Heritable	0	1	0	0	0	0	0	1	0	1	0	0
chr10	5238450	5240167	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	5277187	5279146	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr10	7857083	7857503	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	8075504	8075986	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	10157082	10157472	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	10461260	10461712	Heritable	1	1	1	0	0	0	0	0	1	0	0	0
chr10	11007535	11007846	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	11336060	11336768	Heritable	0	1	0	0	0	1	0	0	0	1	0	1
chr10	11339286	11340095	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	11869704	11869929	Non-heritable	1	0	0	0	1	1	0	0	0	0	0	0
chr10	12558898	12559548	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr10	12606208	12606431	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	12634644	12634785	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	13158419	13158558	Non-heritable	0	0	1	0	0	0	1	0	1	0	0	0
chr10	13496182	13496352	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	13707040	13708145	Heritable	1	1	1	0	0	1	0	0	1	0	1	0
chr10	13716402	13716642	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr10	13885627	13886167	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	14172506	14172838	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	14568295	14571074	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr10	14602189	14602883	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr10	14973638	14974478	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	15167075	15167513	Heritable	1	0	0	1	0	0	0	0	0	0	0	0
chr10	15481707	15482360	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	15511426	15512059	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	16832562	16833302	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	16891393	16892568	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	16986755	16987243	Heritable	1	1	1	0	0	0	0	0	0	0	0	0
chr10	17910145	17910360	Non-heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr10	18498004	18498691	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr10	21167105	21167241	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	21175160	21175433	Heritable	1	0	1	1	0	0	0	0	1	0	0	0
chr10	21509649	21510052	Heritable	0	0	0	0	1	0	0	1	0	1	0	0
chr10	22253722	22254648	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr10	22454176	22454613	Heritable	1	1	0	0	0	1	0	0	0	0	0	0
chr10	22620663	22622608	Heritable	1	1	0	0	0	0	0	0	0	0	0	0
chr10	22625597	22626151	Non-heritable	1	1	0	0	0	0	0	0	0	0	0	0
