seqnames	start	end	h2_category	hg38_genes_1to5kb	hg38_cpg_islands	hg38_genes_exons	hg38_genes_introns	hg38_genes_3UTRs	hg38_cpg_inter	hg38_cpg_shores	hg38_cpg_shelves	hg38_enhancers_fantom	hg38_genes_promoters	hg38_genes_intergenic	hg38_genes_5UTRs
chr10	20935974	20937298	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	21167036	21167241	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	21518323	21519090	Heritable	1	0	1	0	0	0	1	0	0	1	0	1
chr10	21524623	21524902	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr10	21528792	21529537	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr10	22454040	22454613	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	22625751	22626151	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	22710157	22711650	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr10	23345379	23345483	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr10	24784094	24784440	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	25717618	25717963	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	26071930	26073625	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	26219052	26219663	Heritable	0	0	1	1	0	0	1	0	0	0	0	1
chr10	26945501	26946928	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr10	27252791	27252892	Heritable	1	1	0	1	0	0	1	0	0	1	0	0
chr10	27319273	27320234	Heritable	0	1	0	0	0	0	1	0	1	0	1	0
chr10	27608867	27609623	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	28471483	28472089	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	28813049	28814766	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	29245586	29245820	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	29252964	29254065	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	29731788	29732278	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr10	29960147	29960684	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	30668123	30668398	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	30734810	30735205	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	30751763	30752482	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	30781641	30782007	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr10	31157130	31157998	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	31604079	31604307	Heritable	0	0	1	1	0	0	1	0	0	1	0	0
chr10	32344638	32344710	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr10	32938597	32938782	Heritable	1	0	1	1	0	1	0	0	0	0	0	1
chr10	33556471	33556861	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	33712933	33713253	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	33790725	33791907	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	34768986	34769284	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	34918447	34918598	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	42177952	42177983	Heritable	0	1	0	0	0	0	0	0	0	0	1	0
chr10	42367154	42369185	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr10	44046350	44046740	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	45328841	45331359	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	45445419	45446206	Heritable	0	0	1	1	1	0	1	0	0	0	0	0
chr10	45600383	45601219	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	46283318	46284151	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr10	46878483	46879487	Low prediction	0	0	1	1	0	1	0	0	0	0	0	0
chr10	47165577	47166100	Low prediction	0	0	0	0	0	1	0	0	0	0	1	0
chr10	47762204	47762278	Non-heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr10	48140579	48140632	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	48526372	48526829	Heritable	1	0	0	1	0	0	1	1	0	0	0	0
chr10	49114695	49114899	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	49396453	49396860	Heritable	0	1	0	0	0	0	0	0	1	1	0	0
chr10	49689975	49691019	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	50024481	50025242	Heritable	0	1	1	1	0	0	1	0	0	0	0	0
chr10	50416595	50417652	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	52778498	52779168	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	53563667	53566318	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	58203504	58204751	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	58517488	58519240	Heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr10	59749969	59753719	Heritable	0	0	1	1	0	1	0	0	0	1	0	1
chr10	61452111	61452285	Heritable	0	0	0	1	0	0	1	0	0	1	0	0
chr10	61867277	61868044	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	62924362	62924737	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr10	63429002	63429268	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	65570144	65571436	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr10	68232193	68232500	Non-heritable	0	0	0	0	0	0	1	0	0	1	0	0
chr10	69494581	69495725	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr10	69628865	69629255	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr10	69631044	69631497	Heritable	0	0	1	1	0	0	1	0	0	0	0	1
chr10	70690527	70690945	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	70887087	70887497	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr10	70926478	70927036	Heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr10	70935284	70935862	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr10	71231524	71233026	Non-heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	71255827	71256560	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	71279943	71280412	Non-heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	71291606	71291844	Non-heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	71677251	71677691	Non-heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	71880588	71881067	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	71981056	71982070	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	72080537	72080989	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	72158173	72158499	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	72542471	72543064	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	73110923	73111199	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	78176647	78177518	Heritable	1	0	1	0	0	1	0	0	1	1	0	0
chr10	79399372	79400226	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	79403436	79404277	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	79408473	79409984	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	79438049	79439004	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	79779472	79779513	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	80277044	80278214	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr10	80450646	80451948	Heritable	1	0	0	0	0	0	1	1	1	0	0	0
chr10	84257146	84257285	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	86263340	86263560	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr10	86388993	86389106	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr10	87053770	87054135	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr10	87408080	87408429	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr10	88385696	88387899	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	91796377	91797023	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr10	93991741	93992197	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr10	95334622	95334945	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	96413178	96413660	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	97184994	97185195	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	97718469	97718815	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr10	98308274	98308906	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	98405491	98405791	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	100025847	100026058	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	100982514	100983141	Non-heritable	1	0	0	1	0	1	0	1	0	0	0	0
chr10	101033653	101034328	Non-heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr10	101150691	101151624	Heritable	0	0	0	0	0	1	0	1	0	0	1	0
chr10	101819554	101819831	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr10	103555954	103556881	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr10	103582157	103582905	Non-heritable	0	0	1	1	0	0	1	1	0	0	0	0
chr10	103626138	103626455	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	103727172	103728245	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	103852988	103853706	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	104275250	104275792	Heritable	0	0	1	1	0	0	1	0	0	0	0	1
chr10	106735808	106737102	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	108315790	108316106	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	108396663	108398076	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	108567301	108567553	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	110499184	110501122	Heritable	1	0	0	1	0	0	1	1	1	0	0	0
chr10	110504201	110511377	Heritable	0	0	1	1	1	1	0	0	1	0	0	0
chr10	112953079	112953633	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr10	112991920	112992489	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	113259401	113259917	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	113978647	113979418	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	114337977	114338339	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	114486574	114488008	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr10	114492772	114493126	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr10	114516956	114525451	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	114544626	114545556	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	116803558	116803810	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	117133298	117133536	Heritable	0	0	1	1	1	0	1	0	0	0	0	0
chr10	117535950	117536903	Heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr10	117804905	117805216	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	118818717	118819072	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	118908369	118909498	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	118965649	118966425	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	119412452	119413234	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	119618552	119619396	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr10	120574450	120575718	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr10	120917025	120917304	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	120946178	120946862	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr10	121648343	121648807	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	121994766	121995424	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	122463990	122465167	Heritable	1	0	0	1	0	0	1	1	0	0	0	0
chr10	122557007	122557196	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr10	123991482	123992394	Non-heritable	0	1	1	0	0	0	1	0	0	1	0	0
chr10	124349023	124350072	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	124521572	124522042	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	124560289	124560780	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	124588930	124590236	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr10	124605021	124606277	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr10	124642073	124642502	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	124670992	124671267	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr10	124672100	124672676	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	124864229	124864961	Heritable	1	0	0	0	0	1	0	0	0	0	0	0
chr10	124994837	124995147	Heritable	1	0	0	1	0	0	0	1	0	1	0	0
chr10	125000359	125000753	Heritable	0	0	1	1	0	0	0	1	0	0	0	0
chr10	125007237	125007345	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr10	125014131	125014593	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	125023385	125023627	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr10	125027160	125028754	Heritable	0	1	1	1	0	0	1	0	0	1	0	1
chr10	125033013	125033502	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr10	125137856	125138558	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr10	125152720	125154227	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	125331098	125331939	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	125773981	125774364	Heritable	1	1	1	0	0	0	0	0	0	1	0	0
chr10	125895498	125896668	Heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr10	125905003	125906472	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	125907494	125908509	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	125914135	125915192	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	126881904	126882064	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	127012944	127013053	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	127395592	127396182	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	128384740	128385245	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	128386793	128388014	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	129033138	129033314	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	129206773	129207802	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	129590891	129591195	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	129844953	129845562	Non-heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr10	129893314	129893741	Non-heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr10	129898137	129899450	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr10	130254554	130254838	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	130932371	130932685	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	130974205	130974476	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	131617244	131617379	Heritable	0	1	0	0	0	0	0	0	0	0	1	0
chr10	131748890	131749196	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr10	131905300	131906089	Heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr10	131910954	131911384	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	132078638	132079154	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	132113193	132113956	Non-heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr10	132180449	132180786	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr10	132245095	132245386	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	132364061	132364747	Heritable	1	0	0	1	0	1	0	0	0	1	0	0
chr10	132539879	132540629	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr10	132557863	132558343	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	132627669	132628175	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	132644136	132644463	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr10	132648140	132649395	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr10	132653016	132653322	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr10	132662152	132662756	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	132676924	132678034	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	132685184	132685904	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr10	132730190	132730717	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr10	132879413	132879640	Heritable	1	1	1	1	0	0	0	0	0	0	0	0
chr10	132906089	132906315	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr10	132958594	132959061	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr10	132964779	132965623	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr10	133021043	133021721	Heritable	0	1	0	0	0	0	1	0	0	0	1	0
chr10	133022882	133023188	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr10	133068052	133068666	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr10	133124815	133125057	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr10	133167369	133167788	Heritable	0	1	1	1	0	0	1	0	0	1	0	0
chr10	133365028	133366219	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr10	133424155	133425206	Heritable	0	1	1	1	0	0	0	0	0	1	0	1
chr10	133527570	133530046	Heritable	1	1	1	1	0	0	1	0	1	1	0	0
chr10	133569041	133570035	Heritable	1	1	1	1	0	0	1	0	0	1	0	1
chr10	133622691	133622760	Heritable	0	1	0	1	0	0	0	0	0	0	0	0
chr10	133690012	133690310	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	1002008	1003106	Heritable	1	0	1	1	0	1	0	0	0	1	0	0
chr11	1051108	1051441	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr11	1054282	1054512	Heritable	0	0	1	1	0	0	1	1	0	0	0	0
chr11	1121095	1121223	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	1123535	1124637	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	1262173	1262566	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	1280507	1280780	Heritable	0	0	0	1	0	0	1	0	1	0	0	0
chr11	1442789	1443391	Heritable	0	1	1	1	0	0	1	0	0	0	0	0
chr11	1501208	1501673	Heritable	0	0	1	0	0	1	0	0	0	1	0	0
chr11	1744621	1745311	Heritable	0	0	1	1	1	0	0	1	0	0	0	0
chr11	1747460	1747922	Heritable	0	1	1	1	1	0	1	0	0	0	0	0
chr11	1953177	1953409	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr11	1954064	1954789	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr11	2208457	2209121	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	2211135	2211477	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	2575219	2575480	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr11	2591005	2591333	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	2867933	2868381	Non-heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr11	2901165	2901739	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr11	3162273	3164474	Heritable	1	0	1	1	0	0	1	1	0	1	0	1
chr11	3221370	3221839	Heritable	1	0	1	1	0	0	0	1	0	0	0	0
chr11	4190634	4191283	Heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr11	6570973	6571515	Heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr11	6605444	6605903	Heritable	1	0	0	1	0	0	1	1	0	0	0	0
chr11	7254162	7255330	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr11	8206242	8206554	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	9004986	9006079	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr11	9231288	9231663	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	11619217	11620242	Non-heritable	0	0	0	1	0	0	1	0	1	0	0	0
chr11	12007396	12007626	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr11	12050516	12051186	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	12120020	12121871	Heritable	1	0	1	1	0	1	0	0	0	1	0	1
chr11	12165582	12167278	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr11	12186031	12186973	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	12197424	12198687	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr11	12914177	12914885	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	16815063	16815640	Non-heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr11	17174077	17174960	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr11	17611113	17611508	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr11	17733079	17734125	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr11	17752332	17753830	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	17760848	17761845	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr11	17773541	17774199	Heritable	1	0	1	1	1	0	1	0	0	1	0	0
chr11	18411909	18412807	Heritable	0	0	1	1	0	1	0	0	0	1	0	1
chr11	20044978	20045583	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr11	20309895	20310392	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	22667493	22667873	Heritable	1	0	0	1	0	0	1	0	0	1	0	0
chr11	26284665	26285958	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr11	31780306	31781796	Heritable	0	0	1	1	1	1	0	0	0	0	0	0
chr11	31800317	31804550	Heritable	1	1	1	1	1	0	1	1	0	1	0	1
chr11	31806858	31808304	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr11	31808679	31809800	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr11	31968885	31969508	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	31986022	31986594	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr11	32791473	32791921	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	33377296	33378217	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr11	33618983	33620746	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	36729978	36731513	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	39372419	39373165	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	40734795	40736383	Heritable	0	0	0	1	0	1	0	0	1	0	0	0
chr11	41800919	41802521	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	44398265	44398630	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	44711646	44712562	Non-heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	44728757	44730283	Non-heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr11	44746806	44747425	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	44791454	44791758	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	44812324	44813982	Non-heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	44904275	44905042	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr11	47235293	47235521	Heritable	1	0	1	1	1	1	0	0	0	0	0	0
chr11	47427041	47427378	Heritable	1	0	0	0	0	0	1	0	0	1	0	0
chr11	47592791	47593428	Heritable	1	0	0	1	0	0	1	0	0	0	0	0
chr11	55873056	55873399	Heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr11	59823068	59823157	Heritable	0	0	0	0	0	1	0	0	0	0	1	0
chr11	60326385	60327922	Heritable	0	0	1	1	0	1	0	0	0	1	0	1
chr11	61008539	61008756	Heritable	0	1	1	1	0	0	0	0	0	0	0	0
chr11	61718356	61719410	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr11	61753193	61757975	Heritable	1	0	1	1	0	1	1	1	1	1	0	1
chr11	61760694	61761621	Heritable	1	0	0	1	0	1	0	0	0	0	0	0
chr11	62444138	62445345	Heritable	0	1	0	1	0	0	1	0	1	0	0	0
chr11	62575258	62575506	Non-heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr11	62666324	62666757	Heritable	1	0	1	1	0	0	1	0	0	0	0	0
chr11	62925902	62926899	Heritable	1	1	0	0	0	0	0	0	0	0	1	0
chr11	63610001	63611522	Heritable	1	0	0	1	0	0	0	1	1	0	0	0
chr11	63919846	63920292	Heritable	1	0	0	0	0	0	1	0	1	0	0	0
chr11	64092457	64093038	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	64119721	64120003	Heritable	0	1	0	1	0	0	1	0	0	1	0	0
chr11	64126834	64127032	Heritable	0	0	1	1	0	1	0	0	0	1	0	0
chr11	64135186	64135383	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	64138447	64138892	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	64141179	64141490	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	64150519	64151387	Heritable	0	0	1	1	0	1	0	0	0	0	0	0
chr11	64342062	64342220	Heritable	1	0	1	1	0	0	1	0	0	1	0	0
chr11	64355956	64356401	Heritable	1	0	1	1	0	0	0	1	0	0	0	0
chr11	64360149	64360947	Heritable	0	0	1	1	1	0	1	0	0	1	0	0
chr11	64372220	64372610	Heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr11	64450080	64450265	Heritable	0	0	1	0	0	0	1	0	0	0	0	0
chr11	64554569	64555167	Heritable	1	0	0	0	0	1	0	0	0	1	0	0
chr11	64631902	64633600	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr11	64721372	64722235	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr11	64842881	64844145	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr11	64854865	64855155	Heritable	0	0	1	1	0	0	1	0	0	1	0	0
chr11	64856333	64856845	Heritable	1	0	1	1	0	0	1	1	0	1	0	0
chr11	64863866	64865518	Heritable	1	0	0	1	0	1	0	0	1	0	0	0
chr11	64870872	64872593	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	65316915	65317644	Heritable	1	0	1	1	0	0	1	0	0	1	0	1
chr11	65356079	65356846	Heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr11	66230585	66231936	Heritable	1	0	1	1	0	1	0	0	0	1	0	1
chr11	66692565	66692669	Heritable	1	0	1	0	0	0	1	0	0	0	0	0
chr11	66717791	66718460	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr11	66743296	66743929	Heritable	1	0	0	1	0	0	1	0	1	1	0	0
chr11	66857602	66857904	Heritable	1	1	1	1	0	0	0	0	0	0	0	1
chr11	66906143	66906725	Heritable	0	0	0	1	0	1	0	0	0	0	0	0
chr11	67615770	67616569	Heritable	1	1	1	1	0	0	1	0	0	1	0	0
chr11	68216370	68216443	Heritable	1	0	0	0	0	0	1	0	0	0	0	0
chr11	68803889	68804162	Heritable	1	0	1	1	0	1	0	0	0	0	0	0
chr11	68869756	68870651	Heritable	0	0	0	0	0	1	0	0	0	1	0	0
