seqnames	start	end	h2_category	hg38_genes_promoters	hg38_genes_1to5kb	hg38_genes_5UTRs	hg38_genes_exons	hg38_genes_introns	hg38_genes_3UTRs	hg38_cpg_islands	hg38_cpg_shores	hg38_cpg_shelves	hg38_cpg_inter	hg38_genes_intergenic	hg38_enhancers_fantom
chr9	80230576	80231396	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	81679787	81680674	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	81863878	81863931	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	82923955	82924302	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	83218833	83219180	Non-heritable	1	0	0	0	0	0	0	0	0	1	0	0
chr9	83494199	83495429	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	85077263	85077694	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	85123993	85125911	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	87147964	87148057	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr9	87499116	87499502	Heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr9	87714036	87714845	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	87944392	87945676	Heritable	1	0	0	1	0	0	0	0	0	1	0	0
chr9	88236919	88237042	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	88828408	88829024	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	88944853	88947964	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	89282223	89282784	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	89479708	89479901	Non-heritable	1	0	1	1	1	0	0	0	0	1	0	0
chr9	89495703	89496598	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr9	89639187	89639900	Heritable	1	0	0	1	0	0	0	0	0	1	0	0
chr9	91117813	91118083	Heritable	1	1	0	1	1	0	1	0	0	0	0	1
chr9	91159687	91160451	Heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr9	91489589	91489978	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	91681270	91681434	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr9	91714062	91715078	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr9	92097414	92098924	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr9	92947017	92947305	Heritable	1	0	0	0	0	0	0	0	0	1	0	0
chr9	92966034	92966213	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	93132729	93133111	Heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr9	93137988	93138333	Non-heritable	0	1	0	0	0	0	0	0	1	0	0	0
chr9	93155835	93156219	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	93160049	93160647	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	93231174	93231790	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr9	93860630	93861530	Heritable	0	0	0	0	0	0	1	1	0	0	1	0
chr9	93884986	93886178	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	94259938	94260036	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr9	94331870	94333052	Non-heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr9	94639955	94640144	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr9	94772336	94773154	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr9	94945337	94945817	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	95081012	95082066	Non-heritable	0	1	0	0	1	0	0	0	1	1	0	0
chr9	95084269	95084812	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr9	95085940	95086788	Non-heritable	1	0	0	1	1	1	1	1	0	0	0	0
chr9	95312949	95313633	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	1
chr9	95448142	95448453	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr9	95733815	95734279	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	96022725	96023037	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	1
chr9	96049111	96050075	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr9	96219155	96219573	Non-heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr9	97076604	97077676	Non-heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr9	97237431	97237962	Heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr9	97503160	97503350	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr9	97570763	97571649	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	97856003	97856996	Heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr9	98119674	98119876	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr9	98973015	98973351	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	98974443	98974884	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	101446607	101448680	Non-heritable	0	1	0	0	1	0	0	1	1	0	0	0
chr9	104925480	104926013	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	105157159	105157799	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	106621201	106621860	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	108783784	108784394	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr9	111410913	111411407	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr9	112378304	112378957	Heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr9	112398716	112399232	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	112890133	112890346	Heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr9	113058989	113059845	Non-heritable	0	1	0	0	0	0	1	1	0	0	0	0
chr9	113111950	113112336	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr9	113376044	113376440	Heritable	1	0	1	1	1	0	0	1	0	0	0	0
chr9	113400219	113400620	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	113548560	113549261	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	114174579	114175859	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr9	114249959	114250959	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr9	114386377	114386900	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	115085687	115086299	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr9	116696651	116697920	Non-heritable	0	0	1	1	1	0	0	0	0	1	0	0
chr9	116736515	116737201	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	117642621	117643521	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr9	118896299	118897575	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	120842040	120842286	Heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr9	120843304	120843775	Heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr9	121566889	121567197	Non-heritable	1	0	1	1	0	0	0	0	0	1	0	0
chr9	121607519	121608156	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	121700258	121701765	Non-heritable	1	0	1	1	1	0	0	1	0	0	0	1
chr9	121735981	121736863	Non-heritable	1	1	0	0	1	0	1	1	0	0	0	1
chr9	121750727	121751146	Non-heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr9	121772787	121773577	Non-heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr9	121783329	121783622	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr9	121815426	121815727	Non-heritable	0	0	0	1	0	1	0	0	0	1	1	0
chr9	122406007	122407059	Heritable	1	1	0	1	1	0	0	0	0	1	0	1
chr9	123364158	123364747	Heritable	0	1	0	0	1	0	0	1	0	0	0	1
chr9	123372985	123373782	Non-heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr9	123382960	123383440	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	123385353	123385567	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	123454007	123454275	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	124009678	124009772	Non-heritable	1	1	0	0	1	0	1	0	0	0	0	0
chr9	124046021	124046125	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr9	124195271	124196424	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	124297752	124297851	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	1
chr9	124520253	124520544	Non-heritable	0	1	0	1	0	1	0	0	0	1	0	0
chr9	125067509	125068392	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	125397672	125398156	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	126107428	126108557	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	126297757	126298895	Non-heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr9	126307340	126308123	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	126399234	126399386	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	126506375	126506731	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr9	127121021	127121855	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	127226155	127226427	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	127698726	127699623	Heritable	0	1	0	0	1	0	1	1	0	0	0	1
chr9	127741758	127743093	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr9	127753879	127754260	Non-heritable	1	0	0	0	1	0	1	1	0	0	0	0
chr9	127780417	127780894	Non-heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	127854255	127854378	Non-heritable	0	0	1	1	1	0	1	1	0	0	0	0
chr9	127949736	127949950	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr9	127951206	127951553	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr9	128099095	128099496	Non-heritable	0	1	1	1	1	1	0	0	0	1	0	0
chr9	128139896	128140414	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	128181604	128181915	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr9	128192474	128193439	Heritable	1	1	0	0	1	0	1	1	0	0	0	0
chr9	128295510	128295853	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	128353707	128353829	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	128390080	128394260	Heritable	1	1	0	1	0	1	1	1	0	0	0	0
chr9	128554001	128555525	Non-heritable	0	1	1	1	1	0	0	1	1	0	0	1
chr9	128940622	128941187	Non-heritable	1	0	0	1	1	1	0	0	0	1	0	0
chr9	129321293	129321471	Heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr9	129394347	129394631	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	129447290	129447667	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr9	129675749	129675876	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr9	129866565	129866915	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	130185573	130185885	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	130209250	130209624	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	130454679	130455432	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr9	130460085	130460233	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	130536608	130537027	Non-heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr9	130824018	130824880	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	130894892	130895109	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr9	130908161	130908653	Heritable	0	0	0	0	1	0	0	0	1	1	0	0
chr9	130918680	130919257	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr9	131214353	131215333	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr9	131290375	131290779	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr9	131336216	131336571	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	131359532	131359860	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	132164114	132164532	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr9	132168582	132168826	Non-heritable	0	0	0	0	1	0	0	0	1	1	0	0
chr9	132185544	132185683	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	132235616	132235779	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr9	132469153	132469542	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	132556729	132556983	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	132608915	132609409	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	132733485	132733698	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	133050085	133050844	Non-heritable	0	1	0	1	1	0	0	0	0	1	0	0
chr9	133126067	133126805	Heritable	0	1	0	0	1	0	0	0	0	1	0	1
chr9	133137722	133138565	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	133245518	133245875	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	133255626	133255702	Heritable	0	1	0	1	1	1	1	0	0	0	0	0
chr9	133390784	133391974	Heritable	0	1	0	1	1	0	0	0	0	1	0	0
chr9	133418771	133419042	Heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr9	133429745	133429950	Heritable	0	0	0	1	1	1	1	0	0	0	0	0
chr9	133513816	133514687	Heritable	0	0	0	1	0	1	0	0	0	1	1	0
chr9	133563454	133563670	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr9	133565384	133565834	Non-heritable	0	0	0	0	1	0	0	0	1	0	0	0
chr9	133572409	133572807	Heritable	0	0	0	0	1	0	0	0	1	1	0	0
chr9	133586073	133586334	Non-heritable	1	0	1	1	1	0	1	1	0	0	0	0
chr9	133662340	133662631	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	133701181	133701831	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr9	133814318	133814581	Heritable	0	0	0	0	1	0	0	1	1	0	0	1
chr9	133907559	133907705	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	133915265	133915378	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr9	133916123	133916743	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr9	134010625	134010870	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr9	134069119	134069422	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr9	134157784	134158716	Heritable	0	0	0	1	1	1	0	0	1	1	0	0
chr9	134176453	134176857	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	134216096	134216280	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	134219580	134219859	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr9	134258452	134258856	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	134282859	134283586	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	134338415	134338802	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr9	134384896	134385973	Non-heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr9	134618201	134618538	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	134792744	134793141	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	134863363	134864192	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	134895256	134895633	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	135144445	135144767	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	135216740	135217363	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	135244746	135245179	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr9	135358092	135358530	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	135376672	135376973	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	135422332	135422951	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	135427281	135428581	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	135513062	135513398	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	135545704	135545948	Heritable	1	0	0	0	0	0	0	0	1	0	0	0
chr9	135603474	135603720	Non-heritable	1	0	0	0	0	0	0	0	0	1	0	0
chr9	135980665	135981227	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr9	136045277	136045810	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr9	136052673	136053049	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr9	136093963	136094339	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	1
chr9	136194953	136195387	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr9	136267911	136268067	Heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr9	136310715	136311135	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr9	136345042	136345627	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr9	136347081	136347811	Heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr9	136494094	136495192	Heritable	0	0	0	1	0	1	0	1	1	0	1	0
chr9	136511930	136512662	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	1
chr9	136531836	136531989	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr9	136565414	136565668	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	136566830	136567687	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	136583287	136583652	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	136637803	136638107	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	136740968	136741318	Heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr9	136742750	136742924	Heritable	1	0	1	1	1	1	0	0	1	0	0	0
chr9	136760459	136760701	Heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr9	136844390	136844682	Non-heritable	0	1	1	1	0	0	1	0	0	0	0	0
chr9	136866814	136867036	Heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr9	136917876	136918111	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr9	136963235	136963753	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr9	136975693	136975842	Non-heritable	0	1	0	0	1	0	0	1	1	0	0	0
chr9	136976975	136977368	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr9	137189836	137190392	Non-heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr9	137191927	137192510	Non-heritable	0	1	0	1	1	1	0	0	1	0	0	0
chr9	137237906	137238621	Heritable	0	1	0	0	0	0	0	1	1	0	0	1
chr9	137461844	137462348	Heritable	0	1	0	1	1	0	1	1	0	0	0	0
chr9	137479018	137479231	Non-heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr9	137740259	137740599	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr9	138023599	138024119	Non-heritable	0	0	0	1	1	1	1	1	0	0	0	0
chr9	138148140	138148212	Heritable	0	1	0	0	0	0	1	1	0	0	0	0
chr10	1022727	1023051	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr10	1180996	1181089	Non-heritable	0	0	0	1	1	1	0	0	1	0	0	0
chr10	1187063	1187973	Non-heritable	1	1	0	0	1	0	0	1	1	0	0	0
chr10	1235178	1235322	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	1363341	1363802	Non-heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr10	1368615	1370342	Heritable	0	0	0	0	1	0	0	0	1	1	0	0
chr10	1463340	1463665	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr10	1468534	1469432	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	1516548	1517184	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	1659449	1659777	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	2501319	2501914	Heritable	1	0	0	1	1	0	1	0	0	0	0	0
chr10	2681016	2681682	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	2779288	2780784	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	3107217	3107978	Non-heritable	0	0	0	1	1	1	0	1	0	0	0	0
chr10	3120367	3120894	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr10	3270845	3271148	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr10	3399040	3399328	Heritable	0	0	0	1	1	0	0	0	0	1	0	1
chr10	3406529	3406977	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	3570574	3570998	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	3860072	3860262	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	4815125	4816353	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	4867665	4869097	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr10	5369858	5371064	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	5396459	5397236	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	5525946	5526133	Non-heritable	1	1	0	1	1	1	0	1	0	0	0	0
chr10	5609387	5610374	Heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr10	5616636	5617111	Heritable	0	1	0	1	1	0	0	1	0	0	0	0
chr10	5679737	5681392	Heritable	0	1	0	0	0	0	0	0	1	1	0	0
chr10	5840387	5840519	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr10	6171909	6172229	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr10	6207303	6207423	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr10	6232704	6233211	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr10	7407415	7407566	Heritable	0	1	0	0	1	0	1	0	0	0	0	0
chr10	10911488	10911759	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr10	11339124	11340216	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	11742894	11742987	Non-heritable	0	1	0	1	1	0	1	1	0	0	0	0
chr10	11870160	11870509	Heritable	0	0	0	1	1	1	1	1	0	0	0	0
chr10	12172567	12172804	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr10	12322951	12323744	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	12405620	12406088	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	12605966	12606431	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	12820632	12820847	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	13217230	13217362	Heritable	1	0	0	1	0	0	0	0	0	1	0	0
chr10	13707002	13707953	Non-heritable	1	1	1	1	1	0	0	0	0	1	0	0
chr10	14163135	14163740	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	14559457	14560065	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	1
chr10	14563682	14565195	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr10	14567891	14571074	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr10	14780552	14781469	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	14973926	14974596	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	14993786	14994338	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	15481541	15482360	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	16891393	16892273	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	16975246	16978154	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr10	17348703	17349470	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr10	17935848	17937835	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	20062084	20063845	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	21055608	21056381	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	21175160	21175367	Heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr10	21500180	21500599	Non-heritable	0	1	0	0	0	0	1	0	0	0	0	1
chr10	22253515	22253809	Heritable	0	1	0	1	0	0	1	0	0	0	0	0
chr10	22324096	22324529	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr10	22479238	22480081	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr10	22711192	22712361	Non-heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr10	23063418	23063612	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	23203849	23204852	Non-heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr10	24557683	24558263	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	24653937	24654608	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	24784094	24784633	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	25717215	25718727	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	26059678	26062810	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	26452796	26453912	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	26945501	26946928	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr10	27099577	27099679	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr10	27252369	27253002	Heritable	1	1	0	0	1	0	1	1	0	0	0	0
chr10	27319031	27320305	Heritable	0	0	0	0	0	0	1	1	0	0	1	1
chr10	27741259	27741699	Non-heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr10	28502515	28502779	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	28768453	28768926	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	28812776	28814990	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr10	28924809	28925617	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr10	29585480	29585948	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	30057719	30058597	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr10	30212745	30213779	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	30597080	30597459	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	30670954	30671670	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr10	30751897	30752385	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	30781444	30782007	Non-heritable	0	0	0	0	0	0	0	0	1	0	1	0
chr10	31156452	31157890	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	32256793	32257071	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	32980014	32980152	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr10	32981257	32981408	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr10	33556471	33557045	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	34116849	34116984	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr10	38401902	38402315	Heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr10	42952251	42952554	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr10	43350413	43351176	Non-heritable	1	0	0	1	0	0	1	1	0	0	0	1
chr10	43667990	43668082	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr10	44292429	44292596	Non-heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr10	44293500	44293742	Non-heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr10	44566043	44569036	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr10	44863812	44864483	Heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr10	44960510	44960827	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
