seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type	h2_category
chr10	91411520	91412547	1028	*	chr10	91350880	91525027	174148	-	intron:748558	ENST00000688440.1	100188947	HECTD2-AS1	hg38_genes_introns	Non-heritable
chr10	91411520	91412547	1028	*	chr10	91350880	91525027	174148	-	intron:748561	ENST00000700888.1	100188947	HECTD2-AS1	hg38_genes_introns	Non-heritable
chr10	91411520	91412547	1028	*	chr10	91410817	91412816	2000	*	shore:24461				hg38_cpg_shores	Non-heritable
chr10	91655070	91657222	2153	*	chr10	91638072	91666779	28708	*	intergenic:12521				hg38_genes_intergenic	Heritable
chr10	91655070	91657222	2153	*	chr10	91637391	91794212	156822	*	inter:10087				hg38_cpg_inter	Heritable
chr10	91796431	91797023	593	*	chr10	91793426	91797425	4000	+	1to5kb:126484	ENST00000371627.5	80351	TNKS2	hg38_genes_1to5kb	Heritable
chr10	91796431	91797023	593	*	chr10	91793426	91797425	4000	+	1to5kb:126485	ENST00000710380.1	80351	TNKS2	hg38_genes_1to5kb	Heritable
chr10	91796431	91797023	593	*	chr10	91783161	91797812	14652	-	intron:748565	ENST00000668345.2	100507633	TNKS2-DT	hg38_genes_introns	Heritable
chr10	91796431	91797023	593	*	chr10	91783161	91798236	15076	-	intron:748567	ENST00000432938.1	100507633	TNKS2-DT	hg38_genes_introns	Heritable
chr10	91796431	91797023	593	*	chr10	91783161	91797812	14652	-	intron:748568	ENST00000432246.1	100507633	TNKS2-DT	hg38_genes_introns	Heritable
chr10	91796431	91797023	593	*	chr10	91796213	91798212	2000	*	shore:24464				hg38_cpg_shores	Heritable
chr10	92692301	92692797	497	*	chr10	92692368	92692522	155	+	5UTR:84563	ENST00000472590.6	3087	HHEX	hg38_genes_5UTRs	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692032	92692522	491	+	5UTR:84564	ENST00000492654.3	3087	HHEX	hg38_genes_5UTRs	Non-heritable
chr10	92692301	92692797	497	*	chr10	92691570	92692483	914	+	exon:846778	ENST00000551454.1	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692368	92692546	179	+	exon:846780	ENST00000282728.10	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692702	92692752	51	+	exon:846781	ENST00000282728.10	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692368	92692546	179	+	exon:846784	ENST00000472590.6	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692702	92692752	51	+	exon:846785	ENST00000472590.6	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692032	92692546	515	+	exon:846787	ENST00000492654.3	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692702	92692752	51	+	exon:846788	ENST00000492654.3	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92692301	92692797	497	*	chr10	92690348	92692367	2020	+	intron:720271	ENST00000282728.10	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692547	92692701	155	+	intron:720272	ENST00000282728.10	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692753	92694546	1794	+	intron:720273	ENST00000282728.10	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692100	92692367	268	+	intron:720274	ENST00000472590.6	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692547	92692701	155	+	intron:720275	ENST00000472590.6	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692753	92694546	1794	+	intron:720276	ENST00000472590.6	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692547	92692701	155	+	intron:720277	ENST00000492654.3	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692753	92694546	1794	+	intron:720278	ENST00000492654.3	3087	HHEX	hg38_genes_introns	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692443	92692671	229	*	island:13358				hg38_cpg_islands	Non-heritable
chr10	92692301	92692797	497	*	chr10	92691981	92692442	462	*	shore:24487				hg38_cpg_shores	Non-heritable
chr10	92692301	92692797	497	*	chr10	92692672	92695766	3095	*	shore:24488				hg38_cpg_shores	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92694547	92695647	1101	+	exon:846782	ENST00000282728.10	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92694547	92695641	1095	+	exon:846786	ENST00000472590.6	3087	HHEX	hg38_genes_exons	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92694769	92695647	879	+	3UTR:105748	ENST00000282728.10	3087	HHEX	hg38_genes_3UTRs	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92694769	92695641	873	+	3UTR:105749	ENST00000472590.6	3087	HHEX	hg38_genes_3UTRs	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92695648	92710498	14851	*	intergenic:12532				hg38_genes_intergenic	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92695767	92696139	373	*	island:13359				hg38_cpg_islands	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92692672	92695766	3095	*	shore:24488				hg38_cpg_shores	Non-heritable
chr10	92695133	92696514	1382	*	chr10	92696140	92699496	3357	*	shore:24489				hg38_cpg_shores	Non-heritable
chr10	93991921	93992197	277	*	chr10	93988931	93992930	4000	+	1to5kb:126577	ENST00000371380.8	51196	PLCE1	hg38_genes_1to5kb	Non-heritable
chr10	93991921	93992197	277	*	chr10	93989034	93993033	4000	+	1to5kb:126578	ENST00000692396.1	51196	PLCE1	hg38_genes_1to5kb	Non-heritable
chr10	93991921	93992197	277	*	chr10	93989151	93993150	4000	+	1to5kb:126579	ENST00000675487.1	51196	PLCE1	hg38_genes_1to5kb	Non-heritable
chr10	93991921	93992197	277	*	chr10	93991590	93993589	2000	*	shore:24509				hg38_cpg_shores	Non-heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720641	ENST00000371380.8	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720673	ENST00000692396.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720705	ENST00000675487.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720735	ENST00000689699.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720744	ENST00000685253.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720774	ENST00000686954.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720805	ENST00000692286.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720834	ENST00000689233.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	94032253	94132173	99921	+	intron:720864	ENST00000675718.1	51196	PLCE1	hg38_genes_introns	Heritable
chr10	94051273	94052020	748	*	chr10	93998445	94358782	360338	*	inter:10106				hg38_cpg_inter	Heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:749708	ENST00000371227.8	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:749740	ENST00000371247.7	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:749764	ENST00000371249.6	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95493287	95561319	68033	-	intron:749791	ENST00000649911.2	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:749816	ENST00000306402.10	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:749848	ENST00000371246.6	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:749897	ENST00000649575.2	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:749936	ENST00000607232.5	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95491121	95561319	70199	-	intron:750114	ENST00000474353.6	10580	SORBS1	hg38_genes_introns	Non-heritable
chr10	95559376	95559844	469	*	chr10	95558667	95560666	2000	*	shore:24523				hg38_cpg_shores	Non-heritable
chr10	95559376	95559844	469	*	chr10	95559539	95559833	295	*	enhancer:38230				hg38_enhancers_fantom	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96357160	96358159	1000	-	promoter:131211	ENST00000536387.5	93377	OPALIN	hg38_genes_promoters	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96354456	96358455	4000	-	1to5kb:131210	ENST00000611913.4	93377	OPALIN	hg38_genes_1to5kb	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358160	96362159	4000	-	1to5kb:131211	ENST00000536387.5	93377	OPALIN	hg38_genes_1to5kb	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358897	96359002	106	-	5UTR:87436	ENST00000371172.8	93377	OPALIN	hg38_genes_5UTRs	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96356910	96357159	250	-	5UTR:87437	ENST00000536387.5	93377	OPALIN	hg38_genes_5UTRs	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358897	96359365	469	-	5UTR:87441	ENST00000393870.3	93377	OPALIN	hg38_genes_5UTRs	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358897	96359365	469	-	5UTR:87442	ENST00000393871.5	93377	OPALIN	hg38_genes_5UTRs	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358897	96359365	469	-	5UTR:87443	ENST00000419479.5	93377	OPALIN	hg38_genes_5UTRs	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358894	96359002	109	-	exon:881946	ENST00000371172.8	93377	OPALIN	hg38_genes_exons	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96356910	96357159	250	-	exon:881957	ENST00000536387.5	93377	OPALIN	hg38_genes_exons	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358894	96359365	472	-	exon:881963	ENST00000393870.3	93377	OPALIN	hg38_genes_exons	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358894	96359365	472	-	exon:881968	ENST00000393871.5	93377	OPALIN	hg38_genes_exons	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96358894	96359365	472	-	exon:881972	ENST00000419479.5	93377	OPALIN	hg38_genes_exons	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96355291	96358893	3603	-	intron:750742	ENST00000371172.8	93377	OPALIN	hg38_genes_introns	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96351411	96358893	7483	-	intron:750755	ENST00000393870.3	93377	OPALIN	hg38_genes_introns	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96349827	96358893	9067	-	intron:750758	ENST00000393871.5	93377	OPALIN	hg38_genes_introns	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96355291	96358893	3603	-	intron:750762	ENST00000419479.5	93377	OPALIN	hg38_genes_introns	Non-heritable
chr10	96357034	96358924	1891	*	chr10	96134656	96380541	245886	*	inter:10118				hg38_cpg_inter	Non-heritable
chr10	97688213	97688803	591	*	chr10	97687242	97688241	1000	-	promoter:131302	ENST00000370626.4	60370	AVPI1	hg38_genes_promoters	Non-heritable
chr10	97688213	97688803	591	*	chr10	97688242	97692241	4000	-	1to5kb:131302	ENST00000370626.4	60370	AVPI1	hg38_genes_1to5kb	Non-heritable
chr10	97688213	97688803	591	*	chr10	97687644	97689643	2000	*	shore:24578				hg38_cpg_shores	Non-heritable
chr10	97974158	97974514	357	*	chr10	97936367	98011137	74771	-	intron:751599	ENST00000370597.8	55118	CRTAC1	hg38_genes_introns	Non-heritable
chr10	97974158	97974514	357	*	chr10	97936367	98011137	74771	-	intron:751615	ENST00000370591.6	55118	CRTAC1	hg38_genes_introns	Non-heritable
chr10	97974158	97974514	357	*	chr10	97936367	98011137	74771	-	intron:751629	ENST00000309155.3	55118	CRTAC1	hg38_genes_introns	Non-heritable
chr10	97974158	97974514	357	*	chr10	97972901	97974900	2000	*	shore:24587				hg38_cpg_shores	Non-heritable
chr10	98405491	98405985	495	*	chr10	98400258	98407581	7324	-	intron:751656	ENST00000483923.5	84795	PYROXD2	hg38_genes_introns	Non-heritable
chr10	98405491	98405985	495	*	chr10	98400258	98407581	7324	-	intron:751671	ENST00000370575.5	84795	PYROXD2	hg38_genes_introns	Non-heritable
chr10	98405491	98405985	495	*	chr10	98272752	98442548	169797	*	inter:10145				hg38_cpg_inter	Non-heritable
chr10	99330714	99330897	184	*	chr10	99329356	99330960	1605	+	exon:849121	ENST00000356713.5	26507	CNNM1	hg38_genes_exons	Non-heritable
chr10	99330714	99330897	184	*	chr10	99329356	99330960	1605	+	exon:849132	ENST00000696687.1	26507	CNNM1	hg38_genes_exons	Non-heritable
chr10	99330714	99330897	184	*	chr10	99329546	99330898	1353	*	island:13419				hg38_cpg_islands	Non-heritable
chr10	99520942	99521563	622	*	chr10	99463260	99521947	58688	*	intergenic:12593				hg38_genes_intergenic	Non-heritable
chr10	99520942	99521563	622	*	chr10	99521424	99522359	936	*	island:13422				hg38_cpg_islands	Non-heritable
chr10	99520942	99521563	622	*	chr10	99520626	99521423	798	*	shore:24607				hg38_cpg_shores	Non-heritable
chr10	99526781	99527357	577	*	chr10	99525948	99526947	1000	+	promoter:126808	ENST00000452494.2			hg38_genes_promoters	Non-heritable
chr10	99526781	99527357	577	*	chr10	99526948	99527204	257	+	exon:849195	ENST00000452494.2			hg38_genes_exons	Non-heritable
chr10	99526781	99527357	577	*	chr10	99527296	99527443	148	-	exon:883923	ENST00000552096.5	101927324	LINC01475	hg38_genes_exons	Non-heritable
chr10	99526781	99527357	577	*	chr10	99527205	99527993	789	+	intron:722388	ENST00000452494.2			hg38_genes_introns	Non-heritable
chr10	99526781	99527357	577	*	chr10	99526695	99527295	601	-	intron:752537	ENST00000552096.5	101927324	LINC01475	hg38_genes_introns	Non-heritable
chr10	99526781	99527357	577	*	chr10	99526695	99527805	1111	-	intron:752539	ENST00000548010.1	101927324	LINC01475	hg38_genes_introns	Non-heritable
chr10	99526781	99527357	577	*	chr10	99525405	99527404	2000	*	shore:24610				hg38_cpg_shores	Non-heritable
chr10	99531371	99531640	270	*	chr10	99531178	99532177	1000	-	promoter:131389	ENST00000548010.1	101927324	LINC01475	hg38_genes_promoters	Non-heritable
chr10	99531371	99531640	270	*	chr10	99527942	99531941	4000	+	1to5kb:126809	ENST00000344586.9	159296	NKX2-3	hg38_genes_1to5kb	Non-heritable
chr10	99531371	99531640	270	*	chr10	99528444	99532443	4000	-	1to5kb:131388	ENST00000552096.5	101927324	LINC01475	hg38_genes_1to5kb	Non-heritable
chr10	99531371	99531640	270	*	chr10	99530868	99531421	554	*	island:13426				hg38_cpg_islands	Non-heritable
chr10	99531371	99531640	270	*	chr10	99531422	99532678	1257	*	shore:24613				hg38_cpg_shores	Non-heritable
chr10	100932348	100932948	601	*	chr10	100931079	100937401	6323	+	intron:722761	ENST00000649226.1	55719	SLF2	hg38_genes_introns	Heritable
chr10	100932348	100932948	601	*	chr10	100931079	100937401	6323	+	intron:722780	ENST00000238961.9	55719	SLF2	hg38_genes_introns	Heritable
chr10	100932348	100932948	601	*	chr10	100931079	100937401	6323	+	intron:722799	ENST00000370269.3	55719	SLF2	hg38_genes_introns	Heritable
chr10	100932348	100932948	601	*	chr10	100917403	100965541	48139	*	inter:10175				hg38_cpg_inter	Heritable
chr10	101005650	101007117	1468	*	chr10	101005458	101005715	258	+	exon:849850	ENST00000370223.7	84445	LZTS2	hg38_genes_exons	Heritable
chr10	101005650	101007117	1468	*	chr10	101006485	101007836	1352	+	exon:849851	ENST00000370223.7	84445	LZTS2	hg38_genes_exons	Heritable
chr10	101005650	101007117	1468	*	chr10	101005458	101005715	258	+	exon:849861	ENST00000370220.1	84445	LZTS2	hg38_genes_exons	Heritable
chr10	101005650	101007117	1468	*	chr10	101006485	101007836	1352	+	exon:849862	ENST00000370220.1	84445	LZTS2	hg38_genes_exons	Heritable
chr10	101005650	101007117	1468	*	chr10	101005458	101005715	258	+	exon:849866	ENST00000454422.2	84445	LZTS2	hg38_genes_exons	Heritable
chr10	101005650	101007117	1468	*	chr10	101006485	101007833	1349	+	exon:849867	ENST00000454422.2	84445	LZTS2	hg38_genes_exons	Heritable
chr10	101005650	101007117	1468	*	chr10	101005716	101006484	769	+	intron:722932	ENST00000370223.7	84445	LZTS2	hg38_genes_introns	Heritable
chr10	101005650	101007117	1468	*	chr10	101005716	101006484	769	+	intron:722939	ENST00000370220.1	84445	LZTS2	hg38_genes_introns	Heritable
chr10	101005650	101007117	1468	*	chr10	101005716	101006484	769	+	intron:722943	ENST00000454422.2	84445	LZTS2	hg38_genes_introns	Heritable
chr10	101005650	101007117	1468	*	chr10	101005448	101005691	244	*	island:13472				hg38_cpg_islands	Heritable
chr10	101005650	101007117	1468	*	chr10	101006564	101006936	373	*	island:13473				hg38_cpg_islands	Heritable
chr10	101005650	101007117	1468	*	chr10	101005692	101006563	872	*	shore:24690				hg38_cpg_shores	Heritable
chr10	101005650	101007117	1468	*	chr10	101006937	101008936	2000	*	shore:24691				hg38_cpg_shores	Heritable
chr10	101008423	101008841	419	*	chr10	101007679	101008850	1172	-	exon:884599	ENST00000619208.6	79955	PDZD7	hg38_genes_exons	Non-heritable
chr10	101008423	101008841	419	*	chr10	101007810	101008850	1041	-	exon:884612	ENST00000474125.7	79955	PDZD7	hg38_genes_exons	Non-heritable
chr10	101008423	101008841	419	*	chr10	101007679	101008466	788	-	3UTR:110907	ENST00000619208.6	79955	PDZD7	hg38_genes_3UTRs	Non-heritable
chr10	101008423	101008841	419	*	chr10	101007810	101008850	1041	-	3UTR:110918	ENST00000474125.7	79955	PDZD7	hg38_genes_3UTRs	Non-heritable
chr10	101008423	101008841	419	*	chr10	101006937	101008936	2000	*	shore:24691				hg38_cpg_shores	Non-heritable
chr10	101310581	101310723	143	*	chr10	101310018	101311017	1000	+	promoter:126959	ENST00000442188.1			hg38_genes_promoters	Non-heritable
chr10	101310581	101310723	143	*	chr10	101310534	101310747	214	*	island:13496				hg38_cpg_islands	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774757	101774879	123	-	5UTR:87691	ENST00000618991.5	2253	FGF8	hg38_genes_5UTRs	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774912	181	-	exon:884818	ENST00000320185.7	2253	FGF8	hg38_genes_exons	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774879	148	-	exon:884824	ENST00000344255.8	2253	FGF8	hg38_genes_exons	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774879	148	-	exon:884829	ENST00000469792.6	2253	FGF8	hg38_genes_exons	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774879	148	-	exon:884834	ENST00000618991.5	2253	FGF8	hg38_genes_exons	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774912	181	-	exon:884838	ENST00000485728.1	2253	FGF8	hg38_genes_exons	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774879	148	-	exon:884843	ENST00000346714.7	2253	FGF8	hg38_genes_exons	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774912	181	-	exon:884848	ENST00000347978.2	2253	FGF8	hg38_genes_exons	Non-heritable
chr10	101774199	101774853	655	*	chr10	101771570	101774731	3162	-	intron:753281	ENST00000320185.7	2253	FGF8	hg38_genes_introns	Non-heritable
chr10	101774199	101774853	655	*	chr10	101771570	101774731	3162	-	intron:753286	ENST00000344255.8	2253	FGF8	hg38_genes_introns	Non-heritable
chr10	101774199	101774853	655	*	chr10	101771570	101774731	3162	-	intron:753291	ENST00000469792.6	2253	FGF8	hg38_genes_introns	Non-heritable
chr10	101774199	101774853	655	*	chr10	101771570	101774731	3162	-	intron:753295	ENST00000618991.5	2253	FGF8	hg38_genes_introns	Non-heritable
chr10	101774199	101774853	655	*	chr10	101771570	101774731	3162	-	intron:753299	ENST00000485728.1	2253	FGF8	hg38_genes_introns	Non-heritable
chr10	101774199	101774853	655	*	chr10	101771570	101774731	3162	-	intron:753302	ENST00000346714.7	2253	FGF8	hg38_genes_introns	Non-heritable
chr10	101774199	101774853	655	*	chr10	101771570	101774731	3162	-	intron:753306	ENST00000347978.2	2253	FGF8	hg38_genes_introns	Non-heritable
chr10	101774199	101774853	655	*	chr10	101774732	101774879	148	-	3UTR:110936	ENST00000469792.6	2253	FGF8	hg38_genes_3UTRs	Non-heritable
chr10	101774199	101774853	655	*	chr10	101773638	101775637	2000	*	shore:24739				hg38_cpg_shores	Non-heritable
chr10	101843180	101843272	93	*	chr10	101840873	101844872	4000	-	1to5kb:131558	ENST00000348850.9	30819	KCNIP2	hg38_genes_1to5kb	Non-heritable
chr10	101843180	101843272	93	*	chr10	101831168	101843495	12328	-	intron:753414	ENST00000356640.7	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101831168	101843495	12328	-	intron:753424	ENST00000355657.6	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101831168	101843495	12328	-	intron:753432	ENST00000358038.7	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101829200	101843495	14296	-	intron:753440	ENST00000370046.5	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101831168	101843495	12328	-	intron:753449	ENST00000472764.5	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101829200	101843495	14296	-	intron:753469	ENST00000343195.8	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101829200	101843495	14296	-	intron:753476	ENST00000353068.7	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101831168	101843495	12328	-	intron:753485	ENST00000461105.5	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101829200	101843495	14296	-	intron:753490	ENST00000239117.3	30819	KCNIP2	hg38_genes_introns	Non-heritable
chr10	101843180	101843272	93	*	chr10	101841477	101843408	1932	*	shore:24749				hg38_cpg_shores	Non-heritable
chr10	102433082	102433344	263	*	chr10	102432575	102433574	1000	-	promoter:131595	ENST00000369937.5	79004	CUEDC2	hg38_genes_promoters	Heritable
chr10	102433082	102433344	263	*	chr10	102432569	102433568	1000	-	promoter:131596	ENST00000486762.6	79004	CUEDC2	hg38_genes_promoters	Heritable
chr10	102433082	102433344	263	*	chr10	102432585	102433584	1000	-	promoter:131597	ENST00000477994.1	79004	CUEDC2	hg38_genes_promoters	Heritable
chr10	102433082	102433344	263	*	chr10	102431512	102435511	4000	+	1to5kb:127139	ENST00000365699.4	574447	MIR146B	hg38_genes_1to5kb	Heritable
chr10	102433082	102433344	263	*	chr10	102432771	102434770	2000	*	shore:24777				hg38_cpg_shores	Heritable
chr10	103451170	103451467	298	*	chr10	103447846	103451845	4000	+	1to5kb:127233	ENST00000411906.1	124902494	LOC124902494	hg38_genes_1to5kb	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451083	103451285	203	-	5UTR:87799	ENST00000260743.10	51063	CALHM2	hg38_genes_5UTRs	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451083	103451182	100	-	5UTR:87802	ENST00000369788.7	51063	CALHM2	hg38_genes_5UTRs	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451083	103451285	203	-	exon:885814	ENST00000260743.10	51063	CALHM2	hg38_genes_exons	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451083	103451182	100	-	exon:885818	ENST00000369788.7	51063	CALHM2	hg38_genes_exons	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451083	103451572	490	-	exon:885821	ENST00000494180.1	51063	CALHM2	hg38_genes_exons	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451083	103451285	203	-	exon:885829	ENST00000461631.1	51063	CALHM2	hg38_genes_exons	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451083	103451588	506	-	exon:885831	ENST00000474797.1	51063	CALHM2	hg38_genes_exons	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451286	103452155	870	-	intron:754152	ENST00000260743.10	51063	CALHM2	hg38_genes_introns	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451183	103452155	973	-	intron:754155	ENST00000369788.7	51063	CALHM2	hg38_genes_introns	Non-heritable
chr10	103451170	103451467	298	*	chr10	103449935	103451878	1944	-	intron:754157	ENST00000463878.1	51063	CALHM2	hg38_genes_introns	Non-heritable
chr10	103451170	103451467	298	*	chr10	103450801	103452155	1355	-	intron:754159	ENST00000480642.1	51063	CALHM2	hg38_genes_introns	Non-heritable
chr10	103451170	103451467	298	*	chr10	103451286	103452155	870	-	intron:754161	ENST00000461631.1	51063	CALHM2	hg38_genes_introns	Non-heritable
chr10	103451170	103451467	298	*	chr10	103450193	103452192	2000	*	shore:24807				hg38_cpg_shores	Non-heritable
chr10	103473349	103473610	262	*	chr10	103472804	103473704	901	-	exon:885837	ENST00000369783.4	119395	CALHM3	hg38_genes_exons	Heritable
chr10	103473349	103473610	262	*	chr10	103473164	103473699	536	*	island:13545				hg38_cpg_islands	Heritable
chr10	103605602	103605854	253	*	chr10	103603619	103607618	4000	+	1to5kb:127239	ENST00000609691.1			hg38_genes_1to5kb	Non-heritable
chr10	103605602	103605854	253	*	chr10	103605798	103605917	120	-	exon:885860	ENST00000369774.9	9644	SH3PXD2A	hg38_genes_exons	Non-heritable
chr10	103605602	103605854	253	*	chr10	103605798	103605917	120	-	exon:885874	ENST00000355946.7	9644	SH3PXD2A	hg38_genes_exons	Non-heritable
chr10	103605602	103605854	253	*	chr10	103605798	103605917	120	-	exon:885886	ENST00000315994.6	9644	SH3PXD2A	hg38_genes_exons	Non-heritable
chr10	103605602	103605854	253	*	chr10	103605798	103605917	120	-	exon:885898	ENST00000692756.1	9644	SH3PXD2A	hg38_genes_exons	Non-heritable
chr10	103605602	103605854	253	*	chr10	103605798	103605917	120	-	exon:885907	ENST00000420222.2	9644	SH3PXD2A	hg38_genes_exons	Non-heritable
chr10	103605602	103605854	253	*	chr10	103603790	103605797	2008	-	intron:754172	ENST00000369774.9	9644	SH3PXD2A	hg38_genes_introns	Non-heritable
chr10	103605602	103605854	253	*	chr10	103603790	103605797	2008	-	intron:754186	ENST00000355946.7	9644	SH3PXD2A	hg38_genes_introns	Non-heritable
chr10	103605602	103605854	253	*	chr10	103603790	103605797	2008	-	intron:754199	ENST00000315994.6	9644	SH3PXD2A	hg38_genes_introns	Non-heritable
chr10	103605602	103605854	253	*	chr10	103603790	103605797	2008	-	intron:754210	ENST00000692756.1	9644	SH3PXD2A	hg38_genes_introns	Non-heritable
