reference	target_id	seqnames_hg19	pos_hg19	cell_type	marker_rank	marker_pvalue	signature_platform	mapping_status	seqnames_hg38	pos_hg38	overlaps_blacklist	overlaps_ct_snp	duplicated_reference_coordinate	eligible
"Lee"	"cg21514880"	"chr4"	151770699	"Oligo"	176	3.77629963240722e-50	"850K"	"unique_liftover"	"chr4"	150849547	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19064915"	"chr2"	241190569	"Oligo"	177	3.77930738685764e-50	"850K"	"unique_liftover"	"chr2"	240251152	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03152916"	"chr2"	198541731	"Oligo"	178	3.96414589078621e-50	"850K"	"unique_liftover"	"chr2"	197677007	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16817972"	"chr1"	41468787	"Oligo"	179	4.35369522605144e-50	"850K"	"unique_liftover"	"chr1"	41003115	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg01495529"	"chr10"	126361245	"Oligo"	180	4.43871392109232e-50	"850K"	"unique_liftover"	"chr10"	124672676	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19375767"	"chr1"	27048589	"Oligo"	181	4.77481398228384e-50	"850K"	"unique_liftover"	"chr1"	26722098	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg00171942"	"chr1"	34088611	"Oligo"	182	4.90916217065391e-50	"850K"	"unique_liftover"	"chr1"	33623011	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19676829"	"chr1"	14088437	"Oligo"	183	4.98227078368264e-50	"850K"	"unique_liftover"	"chr1"	13761942	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02917683"	"chr2"	128137769	"Oligo"	184	5.77034012026233e-50	"850K"	"unique_liftover"	"chr2"	127380193	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg24299260"	"chr12"	64272411	"Oligo"	185	5.94867701166059e-50	"850K"	"unique_liftover"	"chr12"	63878631	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg11951808"	"chr1"	179995775	"Oligo"	186	6.00213216421228e-50	"850K"	"unique_liftover"	"chr1"	180026640	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg00837086"	"chr2"	96733962	"Oligo"	187	6.44412693574381e-50	"850K"	"unique_liftover"	"chr2"	96068214	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03569956"	"chr2"	4034231	"Oligo"	188	6.51732557443875e-50	"850K"	"unique_liftover"	"chr2"	3986641	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05629278"	"chr2"	225874509	"Oligo"	189	6.52708614893335e-50	"850K"	"unique_liftover"	"chr2"	225009792	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20375654"	"chr9"	124767667	"Oligo"	190	7.64227604598899e-50	"850K"	"unique_liftover"	"chr9"	122005388	FALSE	TRUE	FALSE	FALSE
"Lee"	"cg10107839"	"chr2"	16212655	"Oligo"	191	8.46443947668218e-50	"850K"	"unique_liftover"	"chr2"	16072533	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg01118901"	"chr9"	116298059	"Oligo"	192	1.00401501226582e-49	"850K"	"unique_liftover"	"chr9"	113535779	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg23975646"	"chr18"	74728931	"Oligo"	193	1.13789467834199e-49	"850K"	"unique_liftover"	"chr18"	77016975	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13442966"	"chr18"	74728979	"Oligo"	194	1.15844475603271e-49	"850K"	"unique_liftover"	"chr18"	77017023	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21711827"	"chr2"	67094729	"Oligo"	195	1.31450689213717e-49	"850K"	"unique_liftover"	"chr2"	66867597	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg24225712"	"chr12"	122652255	"Oligo"	196	1.53645213350311e-49	"850K"	"unique_liftover"	"chr12"	122167708	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg25834148"	"chr5"	55069378	"Oligo"	197	1.53705724059889e-49	"850K"	"unique_liftover"	"chr5"	55773550	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg08350516"	"chr13"	52549538	"Oligo"	198	1.77889220530686e-49	"850K"	"unique_liftover"	"chr13"	51975402	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg16985249"	"chr2"	242333493	"Oligo"	199	1.80726192084806e-49	"850K"	"unique_liftover"	"chr2"	241394078	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07245447"	"chr1"	156184331	"Oligo"	200	1.93844728049877e-49	"850K"	"unique_liftover"	"chr1"	156214540	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09182686"	"chr12"	79991892	"Oligo"	201	2.054481048477e-49	"850K"	"unique_liftover"	"chr12"	79598112	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20662812"	"chr2"	31043534	"Oligo"	202	2.11267531537324e-49	"850K"	"unique_liftover"	"chr2"	30820668	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09659608"	"chr1"	161170502	"Oligo"	203	2.12494312262496e-49	"850K"	"unique_liftover"	"chr1"	161200712	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09976400"	"chr1"	86913435	"Oligo"	204	2.20151401545054e-49	"850K"	"unique_liftover"	"chr1"	86447752	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06010350"	"chr1"	55354211	"Oligo"	205	2.22374029600175e-49	"850K"	"unique_liftover"	"chr1"	54888538	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg17822735"	"chr1"	45057828	"Oligo"	206	2.33757846859854e-49	"850K"	"unique_liftover"	"chr1"	44592156	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg06784867"	"chr1"	205025508	"Oligo"	207	2.4812692593728e-49	"850K"	"unique_liftover"	"chr1"	205056380	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10627776"	"chr1"	18079053	"Oligo"	208	2.5262077511738e-49	"850K"	"unique_liftover"	"chr1"	17752558	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15122503"	"chr7"	142983776	"Oligo"	209	2.66997931788209e-49	"850K"	"unique_liftover"	"chr7"	143286683	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg21364615"	"chr10"	1222689	"Oligo"	210	2.71662631879434e-49	"850K"	"unique_liftover"	"chr10"	1176749	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04315069"	"chr1"	220981988	"Oligo"	211	2.94128367821943e-49	"850K"	"unique_liftover"	"chr1"	220808646	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg01099213"	"chr1"	211485678	"Oligo"	212	3.19420020330665e-49	"850K"	"unique_liftover"	"chr1"	211312336	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10434728"	"chr15"	90938212	"Oligo"	213	3.61472369055489e-49	"850K"	"unique_liftover"	"chr15"	90394980	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19503307"	"chr5"	123933213	"Oligo"	214	4.9240654133908e-49	"850K"	"unique_liftover"	"chr5"	124597520	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02912281"	"chr1"	9436271	"Oligo"	215	5.28179225298347e-49	"850K"	"unique_liftover"	"chr1"	9376212	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09607452"	"chr15"	50193161	"Oligo"	216	5.34060109685805e-49	"850K"	"unique_liftover"	"chr15"	49900964	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09916030"	"chr21"	37949197	"Oligo"	217	5.35063949619107e-49	"850K"	"unique_liftover"	"chr21"	36576899	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02339850"	"chr2"	236586191	"Oligo"	218	5.57706457724428e-49	"850K"	"unique_liftover"	"chr2"	235677547	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg27112280"	"chr1"	186870196	"Oligo"	219	6.12338693666733e-49	"850K"	"unique_liftover"	"chr1"	186901064	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15123761"	"chr6"	166711291	"Oligo"	220	6.36216285154757e-49	"850K"	"unique_liftover"	"chr6"	166297803	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg02372283"	"chr19"	57701880	"Oligo"	221	6.53516525706221e-49	"850K"	"unique_liftover"	"chr19"	57190512	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13233722"	"chr11"	61425529	"Oligo"	222	6.9216032885934e-49	"850K"	"unique_liftover"	"chr11"	61658057	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg14177140"	"chr1"	220956859	"Oligo"	223	7.75458733745891e-49	"850K"	"unique_liftover"	"chr1"	220783517	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg27074501"	"chr1"	174029515	"Oligo"	224	8.76744881093561e-49	"850K"	"unique_liftover"	"chr1"	174060377	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg14858188"	"chr1"	206234203	"Oligo"	225	9.57602591961226e-49	"850K"	"unique_liftover"	"chr1"	206107128	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg10618943"	"chr19"	35794560	"Oligo"	226	1.0713706972589e-48	"850K"	"unique_liftover"	"chr19"	35303657	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13872123"	"chr1"	110262769	"Oligo"	227	1.07328763163524e-48	"850K"	"unique_liftover"	"chr1"	109720147	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg14448116"	"chr1"	161170110	"Oligo"	228	1.20627558708423e-48	"850K"	"unique_liftover"	"chr1"	161200320	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13592817"	"chr1"	205017182	"Oligo"	229	1.21253724064889e-48	"850K"	"unique_liftover"	"chr1"	205048054	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15832727"	"chr2"	218894285	"Oligo"	230	1.26087287558093e-48	"850K"	"unique_liftover"	"chr2"	218029562	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg00546971"	"chr1"	4207818	"Oligo"	231	1.38357992467798e-48	"850K"	"unique_liftover"	"chr1"	4147758	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg09317774"	"chr4"	154137795	"Oligo"	232	1.40302350891815e-48	"850K"	"unique_liftover"	"chr4"	153216643	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg04187939"	"chr2"	100263390	"Oligo"	233	1.42479517051049e-48	"850K"	"unique_liftover"	"chr2"	99646928	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg14701925"	NA	NA	"Oligo"	234	1.42947523534571e-48	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Lee"	"cg20311522"	"chr1"	8709247	"Oligo"	235	1.54908057088332e-48	"850K"	"unique_liftover"	"chr1"	8649188	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13686789"	NA	NA	"Oligo"	236	1.58567949102013e-48	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Lee"	"cg07369108"	"chr10"	47019112	"Oligo"	237	2.03882843711165e-48	"850K"	"unique_liftover"	"chr10"	46530505	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg07378050"	"chr2"	128401774	"Oligo"	238	2.09522499449812e-48	"850K"	"unique_liftover"	"chr2"	127644199	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20902370"	"chr2"	23786931	"Oligo"	239	2.24922285097044e-48	"850K"	"unique_liftover"	"chr2"	23564061	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg03167623"	"chr2"	9778591	"Oligo"	240	2.3609778981467e-48	"850K"	"unique_liftover"	"chr2"	9638462	FALSE	TRUE	FALSE	FALSE
"Lee"	"cg03017865"	"chr1"	179995825	"Oligo"	241	2.38435172802774e-48	"850K"	"unique_liftover"	"chr1"	180026690	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg13822738"	"chr1"	26881655	"Oligo"	242	2.78142306544983e-48	"850K"	"unique_liftover"	"chr1"	26555164	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg05365469"	"chr1"	193024276	"Oligo"	243	2.88406190443389e-48	"850K"	"unique_liftover"	"chr1"	193055146	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg17420968"	"chr2"	242530174	"Oligo"	244	3.12012074782446e-48	"850K"	"unique_liftover"	"chr2"	241590759	TRUE	FALSE	FALSE	FALSE
"Lee"	"cg13115910"	"chr1"	55840880	"Oligo"	245	3.30656905986356e-48	"850K"	"unique_liftover"	"chr1"	55375207	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg15353453"	"chr2"	27558493	"Oligo"	246	3.42981309841238e-48	"850K"	"unique_liftover"	"chr2"	27335626	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg17080740"	"chr1"	153601878	"Oligo"	247	3.70902223036567e-48	"850K"	"unique_liftover"	"chr1"	153629402	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg19022978"	"chr1"	200882136	"Oligo"	248	4.24875027641125e-48	"850K"	"unique_liftover"	"chr1"	200913008	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg20955693"	"chr6"	166711442	"Oligo"	249	4.76538342182164e-48	"850K"	"unique_liftover"	"chr6"	166297954	FALSE	FALSE	FALSE	TRUE
"Lee"	"cg24844295"	"chr17"	78821928	"Oligo"	250	4.90464724810918e-48	"850K"	"unique_liftover"	"chr17"	80848128	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg04836042"	"chr16"	74430420	"Astro"	1	1.89919452144019e-43	"850K"	"unique_liftover"	"chr16"	74396522	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg27455034"	"chr14"	21490813	"Astro"	2	3.58722361159891e-42	"850K"	"unique_liftover"	"chr14"	21022654	FALSE	TRUE	FALSE	FALSE
"Tian"	"cg23095799"	"chr1"	31356800	"Astro"	3	4.96633865304028e-41	"850K"	"unique_liftover"	"chr1"	30883953	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg17990365"	"chr11"	319718	"Astro"	4	1.82983382222914e-40	"850K"	"unique_liftover"	"chr11"	319718	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg07680129"	"chr4"	1808029	"Astro"	5	1.1524943451656e-39	"850K"	"unique_liftover"	"chr4"	1806302	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg18803699"	"chr2"	72595067	"Astro"	6	2.26469846312958e-39	"850K"	"unique_liftover"	"chr2"	72367938	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg02711951"	"chr12"	340186	"Astro"	7	3.87103364210296e-39	"850K"	"unique_liftover"	"chr12"	231020	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg12233571"	"chr5"	36613509	"Astro"	8	9.27880110880524e-39	"850K"	"unique_liftover"	"chr5"	36613407	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg10973726"	"chr1"	179089187	"Astro"	9	2.88439994329246e-38	"850K"	"unique_liftover"	"chr1"	179120052	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg04264167"	"chr1"	26199754	"Astro"	10	8.52057278230263e-38	"850K"	"unique_liftover"	"chr1"	25873263	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg24457118"	"chr1"	155167337	"Astro"	11	1.51201284793316e-37	"850K"	"unique_liftover"	"chr1"	155197546	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg13289177"	"chr2"	109204340	"Astro"	12	2.86977196734723e-37	"850K"	"unique_liftover"	"chr2"	108587884	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg02220933"	"chr1"	17099335	"Astro"	13	3.36965517762437e-36	"850K"	"unique_liftover"	"chr1"	16772840	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg21169762"	"chr14"	81790336	"Astro"	14	4.87394130431896e-36	"850K"	"unique_liftover"	"chr14"	81323992	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg23153546"	"chr3"	127886749	"Astro"	15	5.1771777346649e-36	"850K"	"unique_liftover"	"chr3"	128167906	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg20732296"	"chr1"	183790936	"Astro"	16	2.18163366443208e-35	"850K"	"unique_liftover"	"chr1"	183821802	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg06242800"	"chr3"	133465807	"Astro"	17	2.62979803353359e-35	"850K"	"unique_liftover"	"chr3"	133746963	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg09197783"	"chr11"	57176720	"Astro"	18	2.78585264213684e-35	"850K"	"unique_liftover"	"chr11"	57409247	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg22942794"	"chr2"	237407275	"Astro"	19	3.7735314336956e-35	"850K"	"unique_liftover"	"chr2"	236498632	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg20673974"	"chr6"	110730311	"Astro"	20	7.51102966555215e-35	"850K"	"unique_liftover"	"chr6"	110409108	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg17932056"	"chr12"	6340208	"Astro"	21	8.03295257788229e-35	"850K"	"unique_liftover"	"chr12"	6231042	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg12457243"	"chr3"	9732340	"Astro"	22	1.38724661223928e-34	"850K"	"unique_liftover"	"chr3"	9690656	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg04345620"	"chr17"	73509878	"Astro"	23	1.44390931750226e-34	"850K"	"unique_liftover"	"chr17"	75513797	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg19716697"	"chr8"	144449916	"Astro"	24	2.55867653197153e-34	"850K"	"unique_liftover"	"chr8"	143367746	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg18623322"	"chr6"	15171780	"Astro"	25	2.77094862318423e-34	"850K"	"unique_liftover"	"chr6"	15171549	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg09821393"	"chr10"	97164345	"Astro"	26	3.83144601753206e-34	"850K"	"unique_liftover"	"chr10"	95404588	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg19601954"	"chr1"	87419008	"Astro"	27	4.62477294673e-34	"850K"	"unique_liftover"	"chr1"	86953325	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg01864933"	"chr8"	127981343	"Astro"	28	5.08119899807723e-34	"850K"	"unique_liftover"	"chr8"	126969098	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg08675002"	"chr5"	90437527	"Astro"	29	5.89224637716246e-34	"850K"	"unique_liftover"	"chr5"	91141710	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg09322899"	"chr2"	240280217	"Astro"	30	6.36581715779997e-34	"850K"	"unique_liftover"	"chr2"	239358522	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg25071787"	"chr11"	68212127	"Astro"	31	1.18836643527562e-33	"850K"	"unique_liftover"	"chr11"	68444659	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg00893849"	"chr11"	71786271	"Astro"	32	1.32239954831157e-33	"850K"	"unique_liftover"	"chr11"	72075225	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg01692596"	"chr1"	31268039	"Astro"	33	1.8100463772994e-33	"850K"	"unique_liftover"	"chr1"	30795192	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg20599852"	"chr16"	4987911	"Astro"	34	2.68629213689424e-33	"850K"	"unique_liftover"	"chr16"	4937910	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg03080147"	"chr8"	17270347	"Astro"	35	3.00756681980323e-33	"850K"	"unique_liftover"	"chr8"	17412838	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg19472243"	"chr22"	50520995	"Astro"	36	3.19265045762269e-33	"850K"	"unique_liftover"	"chr22"	50082566	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg18214750"	"chr9"	91568822	"Astro"	37	3.26275840057911e-33	"850K"	"unique_liftover"	"chr9"	88953907	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg22059717"	"chr15"	65139717	"Astro"	38	3.52648532393184e-33	"850K"	"unique_liftover"	"chr15"	64847518	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg06040093"	"chr13"	113698551	"Astro"	39	3.90123597736068e-33	"850K"	"unique_liftover"	"chr13"	113044237	FALSE	TRUE	FALSE	FALSE
"Tian"	"cg22246148"	"chr8"	6602780	"Astro"	40	5.75116240565625e-33	"850K"	"unique_liftover"	"chr8"	6745259	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg20325850"	"chr1"	56977724	"Astro"	41	8.35577728124494e-33	"850K"	"unique_liftover"	"chr1"	56512052	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg24447788"	"chr19"	795310	"Astro"	42	8.98833926782983e-33	"850K"	"unique_liftover"	"chr19"	795310	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg18662975"	"chr14"	53402795	"Astro"	43	1.07688458545653e-32	"850K"	"unique_liftover"	"chr14"	52936077	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg10600964"	"chr10"	114492301	"Astro"	44	1.33912092962512e-32	"850K"	"unique_liftover"	"chr10"	112732542	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg04921023"	"chr2"	121463459	"Astro"	45	1.57301254025253e-32	"850K"	"unique_liftover"	"chr2"	120705883	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg00577560"	"chr1"	15271830	"Astro"	46	1.62989799864226e-32	"850K"	"unique_liftover"	"chr1"	14945334	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg13149890"	"chr1"	160084398	"Astro"	47	2.00570092646933e-32	"850K"	"unique_liftover"	"chr1"	160114608	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg26931655"	"chr12"	339374	"Astro"	48	3.1020673460168e-32	"850K"	"unique_liftover"	"chr12"	230208	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg15711079"	"chr11"	8078824	"Astro"	49	3.17064359911185e-32	"850K"	"unique_liftover"	"chr11"	8057277	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg08913969"	"chr5"	79891996	"Astro"	50	3.927601180177e-32	"850K"	"unique_liftover"	"chr5"	80596177	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg07371151"	"chr13"	110989764	"Astro"	51	4.0897663264169e-32	"850K"	"unique_liftover"	"chr13"	110337417	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg03420647"	"chr1"	16064239	"Astro"	52	5.13523545809896e-32	"850K"	"unique_liftover"	"chr1"	15737744	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg19788036"	"chr15"	70290586	"Astro"	53	5.15660622712493e-32	"850K"	"unique_liftover"	"chr15"	69998247	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg15135176"	"chr1"	3044977	"Astro"	54	5.2637268035934e-32	"850K"	"unique_liftover"	"chr1"	3128413	FALSE	TRUE	FALSE	FALSE
"Tian"	"cg09898424"	"chr7"	158805464	"Astro"	55	5.45686345232267e-32	"850K"	"unique_liftover"	"chr7"	159012773	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg11756425"	"chr3"	97733017	"Astro"	56	5.53601885813187e-32	"850K"	"unique_liftover"	"chr3"	98014173	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg12192217"	"chr17"	70458062	"Astro"	57	5.60922383989694e-32	"850K"	"unique_liftover"	"chr17"	72461922	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg13279476"	"chr3"	15372965	"Astro"	58	5.88323215600367e-32	"850K"	"unique_liftover"	"chr3"	15331458	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg05241973"	"chr6"	53226638	"Astro"	59	6.83103287802305e-32	"850K"	"unique_liftover"	"chr6"	53361840	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg01824208"	"chr3"	13261190	"Astro"	60	7.55209783325598e-32	"850K"	"unique_liftover"	"chr3"	13219690	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg04877622"	"chr22"	50520977	"Astro"	61	1.02926444810393e-31	"850K"	"unique_liftover"	"chr22"	50082548	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg17564203"	"chr4"	7526639	"Astro"	62	1.04113839566596e-31	"850K"	"unique_liftover"	"chr4"	7524912	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg16264004"	"chr13"	113698431	"Astro"	63	1.0784406107863e-31	"850K"	"unique_liftover"	"chr13"	113044117	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg06864431"	"chr1"	92018950	"Astro"	64	1.09816161824388e-31	"850K"	"unique_liftover"	"chr1"	91553393	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg21619138"	"chr5"	142002248	"Astro"	65	1.16118229416665e-31	"850K"	"unique_liftover"	"chr5"	142622683	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg03725414"	"chr16"	84862964	"Astro"	66	1.61138312411306e-31	"850K"	"unique_liftover"	"chr16"	84829358	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg03562912"	"chr18"	45821884	"Astro"	67	1.6782572052194e-31	"850K"	"unique_liftover"	"chr18"	48295513	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg12578013"	"chr11"	8078826	"Astro"	68	1.68859282703662e-31	"850K"	"unique_liftover"	"chr11"	8057279	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg08069163"	"chr16"	27733016	"Astro"	69	1.74695438045939e-31	"850K"	"unique_liftover"	"chr16"	27721695	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg01286133"	"chr21"	27540106	"Astro"	70	1.85770548837365e-31	"850K"	"unique_liftover"	"chr21"	26167788	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg09099627"	"chr7"	155336167	"Astro"	71	1.86637684868782e-31	"850K"	"unique_liftover"	"chr7"	155543472	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg04778099"	"chr7"	47445517	"Astro"	72	2.0499358739904e-31	"850K"	"unique_liftover"	"chr7"	47405920	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg00488842"	"chr9"	132628324	"Astro"	73	2.23557458548802e-31	"850K"	"unique_liftover"	"chr9"	129866045	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg05858426"	"chr4"	2825685	"Astro"	74	3.26605992517154e-31	"850K"	"unique_liftover"	"chr4"	2823958	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg11998497"	"chr2"	131688028	"Astro"	75	4.1609314706117e-31	"850K"	"unique_liftover"	"chr2"	130930455	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg03454836"	"chr9"	138234411	"Astro"	76	4.62525499362623e-31	"850K"	"unique_liftover"	"chr9"	135342565	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg13484202"	"chr8"	30789933	"Astro"	77	5.20861400510565e-31	"850K"	"unique_liftover"	"chr8"	30932417	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg02331303"	NA	NA	"Astro"	78	5.38371724352251e-31	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Tian"	"cg03589999"	"chr5"	111964534	"Astro"	79	5.39041621740338e-31	"850K"	"unique_liftover"	"chr5"	112628837	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg08077048"	"chr15"	61205334	"Astro"	80	6.2002800582915e-31	"850K"	"unique_liftover"	"chr15"	60913135	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg14236898"	"chr1"	17937104	"Astro"	81	7.10416532384662e-31	"850K"	"unique_liftover"	"chr1"	17610609	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg22201668"	"chr18"	56224238	"Astro"	82	1.00216095098003e-30	"850K"	"unique_liftover"	"chr18"	58557006	FALSE	FALSE	FALSE	TRUE
"Tian"	"cg03215714"	NA	NA	"Astro"	83	1.1748126335953e-30	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
"Tian"	"cg16323911"	NA	NA	"Astro"	84	1.24596451262832e-30	"850K"	"invalid_source_coordinate"	NA	NA	FALSE	FALSE	FALSE	FALSE
