phenotype_id	num_causal_snps	chrom	start	end	positions	rsids	target_heritability	simulated_heritability
pheno_426	4	19	23405695	24405695	24022443,23412754,23734685,24079705	rs6476365,rs6471983,rs6474314,rs6478570	0.6453715801409794	0.6453715801409792
pheno_427	4	18	74447243	75447243	75357224,75168672,74463605,75243254	rs6247856,rs6240601,rs6231043,rs6244530	0.08847109768741751	0.0884710976874175
pheno_428	3	4	17704350	18704350	18392407,18023705,18035367	rs1028913,rs1022130,rs1025189	0.07870825475630656	0.07870825475630655
pheno_429	4	5	81528624	82528624	82350194,81738896,81693970,82514861	rs1508882,rs1507519,rs1504930,rs1511535	0.044428908209226965	0.04442890820922695
pheno_430	4	5	84264188	85264188	85130941,84748115,85259031,84497183	rs1522271,rs1517481,rs1526895,rs1514271	0.014027437287331178	0.01402743728733118
pheno_431	4	2	92919835	93919835	93263264,93462865,93267084,92985938	rs409587,rs413002,rs412032,rs405489	0.013611153214125652	0.01361115321412565
pheno_432	3	11	123909279	124909279	124888525,124089054,124578595	rs3780511,rs3775207,rs3777738	0.025250620332088552	0.025250620332088552
pheno_433	1	9	109385186	110385186	110292260	rs2951061	0.019542050135013523	0.019542050135013516
pheno_434	5	15	6933498	7933498	7052197,7373699,7922333,7420617,7009602	rs4772056,rs4777034,rs4785449,rs4780491,rs4768187	0.540929737277926	0.5409297372779259
pheno_435	5	3	11447657	12447657	11696731,11967712,11575300,11766217,11772833	rs612225,rs619293,rs609851,rs613095,rs616296	0.08805285756144912	0.08805285756144912
pheno_436	2	10	92357213	93357213	93347464,92519235	rs3342764,rs3340305	0.01626206504103195	0.01626206504103195
pheno_437	2	11	108962797	109962797	109137546,109172780	rs3737131,rs3738005	0.554177151812295	0.5541771518122949
pheno_438	5	16	59934950	60934950	60664958,60607103,60121958,60607668,60187178	rs5384860,rs5380881,rs5375863,rs5382226,rs5378035	0.02485593187132671	0.02485593187132671
pheno_439	5	4	108946598	109946598	109591799,109794330,109387825,109436842,109652633	rs1193710,rs1196555,rs1187537,rs1191255,rs1195221	0.09570968001031153	0.09570968001031155
pheno_440	5	19	5418976	6418976	5569872,6235501,5744153,5727885,5676251	rs6327186,rs6337256,rs6333366,rs6330699,rs6329434	0.5666454931988157	0.5666454931988159
pheno_441	5	7	9667517	10667517	10154941,10016359,10360410,10334286,9823584	rs2085997,rs2085148,rs2091614,rs2087764,rs2083854	0.080822473222331	0.080822473222331
pheno_442	5	13	47400631	48400631	48198307,47421376,47502787,48204205,47557643	rs4196853,rs4179616,rs4184898,rs4199683,rs4188092	0.07152822121861545	0.07152822121861543
pheno_443	1	15	53437865	54437865	54225246	rs5038192	0.07672456707297182	0.07672456707297179
pheno_444	4	7	21166150	22166150	21912209,21201255,21232460,21891049	rs2126884,rs2117879,rs2121584,rs2124547	0.08585258566905066	0.08585258566905064
pheno_445	5	16	71879538	72879538	72269320,72077775,72167360,72524693,72595067	rs5439606,rs5433667,rs5435874,rs5444101,rs5445817	0.4497928485438658	0.4497928485438657
pheno_446	4	9	53228466	54228466	53960134,53236215,53235327,53420841	rs2818744,rs2812715,rs2809337,rs2815918	0.5966141585103532	0.5966141585103533
pheno_447	3	21	28622996	29622996	29456801,29600749,29126187	rs7245004,rs7246999,rs7243062	0.060365917620253576	0.06036591762025358
pheno_448	1	8	115915459	116915459	116633992	rs2645921	0.5308927950374878	0.5308927950374875
pheno_449	2	15	13758823	14758823	13890216,14010593	rs4828055,rs4829361	0.09525155691139624	0.09525155691139624
pheno_450	5	13	67885155	68885155	68298075,68830767,68494137,67956252,68042097	rs4238948,rs4245339,rs4241679,rs4234295,rs4237298	0.42848089124571265	0.42848089124571265
pheno_451	5	14	10728867	11728867	10815205,10909423,11523486,10760759,11445866	rs4454879,rs4458394,rs4464141,rs4450165,rs4461324	0.09557035065515371	0.09557035065515368
pheno_452	3	4	147439034	148439034	148007404,148345564,147844349	rs1270392,rs1271156,rs1268758	0.042683965664706496	0.04268396566470649
pheno_453	5	15	78220410	79220410	78497625,78658127,79080373,78801474,78768330	rs5085992,rs5087000,rs5093808,rs5090343,rs5088408	0.0708131290808347	0.0708131290808347
pheno_454	1	1	36764374	37764374	37106274	rs7538	0.03866501656721459	0.038665016567214605
pheno_455	2	19	48390840	49390840	49357798,49023502	rs6610814,rs6607285	0.13006445935392402	0.13006445935392405
pheno_456	4	14	18213557	19213557	18487166,18991037,19186540,18599092	rs4495359,rs4504531,rs4510258,rs4499238	0.2881385316198336	0.28813853161983355
pheno_457	3	7	35189199	36189199	36185399,35888354,35873731	rs2150007,rs2147496,rs2144118	0.06693459126290388	0.06693459126290388
pheno_458	2	12	59723755	60723755	60266943,60194174	rs3925384,rs3923952	0.07908723171957584	0.07908723171957587
pheno_459	2	19	51264289	52264289	51423796,51485697	rs6638587,rs6641234	0.5309923133831885	0.5309923133831884
pheno_460	3	20	54726165	55726165	55222676,55701117,55559551	rs6940376,rs6945891,rs6942144	0.007540354316525158	0.0075403543165251585
pheno_461	2	13	87147575	88147575	87177038,88145328	rs4298519,rs4300626	0.6377871411169596	0.6377871411169596
pheno_462	1	17	11411393	12411393	11706343	rs5586800	0.03608506066578497	0.036085060665784964
pheno_463	5	18	62038148	63038148	62916550,62359867,62672250,62946087,62869326	rs6198444,rs6192113,rs6194731,rs6199133,rs6197160	0.05736850128443454	0.05736850128443453
pheno_464	5	9	57540207	58540207	58118769,57686118,58284662,58168410,57805979	rs2825117,rs2821630,rs2831223,rs2827458,rs2823961	0.007378922312996753	0.007378922312996752
pheno_465	1	19	37852725	38852725	38118867	rs6577451	0.04671238101529574	0.04671238101529575
pheno_466	5	1	152221442	153221442	152613187,152306893,152461344,152518983,152405707	rs142328,rs130068,rs138781,rs141010,rs134717	0.1522968796771791	0.1522968796771791
pheno_467	4	12	18919499	19919499	19677043,19451999,19142764,19277538	rs3879905,rs3875895,rs3864424,rs3871677	0.021355314295319106	0.021355314295319106
pheno_468	1	1	115201642	116201642	115794636	rs82240	0.42544233094452166	0.4254423309445216
pheno_469	3	21	38218848	39218848	39214842,38961877,38235630	rs7357775,rs7355307,rs7340564	0.08359459274214347	0.08359459274214348
pheno_470	1	15	40480398	41480398	40700240	rs4959929	0.17309260596750417	0.17309260596750428
pheno_471	1	7	46276208	47276208	46350210	rs2160208	0.25674219873786197	0.2567421987378619
pheno_472	3	18	3099638	4099638	3297904,3861705,3547881	rs6008946,rs6013154,rs6011700	0.07695963041952222	0.07695963041952225
pheno_473	4	5	155938694	156938694	156677409,156767396,156422920,156590552	rs1665425,rs1670783,rs1656508,rs1660738	0.047944722211299896	0.047944722211299896
pheno_474	4	5	153730398	154730398	154594580,154372766,153839408,154565586	rs1647267,rs1643744,rs1640821,rs1645832	0.0698541694845945	0.06985416948459448
pheno_475	3	13	89930701	90930701	90601852,90462859,90068858	rs4311632,rs4307956,rs4305039	0.07048496659010686	0.07048496659010686
pheno_476	4	13	99642291	100642291	99711290,100089885,99926927,100474255	rs4337675,rs4347373,rs4345563,rs4348802	0.6119239610131594	0.6119239610131595
pheno_477	5	11	17707406	18707406	18051333,18674556,18661170,17935861,18642015	rs3540462,rs3550197,rs3548126,rs3538499,rs3544282	0.01617059201358044	0.016170592013580433
pheno_478	3	10	69108139	70108139	69660109,69759824,69270309	rs3276963,rs3280518,rs3273366	0.021806170866142557	0.02180617086614256
pheno_479	2	19	45376491	46376491	45694743,46324826	rs6597292,rs6603139	0.08090160167327692	0.08090160167327695
pheno_480	1	6	113265582	114265582	113429184	rs1967142	0.019794537846405766	0.019794537846405766
pheno_481	1	13	65286445	66286445	65863926	rs4231029	0.07387836959464827	0.07387836959464827
pheno_482	3	14	72368550	73368550	72416541,73119195,73332755	rs4649892,rs4658511,rs4663664	0.09001557871435768	0.09001557871435767
pheno_483	1	15	39996467	40996467	40211915	rs4950859	0.005151631398780379	0.0051516313987803805
pheno_484	4	15	75681926	76681926	76560695,75880758,76600011,76263728	rs5074808,rs5063209,rs5078239,rs5070296	0.08974656923267137	0.08974656923267137
pheno_485	1	16	78328400	79328400	78486217	rs5455284	0.30105997658469774	0.30105997658469774
pheno_486	2	12	73029022	74029022	73477069,73766920	rs3946860,rs3948392	0.06103909169019703	0.061039091690197
pheno_487	2	9	113172274	114172274	113300844,113508468	rs2969369,rs2973367	0.012132348889384664	0.01213234888938466
pheno_488	2	2	100601362	101601362	100798414,101348602	rs420582,rs422718	0.07750686905286255	0.0775068690528626
pheno_489	1	19	47212806	48212806	47472911	rs6605207	0.06837827142679494	0.06837827142679495
pheno_490	5	4	98527132	99527132	98712784,98597169,98725360,99059688,99378353	rs1150085,rs1146676,rs1152615,rs1157287,rs1161276	0.08031842887792208	0.08031842887792211
pheno_491	4	9	90524146	91524146	90989433,91181483,91518439,90557190	rs2874495,rs2876319,rs2876822,rs2871399	0.015086790301739901	0.015086790301739905
pheno_492	2	15	11115569	12115569	12091380,11452724	rs4807271,rs4794955	0.04385999057080001	0.04385999057080003
pheno_493	3	12	130725856	131725856	131203335,131343767,131713317	rs4080036,rs4084651,rs4089448	0.08378140523656487	0.08378140523656487
pheno_494	3	21	28296609	29296609	28445570,28775441,28725848	rs7235479,rs7240467,rs7237624	0.09372981667251366	0.09372981667251366
pheno_495	3	11	121213779	122213779	122032564,121433327,121887035	rs3765364,rs3759270,rs3762455	0.36091581223547875	0.3609158122354789
pheno_496	2	7	39010406	40010406	39527800,39039632	rs2156788,rs2153533	0.05678635730240361	0.056786357302403626
pheno_497	3	8	19969734	20969734	20599789,20944590,20635736	rs2453059,rs2455351,rs2453649	0.005804297510148084	0.005804297510148083
pheno_498	2	3	47350942	48350942	48036197,47503612	rs700440,rs698037	0.09885599502241858	0.0988559950224186
pheno_499	4	9	2068078	3068078	2796358,2466802,2961378,2359507	rs2722391,rs2715530,rs2728468,rs2711282	0.09691493611838872	0.09691493611838872
pheno_500	5	18	50518864	51518864	50958335,51429543,51080757,50960210,50841787	rs6134074,rs6144926,rs6140995,rs6137224,rs6131572	0.035480260588316305	0.0354802605883163
pheno_501	5	4	135752997	136752997	136159197,136208149,136694584,135950971,136206865	rs1248031,rs1250528,rs1251862,rs1247013,rs1249213	0.023656428955465353	0.02365642895546535
pheno_502	5	19	12551573	13551573	12953950,13348434,13426187,13210712,13445810	rs6395524,rs6401568,rs6404524,rs6400513,rs6408639	0.05456181950761714	0.05456181950761712
pheno_503	3	1	110561252	111561252	110936533,110964638,111467148	rs62126,rs64896,rs68611	0.08536371979619943	0.08536371979619944
pheno_504	1	2	210338786	211338786	211295688	rs544194	0.5469517042184845	0.5469517042184846
pheno_505	5	21	11026021	12026021	11406930,11254824,11862808,11805261,11222667	rs7053659,rs7049261,rs7068462,rs7063046,rs7045169	0.7557117839489208	0.7557117839489209
pheno_506	3	9	121421169	122421169	121524461,122026070,121532254	rs3005897,rs3012304,rs3008497	0.021124081245002518	0.02112408124500252
pheno_507	2	17	3051755	4051755	3992987,3863499	rs5512268,rs5508798	0.02962738036667233	0.02962738036667233
pheno_508	3	19	41007738	42007738	41750854,41706705,41509009	rs6586682,rs6586467,rs6583936	0.009410969946972079	0.009410969946972079
pheno_509	3	18	8497726	9497726	8712375,8704310,9398103	rs6023428,rs6019508,rs6027740	0.6910009246867864	0.6910009246867864
pheno_510	4	20	37713629	38713629	38325293,38104148,38544169,38277797	rs6827329,rs6823223,rs6833369,rs6826770	0.03995103341675013	0.03995103341675014
pheno_511	2	14	24948706	25948706	25134317,25159781	rs4525358,rs4528311	0.08165690357415793	0.08165690357415795
pheno_512	4	21	16267367	17267367	17267100,17171879,17147115,16843850	rs7146574,rs7144107,rs7140187,rs7124983	0.054784868870767015	0.05478486887076702
pheno_513	1	9	124270494	125270494	124897769	rs3013995	0.7685754086108078	0.768575408610808
pheno_514	3	19	29799166	30799166	29880505,29885963,29898647	rs6514082,rs6517296,rs6520808	0.0920391320779101	0.09203913207791008
pheno_515	5	18	42603415	43603415	43122674,43080360,42938124,42713821,43585254	rs6095258,rs6094248,rs6092568,rs6090590,rs6096326	0.24720542801525391	0.24720542801525391
pheno_516	1	9	67049802	68049802	67441510	rs2838934	0.09053829420197605	0.09053829420197605
pheno_517	4	15	75316210	76316210	75692859,75862876,75458298,76172744	rs5057852,rs5061387,rs5054452,rs5066111	0.3039705480217624	0.3039705480217624
pheno_518	5	6	34375453	35375453	35177401,34489774,34848548,35112274,34993327	rs1806170,rs1798634,rs1800542,rs1803878,rs1801901	0.00401545900328148	0.004015459003281482
pheno_519	2	6	122661514	123661514	122999592,122671525	rs2001814,rs1999274	0.07716994316702862	0.0771699431670286
pheno_520	1	18	42210892	43210892	42993359	rs6093083	0.4207090541817132	0.4207090541817132
pheno_521	1	16	63306817	64306817	64085260	rs5412148	0.0869397227251509	0.08693972272515088
pheno_522	2	14	98875969	99875969	99795361,99350819	rs4751855,rs4749063	0.03550534644239938	0.035505346442399374
pheno_523	5	1	156142247	157142247	156205733,156888032,156974869,156318779,156165559	rs159074,rs163793,rs165788,rs161361,rs155349	0.010003257506495207	0.010003257506495205
pheno_524	1	12	111095374	112095374	111102758	rs4046843	0.09737908879395324	0.09737908879395324
pheno_525	3	19	47291	1047291	353661,914612,585350	rs6292635,rs6304374,rs6300911	0.09093323784495091	0.09093323784495091
pheno_526	3	15	80617696	81617696	81273638,80802493,81197052	rs5120495,rs5113747,rs5116820	0.07513897091515855	0.07513897091515856
pheno_527	5	6	29491878	30491878	30346249,30395882,30193148,30211557,30450004	rs1779658,rs1784250,rs1771995,rs1775269,rs1787058	0.09040497099973104	0.09040497099973105
pheno_528	4	14	8656699	9656699	9143436,9181730,9023808,9079471	rs4430717,rs4432245,rs4426440,rs4429022	0.04305779859633087	0.043057798596330875
pheno_529	5	4	150706545	151706545	151688670,151669153,151476378,151213764,150821227	rs1286034,rs1283033,rs1279966,rs1277336,rs1273936	0.014864989242211702	0.0148649892422117
pheno_530	2	7	152880748	153880748	153457509,153450819	rs2392766,rs2389913	0.49966053116824605	0.4996605311682461
pheno_531	4	13	80713221	81713221	81245555,81695184,80812837,81232148	rs4272897,rs4273952,rs4268114,rs4270408	0.08270602987011061	0.08270602987011061
pheno_532	4	22	19568516	20568516	19936212,19888289,19683208,19970693	rs7489196,rs7487098,rs7483478,rs7490342	0.057553043968527874	0.057553043968527874
pheno_533	3	16	89815936	90338345	90135511,90049800,90055235	rs5506595,rs5500270,rs5504292	0.05915515031608025	0.059155150316080256
pheno_534	5	14	90140206	91140206	90707037,90446809,90537906,90197782,91091427	rs4722441,rs4714541,rs4718523,rs4710100,rs4725944	0.058935385250728015	0.05893538525072801
pheno_535	3	13	85171390	86171390	85963030,85981111,86011705	rs4288174,rs4291324,rs4295117	0.05280840036750116	0.05280840036750116
pheno_536	1	15	10885499	11885499	11533978	rs4795813	0.0648851418090889	0.0648851418090889
pheno_537	2	19	19964974	20964974	20580263,20937595	rs6459512,rs6461509	0.0978892830011807	0.09788928300118066
pheno_538	4	7	72938299	73938299	73814911,73935397,73691341,73649241	rs2231334,rs2236096,rs2227351,rs2224918	0.06911244931622337	0.06911244931622339
pheno_539	2	1	169761390	170761390	169820843,170485924	rs175465,rs179411	0.08095166486968104	0.08095166486968106
pheno_540	4	14	53472902	54472902	53578044,54228383,54109634,54280212	rs4591866,rs4595922,rs4593802,rs4599212	0.015066099103843168	0.01506609910384317
pheno_541	4	10	68403958	69403958	68841535,69015693,68637530,69013792	rs3267017,rs3270437,rs3265664,rs3268674	0.05398928086886186	0.05398928086886187
pheno_542	4	19	3241093	4241093	3402009,3818762,3821781,3969068	rs6318976,rs6319590,rs6321345,rs6324319	0.01991265944156954	0.019912659441569544
pheno_543	5	15	50971511	51971511	51608964,51070362,51924561,51803267,51065625	rs5029209,rs5025066,rs5034305,rs5031619,rs5023906	0.42124122010920084	0.42124122010920084
pheno_544	4	12	97176240	98176240	97929168,97878852,97685237,97178304	rs4005058,rs4003819,rs4003027,rs4002563	0.2456277503899757	0.24562775038997572
pheno_545	5	10	8119981	9119981	8216074,9110297,8734248,8979157,8375053	rs3078929,rs3091500,rs3085170,rs3087290,rs3082442	0.040853315066387154	0.04085331506638716
pheno_546	1	19	49222662	50222662	49350305	rs6608988	0.03031282523842637	0.030312825238426377
pheno_547	5	1	88210817	89210817	88659364,88240901,89071450,88473932,88386518	rs26245,rs19643,rs29294,rs23738,rs20962	0.07732815413133654	0.07732815413133654
pheno_548	5	11	63464132	64464132	64248487,64218782,64254964,63707967,63682606	rs3611046,rs3609715,rs3613066,rs3609215,rs3608212	0.08939769783565792	0.08939769783565792
pheno_549	5	5	72131109	73131109	72329264,72475009,72870808,73128292,72256534	rs1494722,rs1496275,rs1499027,rs1501680,rs1492245	0.09633556104447191	0.09633556104447187
pheno_550	2	5	7339303	8339303	7632384,7403387	rs1346107,rs1345275	0.5539159816389799	0.5539159816389799
pheno_551	1	1	119457557	120457557	120355219	rs97814	0.04986697065804076	0.049866970658040737
pheno_552	3	12	12389344	13389344	12777070,12503580,12456637	rs3811400,rs3808005,rs3804241	0.03251569394539964	0.03251569394539964
pheno_553	5	21	43052151	44052151	43665775,43652903,43318571,43379127,43392689	rs7384169,rs7381684,rs7371351,rs7373938,rs7378237	0.076142481298058	0.07614248129805802
pheno_554	1	21	21869689	22869689	22041345	rs7196462	0.08547893306500103	0.08547893306500105
pheno_555	1	7	5597823	6597823	6311449	rs2079485	0.004079450759631476	0.004079450759631478
pheno_556	3	22	20512834	21512834	21257236,20843395,21219713	rs7499037,rs7493049,rs7496368	0.05468453496623607	0.054684534966236084
pheno_557	4	10	114481512	115481512	115174475,114613060,114983343,115009424	rs3410276,rs3401979,rs3404684,rs3407226	0.6822882083941354	0.6822882083941354
pheno_558	1	4	92223078	93223078	92765272	rs1144136	0.09629406579361728	0.09629406579361727
pheno_559	3	2	144322470	145322470	144815514,145165525,144385840	rs489687,rs491471,rs484333	0.05467916298034423	0.05467916298034425
pheno_560	1	4	122259505	123259505	122294805	rs1230718	0.06249139052776573	0.06249139052776572
pheno_561	2	18	17253206	18253206	17765692,17758236	rs6046211,rs6043850	0.630788129347308	0.630788129347308
pheno_562	5	17	5322825	6322825	5567599,5436418,6021715,5640102,6309071	rs5537726,rs5533743,rs5543976,rs5540880,rs5547747	0.4737719476625072	0.4737719476625073
pheno_563	1	6	20181089	21181089	21023707	rs1758760	0.3958352233078851	0.39583522330788523
pheno_564	5	3	11140819	12140819	11157078,11188310,11506891,11979301,11968848	rs602355,rs604713,rs607081,rs626284,rs622099	0.005891434408105895	0.0058914344081058955
pheno_565	3	15	58436153	59436153	58860551,59254125,59197919	rs5042295,rs5047071,rs5045113	0.04278681158809916	0.042786811588099154
pheno_566	1	6	113218918	114218918	113993036	rs1971439	0.01987070298348142	0.019870702983481422
pheno_567	1	9	2772682	3772682	3015117	rs2731859	0.496556651865386	0.496556651865386
pheno_568	4	19	6136847	7136847	6992661,6507526,6530853,7085127	rs6343490,rs6338729,rs6340312,rs6346405	0.04804446654735392	0.04804446654735393
pheno_569	4	3	92298848	93298848	92610271,92924066,92745359,93131375	rs773916,rs779195,rs776605,rs779844	0.4613886486932245	0.4613886486932245
pheno_570	2	1	239408748	240408748	240156304,239584892	rs248505,rs247879	0.0797257264100254	0.0797257264100254
pheno_571	1	3	87421478	88421478	87429157	rs770137	0.05334523200666998	0.05334523200666997
pheno_572	4	10	16899382	17899382	17653863,17258416,17847590,17718826	rs3098066,rs3094704,rs3101160,rs3100175	0.04595774523608157	0.04595774523608158
pheno_573	5	4	182654226	183654226	183343213,183032740,183219647,182836837,182874755	rs1324088,rs1320798,rs1322070,rs1313408,rs1318271	0.005620002458046182	0.005620002458046182
pheno_574	2	22	24176068	25176068	24506016,24319890	rs7532480,rs7531176	0.09428828078234999	0.09428828078234998
pheno_575	2	22	19522516	20522516	19602439,20393205	rs7480151,rs7491527	0.07085322921456366	0.07085322921456366
pheno_576	3	7	29177498	30177498	29381279,29725394,29772449	rs2131819,rs2133347,rs2134957	0.0017603945799793937	0.0017603945799793935
pheno_577	5	12	124999596	125999596	125926150,125892842,125433741,125358623,125744532	rs4074525,rs4070110,rs4056744,rs4054441,rs4066423	0.5164992672815545	0.5164992672815545
pheno_578	3	3	159243310	160243310	159416921,159824571,159716295	rs909984,rs916710,rs913345	0.0904997084999617	0.0904997084999617
pheno_579	4	18	54329994	55329994	54801924,55089293,55164632,54978164	rs6157129,rs6162032,rs6164452,rs6159151	0.018275121302056843	0.01827512130205684
pheno_580	5	22	49168375	50168375	49525312,49299672,50003508,49904030,49425039	rs7725452,rs7721404,rs7731607,rs7728446,rs7723034	0.031168969271834525	0.031168969271834514
pheno_581	5	18	66552798	67552798	67307213,66568754,67205954,66725968,66717015	rs6221032,rs6205715,rs6218453,rs6214486,rs6209604	0.009651011106550903	0.009651011106550903
pheno_582	4	20	47889432	48889432	48718693,48295529,48693963,48410514	rs6916087,rs6906642,rs6912039,rs6909741	0.3350328063753294	0.3350328063753295
pheno_583	5	15	89209613	90209613	89334920,89562835,89369687,89531720,89953601	rs5147773,rs5157609,rs5151372,rs5154273,rs5164419	0.5485963672996864	0.5485963672996863
pheno_584	1	21	4991804	5991804	5449928	rs6998643	0.042502529079603335	0.04250252907960332
pheno_585	5	8	30683144	31683144	30728689,31060483,31498850,31371579,31046635	rs2496621,rs2501937,rs2505565,rs2503264,rs2500336	0.09328974599116921	0.09328974599116922
pheno_586	5	17	35849326	36849326	35961857,36131245,36037879,36765044,36272160	rs5796664,rs5803821,rs5800391,rs5812181,rs5809683	0.37330115197246205	0.37330115197246205
pheno_587	2	12	13011035	14011035	13043505,13691868	rs3813170,rs3815736	0.07338615231613177	0.07338615231613177
pheno_588	2	16	61616992	62616992	61915572,62209532	rs5389693,rs5401121	0.04154014849573967	0.04154014849573967
pheno_589	3	8	140739414	141739414	141520235,141470844,141180875	rs2680189,rs2676180,rs2673930	0.06355348657958326	0.06355348657958325
pheno_590	1	11	22215836	23215836	22776073	rs3557214	0.7401275161288174	0.7401275161288174
pheno_591	1	18	69492927	70492927	69719396	rs6222242	0.009070999811995068	0.009070999811995072
pheno_592	1	15	81878620	82878620	82693426	rs5123600	0.09582051476314193	0.09582051476314188
pheno_593	3	8	40716599	41716599	41699536,41302152,40859405	rs2529501,rs2527454,rs2526536	0.02388552143454915	0.02388552143454915
pheno_594	5	17	68663160	69663160	68848593,69248609,68725815,68971306,69334375	rs5961144,rs5963666,rs5959371,rs5962573,rs5965938	0.037925320330458916	0.03792532033045892
pheno_595	3	13	99383041	100383041	99765710,99440318,100206496	rs4342001,rs4335045,rs4348136	0.08116607567787375	0.08116607567787376
pheno_596	3	17	63471132	64471132	64031859,63796443,63852970	rs5932829,rs5927377,rs5929428	0.09784326122484201	0.09784326122484201
pheno_597	5	21	16902988	17902988	17094523,17042243,17059791,17587715,17472563	rs7136226,rs7130576,rs7133987,rs7153206,rs7148520	0.015521353332983517	0.015521353332983519
pheno_598	4	1	118354007	119354007	118593305,118661592,118999181,119101626	rs85122,rs88242,rs92029,rs94874	0.46172029306781415	0.4617202930678141
pheno_599	5	22	39783701	40783701	40652318,39893809,40414325,39831958,40146949	rs7645334,rs7636655,rs7639436,rs7634943,rs7637854	0.7503951170914346	0.7503951170914342
pheno_600	5	17	64447408	65447408	64831477,65229316,64477817,65210588,65003251	rs5940865,rs5947885,rs5936745,rs5945833,rs5943398	0.020229129853405615	0.02022912985340562
pheno_601	3	12	76905571	77905571	77213526,77528011,77571725	rs3950433,rs3953160,rs3956366	0.2014939496027089	0.20149394960270883
pheno_602	2	1	113379305	114379305	113558898,113498935	rs73211,rs70986	0.38241713595782834	0.3824171359578285
pheno_603	3	12	43390147	44390147	43792912,43847784,43403106	rs3896128,rs3900974,rs3892697	0.004747366043666375	0.0047473660436663755
pheno_604	4	18	78087589	79087589	78124966,78781541,78572420,78772654	rs6262697,rs6274703,rs6267094,rs6271169	0.6905917944992671	0.6905917944992672
pheno_605	5	12	49007718	50007718	49447219,49735203,49623322,49671585,49325902	rs3908350,rs3917849,rs3912002,rs3914700,rs3904612	0.06456945503759547	0.06456945503759545
pheno_606	5	10	59573730	60573730	59977346,59937879,59608572,60172065,60299347	rs3220872,rs3218413,rs3214897,rs3222845,rs3225334	0.0773396651354303	0.0773396651354303
pheno_607	2	13	10855030	11855030	11066865,11116202	rs4120956,rs4123468	0.49500875750990725	0.49500875750990714
pheno_608	3	18	31871464	32871464	32113601,32818881,32553025	rs6060270,rs6065851,rs6065251	0.06925157308881219	0.06925157308881222
pheno_609	1	16	40404013	41404013	41333647	rs5322263	0.008122445362322366	0.008122445362322366
pheno_610	4	22	45890765	46890765	46356221,46881750,46889190,46597886	rs7698306,rs7711727,rs7714906,rs7699623	0.0023114037727617076	0.002311403772761708
pheno_611	4	10	126370412	127370412	126454579,127271361,127329833,126783061	rs3450744,rs3457261,rs3461202,rs3453063	0.5290356815261226	0.5290356815261228
pheno_612	4	3	143306815	144306815	143884752,144176194,143633759,143829321	rs873286,rs875303,rs866023,rs869832	0.08119497111114947	0.08119497111114947
pheno_613	4	19	25958292	26958292	26430026,26209814,26872967,26282261	rs6501379,rs6494173,rs6503544,rs6497326	0.5476592228553611	0.5476592228553611
pheno_614	3	22	31886033	32886033	32085525,32325075,31975965	rs7592109,rs7594157,rs7589581	0.08980486610882049	0.08980486610882046
pheno_615	2	22	13624238	14624238	13781183,14333068	rs7461476,rs7468144	0.08644354288525205	0.08644354288525208
pheno_616	4	4	56040611	57040611	57037292,56474175,56873793,56202824	rs1106380,rs1103113,rs1104838,rs1100082	0.7877252575948599	0.78772525759486
pheno_617	2	3	134916853	135916853	135506325,135598594	rs852888,rs855269	0.09283839271373943	0.09283839271373942
pheno_618	1	8	24052777	25052777	24601206	rs2470623	0.0030183949992147042	0.0030183949992147042
pheno_619	2	21	8424388	9424388	8661017,9255922	rs7025400,rs7028735	0.03746358221967681	0.03746358221967679
pheno_620	5	6	122890314	123890314	123209901,123298610,123077561,123738198,123218934	rs2007558,rs2011573,rs2005338,rs2015443,rs2009378	0.05453340113751625	0.054533401137516264
pheno_621	4	2	185703790	186703790	186622638,186612840,186005522,185965417	rs508176,rs506789,rs504063,rs501910	0.22137324440467865	0.2213732444046787
pheno_622	2	12	96132195	97132195	97093046,96274292	rs4000050,rs3997371	0.010488306457271395	0.010488306457271395
pheno_623	3	15	98042593	99042593	98192446,98471929,98725844	rs5199229,rs5201707,rs5204796	0.07275906907168721	0.0727590690716872
pheno_624	3	3	126995869	127995869	127149281,127092491,127619522	rs819892,rs816286,rs821607	0.29780483394609936	0.2978048339460993
pheno_625	1	1	157826174	158826174	157990760	rs166252	0.0478024601796919	0.047802460179691905
pheno_626	2	22	12836392	13836392	13118262,13406528	rs7449432,rs7452422	0.01415384363114292	0.01415384363114292
pheno_627	4	19	12104344	13104344	12403267,13098031,12485223,12872990	rs6387153,rs6397879,rs6391210,rs6394254	0.7541759259848464	0.7541759259848462
pheno_628	1	16	12345242	13345242	13333245	rs5257383	0.007411208532872753	0.007411208532872755
pheno_629	5	2	33670826	34670826	33738677,34542416,34609660,34440265,33765419	rs312237,rs320423,rs322394,rs318191,rs314208	0.027260421546432614	0.027260421546432614
pheno_630	1	19	54807386	55807386	55594018	rs6658713	0.011272688639551873	0.011272688639551876
pheno_631	1	14	13032984	14032984	13671502	rs4465877	0.00936819673089332	0.009368196730893319
pheno_632	2	19	38693143	39693143	39440188,39615676	rs6579223,rs6580745	0.04829460572547948	0.04829460572547948
pheno_633	1	9	133417509	134417509	134207359	rs3036219	0.03197049978219995	0.03197049978219994
pheno_634	1	18	11553181	12553181	12177488	rs6034095	0.0036124570906971055	0.0036124570906971047
pheno_635	3	19	49716781	50716781	50280877,50439859,50446081	rs6617821,rs6618993,rs6619443	0.029332662526113766	0.02933266252611377
